id,example_ja,example_zh
n5_0542,薬を飲みます。,吃藥。
n5_0543,咳が出ます。,咳嗽。
n5_0544,熱があります。,發燒。
n5_0545,喉が痛いです。,喉嚨痛。
n5_0546,大きい声で話します。,用很大的聲音說話。
n5_0547,兄は背が高いです。,哥哥身高很高。
n5_0548,心が温かい人です。,是心地溫暖的人。
n5_0549,猫の毛は白いです。,貓的毛是白色的。
n5_0550,腕が痛いです。,手臂痛。
n5_0551,指でボタンを押します。,用手指按按鈕。
n5_0552,お尻が痛いです。,屁股痛。
n5_0553,血が出ました。,流血了。
n5_0554,石の写真を撮ります。,拍石頭的照片。
n5_0555,砂が見えます。,看得到沙。
n5_0556,今日は草がきれいです。,今天的草很漂亮。
n5_0557,火の写真を撮ります。,拍火的照片。
n5_0558,緑が見えます。,看得到綠色。
n5_0559,今日は赤がきれいです。,今天的紅色很漂亮。
n5_0560,青の写真を撮ります。,拍藍色的照片。
n5_0561,白が見えます。,看得到白色。
n5_0562,今日は黒がきれいです。,今天的黑色很漂亮。
n5_0563,黄色の写真を撮ります。,拍黃色的照片。
n5_0564,茶色が見えます。,看得到茶色。
n5_0565,今日は色がきれいです。,今天的顏色很漂亮。
n5_0566,音の写真を撮ります。,拍聲音的照片。
n5_0567,光が見えます。,看得到光。
n5_0568,今日は音楽がきれいです。,今天的音樂很漂亮。
n5_0569,友達と歌をします。,和朋友做歌曲。
n5_0570,パーティーでダンスします。,在派對跳舞。
n5_0571,学校でスポーツを習います。,在學校學運動。
n5_0572,友達とサッカーをします。,和朋友做足球。
n5_0573,野球が好きです。,喜歡棒球。
n5_0574,学校でテニスを習います。,在學校學網球。
n5_0575,友達とゴルフをします。,和朋友做高爾夫。
n5_0576,スキーが好きです。,喜歡滑雪。
n5_0577,学校で絵を習います。,在學校學圖畫。
n5_0578,友達と漢字をします。,和朋友做漢字。
n5_0579,平仮名が好きです。,喜歡平假名。
n5_0580,学校で片仮名を習います。,在學校學片假名。
n5_0581,友達と英語をします。,和朋友做英文。
n5_0582,日本語が好きです。,喜歡日文。
n5_0583,学校で言葉を習います。,在學校學語言、詞語。
n5_0584,友達と意味をします。,和朋友做意思。
n5_0585,話が好きです。,喜歡故事、談話。
n5_0586,誕生日は忙しいです。,生日很忙。
n5_0587,パーティーに友達と会います。,派對和朋友見面。
n5_0588,祭りに行きます。,去祭典。
n5_0589,休みに映画を見ます。,休假時看電影。
n5_0590,夏休みに海へ行きます。,暑假去海邊。
n5_0591,冬休みに家族と会います。,寒假和家人見面。
n5_0592,春に花が咲きます。,春天花會開。
n5_0593,夏に海へ行きます。,夏天去海邊。
n5_0594,秋に京都へ行きます。,秋天去京都。
n5_0595,冬に雪が降ります。,冬天下雪。
n5_0596,春休みに旅行します。,春假去旅行。
n5_0597,お正月に家族と会います。,新年和家人見面。
n5_0598,クリスマスにケーキを食べます。,聖誕節吃蛋糕。
n5_0599,新しいかばんが欲しいです。,想要新的包包。
n5_0600,今日は眠いです。,今天很想睡。
n5_0601,足が痛いです。,腳很痛。
n5_0602,丸い皿を使います。,使用圓盤子。
n5_0603,四角い箱があります。,有方形的箱子。
n5_0604,外がうるさいです。,外面很吵。
n5_0605,この料理はまずいです。,這道料理很難吃。
n5_0606,細いペンで書きます。,用細筆寫。
n5_0607,太い木があります。,有粗的樹。
n5_0608,薄い紙を使います。,使用薄紙。
n5_0609,駅は遠いです。,車站很遠。
n5_0610,学校は家から近いです。,學校離家很近。
n5_0611,同じ本を買いました。,買了一樣的書。
n5_0612,店に色々なパンがあります。,店裡有各式各樣的麵包。
n5_0613,この部屋は結構広いです。,這個房間相當寬敞。
n5_0614,一人で大丈夫です。,一個人沒問題。
n5_0615,音楽が大好きです。,非常喜歡音樂。
n5_0616,真面目な学生です。,是認真的學生。
n5_0617,日曜日に部屋を掃除します。,星期日打掃房間。
n5_0618,朝、服を洗濯します。,早上洗衣服。
n5_0619,夕方、公園を散歩します。,傍晚在公園散步。
n5_0620,父は毎日車を運転します。,爸爸每天開車。
n5_0621,授業で先生に質問します。,上課時問老師問題。
n5_0622,図書館でプリントをコピーします。,在圖書館影印講義。
n5_0623,時間がないので急ぎます。,因為沒時間，所以趕快。
n5_0624,時計が動きます。,時鐘會動。
n5_0625,好きな色を選びます。,選喜歡的顏色。
n5_0626,電車に遅れます。,搭電車遲到。
n5_0627,祭りで踊ります。,在祭典跳舞。
n5_0628,部屋を片付けます。,整理房間。
n5_0629,答えを考えます。,思考答案。
n5_0630,旅行の日が決まります。,旅行日期決定了。
n5_0631,明日の予定を決めます。,決定明天的計畫。
n5_0632,二つの写真を比べます。,比較兩張照片。
n5_0633,駅で友達を探します。,在車站找朋友。
n5_0634,熱い鍋に触りません。,不碰熱鍋。
n5_0635,辞書で意味を調べます。,用字典查意思。
n5_0636,古い紙を捨てます。,丟掉舊紙。
n5_0637,猫を捕まえます。,抓住貓。
n5_0638,母に予定を伝えます。,告訴媽媽行程。
n5_0639,友達を駅まで連れて行きます。,帶朋友去車站。
n5_0640,母の料理を手伝います。,幫媽媽做菜。
n5_0641,壊れた時計を直します。,修理壞掉的時鐘。
n5_0642,病気が直ります。,病會好。
n5_0643,壁に色を塗ります。,在牆上塗顏色。
n5_0644,重い箱を運びます。,搬重箱子。
n5_0645,レストランでお金を払います。,在餐廳付錢。
n5_0646,道で財布を拾います。,在路上撿到錢包。
n5_0647,学生が増えます。,學生增加。
n5_0648,食べすぎて太ります。,吃太多變胖。
n5_0649,九時の電車に間に合います。,趕得上九點的電車。
n5_0650,毎朝、歯を磨きます。,每天早上刷牙。
n5_0651,駅でお客さんを迎えます。,在車站迎接客人。
n5_0652,運動して痩せます。,運動後變瘦。
n5_0653,ホテルを予約します。,預約飯店。
n5_0654,デパートで買い物します。,在百貨公司購物。
n5_0655,高い建物が見えます。,看得到高的建築物。
n5_0656,便利な乗り物です。,是方便的交通工具。
n5_0657,地図を見ます。,看地圖。
n5_0658,住所を紙に書きます。,把地址寫在紙上。
n5_0659,一と書きます。,寫「一」。
n5_0660,二と書きます。,寫「二」。
n5_0661,三と書きます。,寫「三」。
n5_0662,四と書きます。,寫「四」。
n5_0663,五と書きます。,寫「五」。
n5_0664,六と書きます。,寫「六」。
n5_0665,七と書きます。,寫「七」。
n5_0666,八と書きます。,寫「八」。
n5_0667,九と書きます。,寫「九」。
n5_0668,十まで数えます。,數到十。
n5_0669,これは百円です。,這是一百日圓。
n5_0670,千円を払います。,支付一千日圓。
n5_0671,一万円あります。,有一萬日圓。
n5_0672,一月に日本へ行きます。,一月去日本。
n5_0673,二月に日本へ行きます。,二月去日本。
n5_0674,三月に日本へ行きます。,三月去日本。
n5_0675,四月に日本へ行きます。,四月去日本。
n5_0676,五月に日本へ行きます。,五月去日本。
n5_0677,六月に日本へ行きます。,六月去日本。
n5_0678,七月に日本へ行きます。,七月去日本。
n5_0679,八月に日本へ行きます。,八月去日本。
n5_0680,九月に日本へ行きます。,九月去日本。
n5_0681,十月に日本へ行きます。,十月去日本。
n5_0682,十一月に日本へ行きます。,十一月去日本。
n5_0683,十二月に日本へ行きます。,十二月去日本。
n5_0684,もしもし、田中さんですか。,喂，請問是田中先生嗎？
n5_0685,こんにちは、山田です。,你好，我是山田。
n5_0686,こんばんは、いい夜ですね。,晚上好，今晚很不錯呢。
n5_0687,おはよう、よく寝ましたか。,早安，睡得好嗎？
n5_0688,手伝ってくれてありがとう。,謝謝你幫忙。
n5_0689,駅で友達にさようならと言います。,在車站和朋友說再見。
n5_0690,すみません、駅はどこですか。,不好意思，車站在哪裡？
n5_0691,遅れてごめんなさい。,遲到了，對不起。
n5_0692,水をお願いします。,麻煩給我水。
n5_0693,いただきます。,我要開動了。
n5_0694,ごちそうさまでした。,謝謝招待。
n5_0695,いってきます。,我出門了。
n5_0696,ただいま。,我回來了。
n5_0697,おかえり、疲れましたか。,歡迎回來，累了嗎？
n5_0698,はい、分かりました。,是，我知道了。
n5_0699,いいえ、違います。,不是，不一樣。
n5_0700,新しい物を買います。,買新的東西。
n5_0701,大切な事を話します。,談重要的事情。
n5_0702,静かな所で勉強します。,在安靜的地方讀書。
n5_0703,駅の方へ歩きます。,往車站方向走。
n5_0704,駅まで十分ぐらいです。,到車站大約十分鐘。
n5_0705,水だけ飲みます。,只喝水。
n5_0706,学校まで歩きます。,走到學校。
n5_0707,九時から授業です。,九點開始上課。
n5_0708,バスより電車が速いです。,電車比公車快。
n5_0709,机の上に本などがあります。,桌上有書等等。
n5_0710,朝ご飯を食べます。そして学校へ行きます。,吃早餐，然後去學校。
n5_0711,宿題をします。それからテレビを見ます。,做作業，然後看電視。
n5_0712,行きたいです。しかし時間がありません。,想去，但是沒有時間。
n5_0713,外国人に会います。,和外國人見面。
n5_0714,日本人は元気です。,日本人很有精神。
n5_0715,大人と話します。,和大人說話。
n5_0716,若者に会います。,和年輕人見面。
n5_0717,生徒は元気です。,學生很有精神。
n5_0718,留学生と話します。,和留學生說話。
n5_0719,先輩に会います。,和前輩見面。
n5_0720,後輩は元気です。,後輩很有精神。
n5_0721,封筒を買います。,買信封。
n5_0722,葉書は机の上です。,明信片在桌上。
n5_0723,絵葉書を使います。,使用圖畫明信片。
n5_0724,カレンダーを買います。,買月曆。
n5_0725,箪笥は机の上です。,衣櫃在桌上。
n5_0726,鏡を使います。,使用鏡子。
n5_0727,石鹸を買います。,買肥皂。
n5_0728,タオルは机の上です。,毛巾在桌上。
n5_0729,シャンプーを使います。,使用洗髮精。
n5_0730,櫛を買います。,買梳子。
n5_0731,布団は机の上です。,棉被、被褥在桌上。
n5_0732,枕を使います。,使用枕頭。
n5_0733,シーツを買います。,買床單。
n5_0734,ごみを捨てます。,丟垃圾。
n5_0735,ごみ箱に紙を捨てます。,把紙丟進垃圾桶。
n5_0736,袋に服を入れます。,把衣服放進袋子。
n5_0737,花瓶に花を入れます。,把花插進花瓶。
n5_0738,子供がおもちゃで遊びます。,小孩用玩具玩。
n5_0739,交差点を左へ曲がります。,在十字路口左轉。
n5_0740,信号で止まります。,在紅綠燈停下。
n5_0741,北へ行きます。,往北走。
n5_0742,南に海があります。,南邊有海。
n5_0743,東から日が出ます。,太陽從東邊出來。
n5_0744,西の空が赤いです。,西邊的天空是紅色的。
n5_0745,隣に友達が住んでいます。,朋友住在隔壁。
n5_0746,向こうに駅があります。,對面有車站。
n5_0747,中央に大きい木があります。,中央有一棵大樹。
n5_0748,近くにコンビニがあります。,附近有便利商店。
n5_0749,手前で止まってください。,請在跟前停下。
n5_0750,駅と学校の間に店があります。,車站和學校之間有店。
