id,example_ja,example_zh
n2_0367,賛成が過半数を超えたため、案は可決されました。,因贊成票超過半數，提案通過了。
n2_0368,多少時間がかかっても、丁寧に確認します。,就算多少需要時間，也會仔細確認。
n2_0369,工場から多量の水が使われています。,工廠使用了大量的水。
n2_0370,この情報だけでは判断するに足りません。,光靠這些資訊不足以判斷。
n2_0371,この教室の定員は三十人です。,這間教室的名額是三十人。
n2_0372,材料の分量を間違えると味が変わります。,材料份量弄錯的話味道會改變。
n2_0373,調査には膨大な時間と費用がかかりました。,調查花了龐大的時間和費用。
n2_0374,この地域は自然資源が豊富です。,這個地區自然資源很豐富。
n2_0375,十八歳未満の人は入場できません。,未滿十八歲的人不能入場。
n2_0376,余分な荷物は駅のロッカーに預けました。,多餘的行李寄放在車站置物櫃。
n2_0377,重たい荷物を持って階段を上りました。,我提著沉重的行李爬上樓梯。
n2_0378,荷物の重量を量ってから送ります。,寄送前會先量行李重量。
n2_0379,窓の寸法を測ってからカーテンを買いました。,量過窗戶尺寸後才買窗簾。
n2_0380,専門家が土地の広さを測量しました。,專家測量了土地面積。
n2_0381,箱の大小によって料金が変わります。,費用會依箱子大小改變。
n2_0382,水を入れて石の体積を調べました。,加水後測量了石頭的體積。
n2_0383,この円の直径は十センチです。,這個圓的直徑是十公分。
n2_0384,ケーキを六つに等分しました。,我把蛋糕均分成六份。
n2_0385,半径五百メートル以内に駅があります。,半徑五百公尺內有車站。
n2_0386,この容器の容積は一リットルです。,這個容器的容量是一公升。
n2_0387,水を二リットル買いました。,我買了兩公升的水。
n2_0388,今回の旅行では金沢に行く予定です。,這次旅行預計去金澤。
n2_0389,名前を呼ばれた人から順々に入ってください。,請從被叫到名字的人開始依序進入。
n2_0390,作業の順序を間違えるとやり直しになります。,弄錯作業順序就要重做。
n2_0391,新しい参加者が続々と会場に入ってきました。,新的參加者陸續進入會場。
n2_0392,彼は前から三番目の席に座っています。,他坐在從前面數來第三個座位。
n2_0393,風で看板がひっくり返されました。,招牌被風吹翻了。
n2_0394,毎度ご利用いただきありがとうございます。,感謝您每次使用。
n2_0395,彼は体調が悪いのか、顔が青白いです。,他可能身體不舒服，臉色很蒼白。
n2_0396,読みやすいように補足を括弧に入れました。,為了方便閱讀，我把補充內容放進括號。
n2_0397,このシャツは細かい花柄です。,這件襯衫是細碎花樣。
n2_0398,グラフに売上の変化を曲線で示しました。,圖表上用曲線表示銷售變化。
n2_0399,彼女は銀の指輪をしています。,她戴著銀戒指。
n2_0400,売上の変化をグラフで説明しました。,我用圖表說明銷售變化。
