level,reading,writing,page,column,entry_no,needs_review
N1,マイ,my,602,right,,1
N1,われ,我,602,right,,1
N1,えもの,獲物,603,left,01,
N1,おす,雄,603,left,02,
N1,かえる,星,603,left,03,
N1,かり,狩り,603,left,04,
N1,くびわ,首輪,603,left,05,
N1,けだもの,獣,603,right,oe,
N1,けもの,獣,603,right,07,
N1,こんちゅう,昆虫,603,right,om,
N1,しかけ,仕掛け,603,right,09,
N1,しんか,進化,603,right,00,
N1,ぜんめつ,全減,603,right,41,
N1,たいか,退化,604,left,42,
N1,ちょう,蝶,604,left,03,
N1,つの,角,604,left,14,
N1,でくわす,出くわす,604,left,05,
N1,とうみん,冬眠,604,left,,1
N1,なつく,懐く,604,left,07,
N1,ならす,馴らす,604,right,,1
N1,はなしがい,放し飼い,604,right,,1
N1,ひな,雛,604,right,,1
N1,ほご,保護,604,right,,1
N1,めす,雌,604,right,,1
N1,やせい,野生,604,right,,1
N1,わたりどり,渡り鳥,605,left,24,
N1,さえずる,囀る,605,right,03,
N1,ぴんぴん,ぴんぴん,605,right,04,
N1,むらがる,群がる,605,right,05,
N1,きゅうこん,球根,606,left,02,
N1,くき,茎,606,left,00,
N1,こずえ,梢,606,left,00,
N1,しば,芝,606,left,00,
N1,じゅもく,樹木,606,left,,1
N1,しゅ,種,606,right,,1
N1,ぞうき,雑木,606,right,,1
N1,とげ,刺,606,right,,
N1,なえ,苗,606,right,,1
N1,ねんりん,年輪,607,left,12,
N1,はす,蓮,607,left,13,
N1,はなびら,花びら,607,left,14,
N1,所55,莫,607,left,17,1
N1,おちば,落ち葉,607,left,01,
N1,かれる,油れる・枯れる,607,right,02,
N1,しなびる,鞭びる,607,right,03,
N1,はつが,発芽,607,right,04,
N1,ひりょう,肥料,607,right,08,
N1,ひんしゅ,品種,607,right,oe,
N1,ほうさく,豊作,607,right,07,
N1,アルカリ,alkali,608,left,01,
N1,アルミ,aluminium,608,left,02,
N1,えき,液,608,left,03,
N1,おうごん,黄金,608,left,04,
N1,かごう,化合,608,left,05,
N1,かせき,化石,608,right,,1
N1,がんせき,岩石,608,right,,1
N1,けつごう,結合,608,right,,1
N1,けっしょう,結晶,608,right,,1
N1,げんけい,原形,608,right,,1
N1,げんし,原子,609,left,11,
N1,げんそ,元素,609,left,12,
N1,ごうせい,合成,609,left,13,
N1,さんか,酸化,609,left,14,
N1,さん,酸,609,left,15,
N1,じき,磁器,609,left,16,
N1,じりょく,磁力,609,right,07,
N1,せいてつ,製鉄,609,right,22,
N1,たれる,垂れる,609,right,23,
N1,たんそ,炭素,610,left,02,
N1,ちゅうわ,中和,610,left,25,
N1,ちんでん,沈浅,610,left,26,
N1,なまり,鉛,610,left,27,
N1,はる,張る,610,left,28,
N1,びりょう,微量,610,left,03,
N1,ぶったい,物体,610,right,,1
N1,ぶんし,分子,610,right,,1
N1,ほうわ,飽和,610,right,,1
N1,まく,膜,610,right,,1
N1,まやく,麻楽,610,right,,1
N1,ようえき,溶液,611,left,37,
N1,げんばく,原爆,611,left,01,
N1,げんゆ,原油,611,left,02,
N1,こう,光,611,left,03,
N1,さかる,盛る,611,left,04,
N1,さよう,作用,611,right,05,
N1,ソーラーシステム,the solar ; system,611,right,oe,
N1,たきび,たき火,611,right,07,
N1,てんか,点火,611,right,om,
N1,どうりょく,動力,611,right,00,
N1,ねんしょう,燃焼,611,right,10,
N1,ひばな,火花,612,left,04,
N1,ふりょく,浮力,612,left,05,
N1,ほうしゃせん,放射線,612,left,16,
N1,ほうしゃのう,放射能,612,left,07,
N1,ほうしゃ,放射,612,right,,1
N1,ほうしゅつ,放出,612,right,,1
N1,まんタン,満 tank,612,right,,1
N1,りょうしつ,良質,612,right,,1
N1,エコ,ecology 之略,612,right,,1
N1,かいしゅう,回収,612,right,,1
N1,かせん,化繊,613,left,03,
N1,さいくつ,採掘,613,left,04,
N1,しぼう,脂肪,613,left,05,
N1,せんい,繊維,613,left,06,
N1,そざい,素材,613,left,07,
N1,たんぱくしつ,和蛋白質,613,left,08,
N1,はいき,廃棄,613,left,09,
N1,ひんしつ,品質,613,right,10,
N1,えいせい,衛星,614,left,02,
N1,かせい,火星,614,left,03,
N1,せいざ,星座,614,left,05,
N1,てんたい,天体,614,left,,1
N1,てん,天,614,right,07,
N1,ともる,点る,614,right,05,
N1,にしび,西日,614,right,,1
N1,まんげつ,満月,614,right,,1
N1,わくせい,惑星,615,left,12,
N1,あつくるしい,暑苦しい,615,left,01,
N1,あまぐ,雨具,615,left,02,
N1,あられ,吉,615,left,03,
N1,いなびかり,稲光,615,left,04,
N1,うてん,雨天,615,left,05,
N1,かいじょ,解除,615,left,oe,
N1,かすむ,霞む,615,right,07,
N1,かんき,寒気,615,right,08,
N1,きざし,兆し,615,right,09,
N1,きょうれつ,強烈,615,right,11,
N1,こうすい,降水,615,right,13,
N1,ざあざあ,ざあざあ,616,left,14,
N1,せいてん,晴天,616,left,17,
N1,つゆ,露,616,left,18,
N1,てりかえす,照り返す,616,left,09,
N1,とつじょ,突如,616,right,09,
N1,もる,漏る,616,right,02,
N1,よける,避ける,616,right,03,
N1,あいつぐで,相次ぐ・相継ぐ,616,right,01,
N1,おおみず,大水,616,right,02,
N1,おさまる,治まる,617,left,03,
N1,おしよせる,押し寄せる,617,left,04,
N1,おそう,襲う,617,left,08,
N1,きょくげん,局限,617,left,oe,
N1,けいかい,警戒,617,left,07,
N1,こうずい,洪水,617,left,08,
N1,さいがい,災害,617,left,09,
N1,しずめる,沈める,617,right,10,
N1,しんどう,振動,617,right,11,
N1,じょうりく,上陸,617,right,12,
N1,せいりょく,勢力,617,right,13,
N1,そうなん,遭難,617,right,44,
N1,ただよう,漂う,617,right,15,
N1,たつまき,意巻,617,right,16,
N1,つなみ,津波,618,left,17,
N1,てんさい,天災,618,left,18,
N1,どしゃ,土砂,618,left,19,
N1,なだれ,雪朋,618,left,20,
N1,はっせい,発生,618,left,21,
N1,はんらん,池沙,618,left,22,
N1,ひなん,避難,618,left,23,
N1,ふんしゅつ,噴出,618,right,,1
N1,もうれつ,猛烈,618,right,,1
N1,よしん,余岩,618,right,,1
N1,らっか,沙下,618,right,,1
N1,えんがん,沿岸,619,left,02,
N1,おおぞら,大空,619,left,03,
N1,かいがら,上貝殻,619,left,04,
N1,かいきょう,海峡,619,left,05,
N1,かいりゅう,海流,619,right,07,
N1,かい,海,619,right,08,
N1,がけ,崖,619,right,09,
N1,かせん,河川,619,right,10,
N1,ききょう,帰京,619,right,11,
N1,きふく,起伏,620,left,12,
N1,きょうそん・きょうぞん,共存,620,left,03,
N1,けいしゃ,傾斜,620,left,14,
N1,こうげん,高原,620,left,15,
N1,こくさん,国産,620,left,01,
N1,さんがく,山呈,620,left,07,
N1,さんみゃく,山脈,620,left,08,
N1,ジャングル,jungle,620,right,00,
N1,じょうくう,上空,620,right,01,
N1,すいげん,水源,620,right,02,
N1,そびえる,準える,620,right,03,
N1,たどる,辿る,620,right,04,
N1,ちけい,地形,621,left,25,
N1,つらなる,連なる,621,left,26,
N1,てんぼう,展望,621,left,27,
N1,とおまわり,遠回り,621,left,28,
N1,ないりく,内陸,621,left,29,
N1,なぎさ,清,621,left,30,
N1,ぬま,沼,621,left,31,
N1,はま,浜,621,right,32,
N1,はらっぱ,原っぱ,621,right,33,
N1,みかい,未開,621,right,34,
N1,あらす,荒らす,621,right,01,
N1,いただき,頂,621,right,oz,
N1,いち,市,622,left,03,
N1,かいどう,街道,622,left,00,
N1,がいとう,街豆,622,left,00,
N1,きゅうくつ,葉屈,622,left,00,
N1,くうかん,空間,622,left,08,
N1,げんち,現地,622,left,00,
N1,コーナー,corner,622,right,00,
N1,こてい,固定,622,right,01,
N1,さんばし,桟橋,622,right,02,
N1,さんぷく,山腹,622,right,03,
N1,しがい,市街,622,right,04,
N1,しょざい,所在,622,right,05,
N1,スペース,space,623,left,16,
N1,たちよる,立ち寄る,623,left,17,
N1,たどりつく,辿り着く,623,left,18,
N1,たまり,溜まり,623,left,19,
N1,でんえん,田園,623,left,21,
N1,どて,土手,623,left,22,
N1,どぶ,どぶ,623,right,23,
N1,ぽち,草地,623,right,24,
N1,よち,余地,623,right,25,
N1,アラブ,Arab,623,right,01,
N1,おいだす,追い出す,624,left,04,
N1,および,及び,624,left,05,
N1,およぶ,及ぶ,624,left,06,
N1,がい,街,624,left,08,
N1,きぼ,規模,624,left,09,
N1,きょうど,郷土,624,right,00,
N1,きょうり,郷里,624,right,01,
N1,ぎょそん,漁村,624,right,02,
N1,きんこう,近郊,624,right,03,
N1,くかく,区画,624,right,04,
N1,くかん,区間,624,right,05,
N1,けん,圏,625,left,17,
N1,こうはい,荒廃,625,left,18,
N1,こゆう,固有,625,left,19,
N1,さしかかる,差し掛かる,625,left,20,
N1,じもと,地元,625,left,21,
N1,じょうか,城下,625,left,22,
N1,ずらっと,ずらっと,625,left,23,
N1,そうだい,壮大,625,right,24,
N1,そこら,其処ら,625,right,25,
N1,とおざかる,遠ざかる,625,right,28,
N1,とくゆう,特有,625,right,29,
N1,ないぶ,内部,626,left,30,
N1,はてしない,果てしない,626,left,31,
N1,はて,果て,626,left,32,
N1,はまべ,浜辺,626,left,03,
N1,はみだす,はみ出す,626,left,34,
N1,ふうしゅう,風習,626,left,35,
N1,ふうごど,風土,626,right,06,
N1,ぼこく,母国,626,right,08,
N1,ほとり,辺,626,right,,1
N1,ほんごく,本国,626,right,00,
N1,ほんば,本場,626,right,01,
N1,みぢか,身近,627,left,42,
N1,みね,峰,627,left,43,
N1,みのまわり,身の回り,627,left,44,
N1,めいさん,名産,627,left,45,
N1,もう,網,627,left,46,
N1,やがい,野外,627,left,47,
N1,やみ,間,627,right,48,
N1,りょういき,領域,627,right,,
N1,りょうかい,領海,627,right,51,
N1,いちめん,ー面,628,left,00,
N1,うらがえし,裏返し,628,left,02,
N1,えんぽう,遠方,628,left,03,
N1,おもてむき,表向き,628,left,04,
N1,おもむく,赴く,628,left,05,
N1,おりかえす,折り返す,628,left,,1
N1,かたわら,傍ら,628,right,03,
N1,かた,片,628,right,,1
N1,きてん,起点,628,right,,1
N1,げんてん,原点,628,right,01,
N1,こみあげる,込み上げる,629,left,12,
N1,さき,先,629,left,13,
N1,さなか,最中,629,left,14,
N1,ざひょう,座標,629,left,15,
N1,ぜんと,前途,629,left,17,
N1,そう,沿う,629,left,18,
N1,そくめん,側面,629,right,49,
N1,そっぽ,外方,629,right,20,
N1,そる,反る,629,right,21,
N1,たほう,他方,629,right,22,
N1,だんめん,断面,629,right,23,
N1,ちゅうすう,中析,629,right,24,
N1,ちょくれつ,直列,630,left,26,
N1,てぢか,手近,630,left,27,
N1,てっぺん,天辺,630,left,28,
N1,でむく,出向く,630,left,02,
N1,てんかい,転回,630,left,30,
N1,てんじる,転 じる,630,right,01,
N1,てんずる,転ずる,630,right,02,
N1,てんち,天地,630,right,03,
N1,とうたつ,到達,630,right,04,
N1,とりまく,取り巻く,630,right,05,
N1,なかほど,中程,630,right,05,
N1,はいご,背後,631,left,37,
N1,はるか,遥か,631,left,38,
N1,ふち,縁,631,left,39,
N1,ふりかえる,振り返る,631,left,40,
N1,ふりだし,振り出し,631,left,41,
N1,へいこう,並行,631,left,42,
N1,みどり,緑,631,left,43,
N1,まうえ,真上,631,right,04,
N1,まじわる,交わる,631,right,46,
N1,まと,的,631,right,07,
N1,みぎて,右手,631,right,48,
N1,みちばた,道端,631,right,49,
N1,めさき,目先,632,left,00,
N1,めんする,面する,632,left,51,
N1,もろに,もろに,632,left,52,
N1,ユーターン,U-turn,632,right,03,
N1,より,寄り,632,right,,1
N1,りょうきょく,両極,632,right,05,
N1,うんえい,運営,633,left,01,
N1,きこう,機構,633,left,02,
N1,しせつ,施設,633,left,03,
N1,しゅうよう,収容,633,left,04,
N1,すたれる,廃れる,633,left,05,
N1,せっち,設置,633,right,06,
N1,せつりつ,設立,633,right,,1
N1,そうりつ,創立,633,right,oe,
N1,どだい,土台,633,right,00,
N1,とりあつかう,取り扱う,633,right,10,
N1,ふくごう,複合,633,right,11,
N1,いせき,遺跡,634,left,00,
N1,きゅうでん,宮殿,634,left,02,
N1,しきじょう,式場,634,left,00,
N1,スタジオ,studio,634,left,04,
N1,タワー,tower,634,left,00,
N1,ふうしゃ,風車,634,right,07,
N1,ほんかん,本館,634,right,08,
N1,みんしゅく,民宿,634,right,09,
N1,モーテル,motel,634,right,00,
N1,いいん,医院,634,right,,1
N1,うけいれる,受け入れる,634,right,,1
N1,うけいれ,受け入れ,635,left,03,
N1,おうきゅう,応急,635,left,04,
N1,おうしん,往診,635,left,05,
N1,ガーゼ,(徳) Gaze,635,left,oe,
N1,かいぼう,解剖,635,left,07,
N1,がいらい,外来,635,left,08,
N1,カルテト,(徳) Karte,635,left,09,
N1,がんか,眼科,635,right,10,
N1,きょうせい,笑正,635,right,11,
N1,さんふじんか,産婦人科,635,right,12,
N1,じびか,古鼻科,635,right,44,
N1,しょほうせん,処方箕,635,right,16,
N1,しんりょう,診療,636,left,17,
N1,ばいきん,ばい菌,636,left,18,
N1,あつかい,扱い,636,left,01,
N1,アフターサービス,(和) ; after 十 service,636,left,02,
N1,ざいこ,在庫,636,left,03,
N1,セール,sale,636,left,04,
N1,ちめいど,知名度,636,right,05,
N1,ちんれつ,陳列,636,right,06,
N1,てがける,手掛ける,636,right,07,
N1,ドライブイン,drive-in,636,right,08,
N1,とりかえ,取り替え,636,right,,1
N1,にぎわう,賑わう,636,right,,1
N1,バー,bar,636,right,,1
N1,まねき,招き,637,left,12,
N1,がっぺい,合併,637,left,01,
N1,かんゆう,勧誘,637,left,02,
N1,きょうかい,協会,637,left,03,
N1,じちたい,自治体,637,left,04,
N1,しょうちょう,象徴,637,left,05,
N1,しょうれい,奨励,637,right,06,
N1,つぐ,継ぐ,637,right,07,
N1,ていけい,提携,637,right,08,
N1,ぬけだす,抜け出す,637,right,09,
N1,ふどうさんや,不動産屋,637,right,10,
N1,へいしゃ,弊社,637,right,01,
N1,うんそう,運送,638,left,,1
N1,うんゆ,運輸,638,left,02,
N1,かいそう,回送,638,left,,1
N1,きりかえる,切り替える,638,left,00,
N1,きりかえ,切り替え,638,left,05,
N1,けいろ,経路,638,right,,1
N1,さえぎる,遮る,638,right,,1
N1,せっしょく,接触,638,right,,1
N1,せんよう,専用,638,right,,1
N1,ふうさ,封鎖,638,right,,1
N1,ゆうせん,優先,639,left,11,
N1,えんせん,沿線,639,left,01,
N1,かいろ,海路,639,left,02,
N1,きせん,汽船,639,left,03,
N1,ぎょせん,漁船,639,left,04,
N1,ぐんかん,軍艦,639,left,05,
N1,シート,seat,639,right,07,
N1,しはつ,始発,639,right,oe,
N1,じゅんきゅう,準急,639,right,09,
N1,せんばぱく,船舶,639,right,10,
N1,そうじゅう,操継,639,right,41,
N1,ついらく,墜落,640,left,04,
N1,つりかわ,つり革,640,left,,1
N1,のりこむ,乗り込む,640,left,04,
N1,フェリー,ferry,640,left,07,
N1,ふっきゅう,復旧,640,left,08,
N1,みうごき,身動き,640,right,,1
N1,ロープウェー,ropeway,640,right,,1
N1,アクセル,accelerator 之略,640,right,,1
N1,インターチェンジ,interchange,640,right,,1
N1,オートマチック,automatic,641,left,04,
N1,かんせん,幹線,641,left,05,
N1,じゅうじろ,十字路,641,left,06,
N1,じょこう,後行,641,left,07,
N1,スポーツカー,sports car,641,left,08,
N1,そうこう,走行,641,left,09,
N1,たまつき,玉突き,641,left,10,
N1,ダンプ,dump,641,right,01,
N1,レンタカー,rent-a-car,641,right,13,
N1,あてな,宛名,642,left,00,
N1,あて,宛,642,left,02,
N1,オンライン,on-line,642,left,,1
N1,さしだす,差し出す,642,left,05,
N1,しゅうはすう,周波数,642,right,,1
N1,つうわ,通話,642,right,,1
N1,といあわせる,問い合わせる,642,right,,1
N1,どうふう,同封,642,right,,1
N1,とぎれる,途切れる,642,right,,1
N1,とりつぐ,取り次く,643,left,11,
N1,ふう,封,643,left,12,
N1,ぼうがい,妨害,643,left,13,
N1,むせん,無線,643,left,14,
N1,インフォメーショソン,informatio,643,left,01,
N1,かいらん,回覧,643,left,02,
N1,かくさん,拡散,643,right,93,
N1,かんこく,勧告,643,right,04,
N1,こうかい,公開,643,right,05,
N1,こくち,告知,643,right,oe,
N1,ことづける,言付ける,643,right,07,
N1,ことづて,言伝,643,right,08,
N1,コマーシャル,commercial,644,left,,1
N1,つげる,告げる,644,left,,1
N1,テレックス,telex,644,left,02,
N1,てんそう,転送,644,left,13,
N1,はりがみ,張り紙,644,left,34,
N1,えいぞう,映像,644,right,,1
N1,おおやけ,公,644,right,,1
N1,かいけん,会見,644,right,,1
N1,さんじょう,参上,644,right,,1
N1,しゅざい,取材,644,right,,1
N1,たんば,短波,645,left,06,
N1,チャンネル,channel,645,left,07,
N1,ちゅうけい,中継,645,left,08,
N1,とくしゅう,特集,645,left,09,
N1,はんきょう,反響,645,left,10,
N1,ほうじる,報じる,645,left,11,
N1,ほうずる,報ずる,645,right,12,
N1,ほうどう,報道,645,right,13,
N1,あがく,足掻く,646,left,01,
N1,きわめる,極める,646,left,02,
N1,さかだち,逆立ち,646,left,04,
N1,さらなる,更なる,646,left,05,
N1,らゅうがえり,宙返り,646,right,,1
N1,ういほう,追放,646,right,,1
N1,てつぼう,鉄棒,646,right,,
N1,どうじょう,道場,647,left,12,
N1,どひょう,土依,647,left,13,
N1,ひきずる,引きずる,647,left,14,
N1,びっしょり,びっしょり,647,left,15,
N1,フォーム,form,647,left,16,
N1,ふっかつ,復活,647,left,17,
N1,まかす,負かす,647,left,18,
N1,またがる,暑がる,647,right,19,
N1,みうしなう,見失う,647,right,20,
N1,みちびく,導く,647,right,21,
N1,めいちゅう,命中,647,right,22,
N1,よこづな,横綱,647,right,23,
N1,あっけない,呆気ない,647,right,01,
N1,かんせい,歓声,648,left,02,
N1,きけん,径権,648,left,03,
N1,ぎゃくてん,逆転,648,left,04,
N1,きゅうせん,休戦,648,left,05,
N1,けいせい,形勢,648,left,00,
N1,けっしょう,決勝,648,left,00,
N1,ゴールイン,(和) goal 十 in,648,left,98,
N1,さくせん,作戦,648,right,09,
N1,しかける,仕掛ける,648,right,00,
N1,じたい,辞退,648,right,01,
N1,しっかく,和失格,648,right,02,
N1,じょうい,上位,648,right,03,
N1,しょうり,勝利,648,right,04,
N1,しんてい,進呈,649,left,15,
N1,せんじゅつ,戦術,649,left,17,
N1,ぜんせい,全盛,649,left,18,
N1,せんて,先手,649,left,19,
N1,せんりょく,戦力,649,left,20,
N1,そうごう,総合,649,left,21,
N1,たいこう,対抗,649,right,22,
N1,たっせい,達成,649,right,23,
N1,ちゅうせん,抽選,649,right,25,
N1,ちゅうだん,中断,649,right,26,
N1,てんさ,点差,649,right,27,
N1,どうてき,動的,650,left,28,
N1,とくてん,得点,650,left,29,
N1,トロフィー,trophy,650,left,30,
N1,ナイター,(和) night 十 er,650,left,31,
N1,にゅうしょう,入賞,650,left,32,
N1,のぞむ,臨む,650,left,33,
N1,はいせん,敗戦,650,left,34,
N1,はい・ばい,敗,650,right,05,
N1,はいぼく,敗北,650,right,05,
N1,はんげき,反撃,650,right,07,
N1,ハンディ,handicap 之略,650,right,03,
N1,ふんとう,奮闘,650,right,,1
N1,まさる,勝る,650,right,,1
N1,宗記未0U,纖未 U,651,left,41,1
N1,もてる,持てる,651,left,42,
N1,やっつける,やっつける,651,left,43,
N1,ゆうせい,優勢,651,left,44,
N1,よせあつめる,寄せ集める,651,left,45,
N1,レース,race,651,left,46,
N1,レギュラー,regular,651,left,47,
N1,うけとめる,受け止める,651,right,ot,
N1,キャッチ,catch,651,right,02,
N1,けいかい,軽全,651,right,09,
N1,けとばす,蹴飛ばす,651,right,04,
N1,コントロール,control,651,right,08,
N1,しゅび,守備,651,right,oe,
N1,せめ,攻め,652,left,00,
N1,チームワーク,teamwork,652,left,09,
N1,てもと,手元,652,left,10,
N1,にぶる,鈍る,652,left,11,
N1,ぬかす,抜かす,652,left,12,
N1,バット,bat,652,right,03,
N1,バトンタッチ,(和)baton十 運 )uch,652,right,04,
N1,ぴり,ぴり,652,right,05,
N1,あいこ,あいこ,653,left,01,
N1,アダルトサイト,adult site,653,left,02,
N1,いじる,弄る,653,left,03,
N1,おとずれる,訪れる,653,left,04,
N1,ガイドブック,guidebook,653,left,05,
N1,かけっこ,駆けっこ,653,left,06,
N1,かける,賭ける,653,right,07,
N1,かけ,賭け,653,right,om,
N1,かざぐるま,風車,653,right,09,
N1,かんらん,観覧,653,right,40,
N1,くうぜん,空前,653,right,01,
N1,ごばん,碁盤,654,left,03,
N1,にづくり,荷造り,654,left,04,
N1,パチンコ,パチンコ,654,left,05,
N1,ひきとる,引き取る,654,left,04,
N1,マッサージ,massage,654,left,07,
N1,まり,鞠,654,left,09,
N1,にきょう,余興,654,right,,1
N1,あぶらえ,油絵,655,left,01,
N1,いける,生ける,655,left,02,
N1,がくげい,学芸,655,left,03,
N1,カット,cut,655,left,04,
N1,げい,芸,655,right,06,
N1,こっとうひん,骨董品,655,right,07,
N1,コンテスト,contest,655,right,08,
N1,さいく,細工,655,right,09,
N1,しあげる,仕上げる,656,left,,1
N1,しゅっぴん,出品,656,left,12,
N1,しゅほう,手法,656,left,13,
N1,ショー,show,656,left,04,
N1,すい,律,656,left,05,
N1,せいこう,精巧,656,left,,1
N1,せいてき,和静的,656,right,,1
N1,せんこう,選考,656,right,,1
N1,ぞう,像,656,right,,1
N1,ちゃのゆ,茶の湯,656,right,,1
N1,デッサン,(法) dessin,656,right,,1
N1,てんじ,展示,656,right,,
N1,どくそう,独創,657,left,23,
N1,はいけい,背景,657,left,24,
N1,はんが,版画,657,left,25,
N1,びようしゃ,描写,657,left,26,
N1,ひろう,披露,657,left,27,
N1,がんかざい,文化財,657,left,29,
N1,わざ,技,657,right,30,
N1,アンコール,encore,657,right,01,
N1,がくふ,楽譜,657,right,02,
N1,しき,指揮,657,right,03,
N1,しゃみせん,三味線,657,right,04,
N1,すいそう,吹奏,658,left,00,
N1,たんか,短歌,658,left,07,
N1,トーン,tone,658,left,08,
N1,ねいろ,音色,658,left,09,
N1,ミュージック,music,658,right,,1
N1,メロディー,melody,658,right,,1
N1,もれる,漏れる,658,right,,1
N1,えいしゃ,映写,658,right,,1
N1,えんしゅつ,演出,658,right,,1
N1,えんじる,演じる,658,right,,1
N1,ぎきょく,戯曲,659,left,04,
N1,きげき,喜劇,659,left,05,
N1,きゃくほん,脚本,659,left,06,
N1,げんさく,原作,659,left,07,
N1,こうえん,公演,659,left,08,
N1,シナリオ,scenario,659,left,09,
N1,しゅえん,主演,659,left,10,
N1,しゅじんこう,主人公,659,right,01,
N1,しゅつえん,出演,659,right,12,
N1,ソロ,solo,659,right,14,
N1,だいほん,台本,659,right,05,
N1,ここ,個々,660,left,00,
N1,こベつ,個別,660,left,02,
N1,じゃっかん,若干,660,left,04,
N1,ダース,dozen,660,left,00,
N1,だいたすう,大多数,660,right,06,
N1,たすうけつ,多数決,660,right,07,
N1,たんいつ,単一,660,right,08,
N1,たん,単,660,right,05,
N1,ちょう,超,660,right,,1
N1,つい,対,661,left,11,
N1,とう,棟,661,left,12,
N1,とっぱ,突破,661,left,13,
N1,ないし,万至,661,left,14,
N1,のべ,延べ,661,left,15,
N1,まっぷぶたつ,真っ二つ,661,left,16,
N1,ワット,watt,661,right,07,
N1,あわす,合わす,661,right,01,
N1,あんざん,暗算,661,right,02,
N1,かける,欠ける,661,right,03,
N1,かんさん,換算,661,right,04,
N1,きっちり,きっちり,661,right,08,
N1,げんしょう,減少,662,left,07,
N1,さくげん,削減,662,left,00,
N1,しゅうけい,集計,662,left,00,
N1,ダウン,down,662,left,10,
N1,ばいりつ,倍率,662,left,01,
N1,ひりつ,比率,662,right,,1
N1,ひれい,比例,662,right,,1
N1,ぶんぼ,分母,662,right,,1
N1,マイナス,minus,662,right,,1
N1,いくた,幾多,662,right,,1
N1,いっさい,ー切,663,left,02,
N1,おおかた,大方,663,left,03,
N1,おおはば,大幅,663,left,04,
N1,おおむね,概ね,663,left,05,
N1,おびただしい,束しい,663,left,oe,
N1,おもい,重い,663,left,07,
N1,かいばつ,海拓,663,right,om,
N1,かくしゅ,各種,663,right,oy,
N1,かさばる,かさ張る,663,right,40,
N1,かそ,過疎,663,right,13,
N1,しゃめん,人ジ面,664,left,06,
N1,ジャンボ,jumbo,664,left,07,
N1,しゅじゅ,種々,664,left,08,
N1,たかが,高が,664,left,30,
N1,ダブル,double,664,right,,1
N1,たよう,多様,664,right,,1
N1,ちょうだい,長大,664,right,,1
N1,はんば,半端,665,left,25,
N1,ひってき,匹敵,665,left,27,
N1,ふんだん,ふんだん,665,left,28,
N1,へいほう,平方,665,left,29,
N1,ほどほど,程程,665,left,30,
N1,まみれ,塗れ,665,left,31,
N1,まるごと,丸ごと,665,right,32,
N1,みたす,満たす,665,right,34,
N1,みっしゅう,密集,665,right,35,
N1,めかた,目方,665,right,37,
N1,りっぽう,立方,666,left,03,
N1,あべこべ,あべこべ,666,left,01,
N1,うわまわる,上回る,666,left,02,
N1,おつ,乙,666,left,03,
N1,こう,甲,666,right,,1
N1,したまわる,下回る,666,right,,1
N1,せんちゃく,先着,666,right,,1
N1,ちょうふく・じゅうふく,重複,666,right,,1
N1,つらねる,連ねる,666,right,,1
N1,てじゅん,手順,667,left,01,
N1,はいれつ,配列,667,left,12,
N1,はつ,初,667,left,13,
N1,ひんばん,頻繁,667,left,14,
N1,へいれつ,並列,667,left,15,
N1,ゆうい,優位,667,left,16,
N1,あざやか,鮮やか,667,right,09,
N1,あせる,褪せる,667,right,,
N1,あわい,淡い,667,right,03,
N1,かく,角,667,right,10,
N1,くみあわせる,組み合わせる,667,right,oe,
N1,こうたく,光沢,668,left,08,
N1,こげちゃ,焦げ茶,668,left,09,
N1,コントラスト,contrast,668,left,10,
N1,ずあん,図案,668,left,12,
N1,そまる,染まる,668,right,,1
N1,そめる,和染める,668,right,,1
N1,ちゃくしょく,着色,668,right,,1
N1,てんせん,点線,668,right,,1
N1,ブルー,blue,668,right,,1
N1,りったい,立体,668,right,,1
N1,いくせい,育成,669,left,01,
N1,がくせつ,学説,669,left,02,
N1,きょうざい,教材,669,left,03,
N1,きょうしゅう,教習,669,left,04,
N1,こうがく,工学,669,left,05,
N1,こうこがく,考古学,669,right,oe,
N1,こうさく,工作,669,right,,
N1,ざだんかい,座談会,669,right,08,
N1,U2呈名,剛名,669,right,oe,1
N1,しつけ,農,669,right,00,
N1,しゅうとく,習得,670,left,11,
N1,じゅく,塾,670,left,02,
N1,しんど,進度,670,left,03,
N1,せっきょう,説教,670,left,04,
N1,てびき,手引き,670,left,05,
N1,ドリル,dril,670,right,07,
N1,ひこう,非行,670,right,08,
N1,ほいく,保育,670,right,,1
N1,ほうがく,法学,670,right,00,
N1,ゆうぼう,有望,670,right,01,
N1,ようせい,養成,670,right,02,
N1,レッスン,lesson,671,left,23,
N1,うけもち,受け持ち,671,left,01,
N1,かがい,課外,671,left,02,
N1,がんしょ,願書,671,left,03,
N1,きぞう,寄贈,671,left,04,
N1,きょうがく,共学,671,left,05,
N1,こうりつ,公立,671,right,oe,
N1,さずける,授ける,671,right,07,
N1,しぼう,志望,671,right,08,
N1,とうこう,登校,671,right,00,
N1,へいさ,義鎖,671,right,01,
N1,ぼこう,母校,671,right,42,
N1,めんじよょ,免除,672,left,03,
N1,いいんかい,委員会,672,left,,1
N1,うかる,受かる,672,left,02,
N1,オリエンテーション,orientation,672,left,03,
N1,カンニング,cunning,672,left,04,
N1,ききとり,聞き取り,672,right,,1
N1,きじゅつ,記述,672,right,,1
N1,きまつ,期末,672,right,,1
N1,きゅうがく,休学,672,right,,1
N1,きゅうしょく,給食,672,right,,1
N1,きょうか,教科,672,right,,1
