level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_context
N1,とりのぞく,取り除く,566,right,08,,,"8 | とりのぞく【取り除く】 / 3有 除掉,清除;拆除 / い ぶつ   必   のぞ"
N1,やわらげる,和らげる,566,right,00,,,0 | やわらげる【和らげる】 / 中つ 緩和 : 使明白 / いた     やわ     くすり
N1,あっか,悪化,567,left,01,,,"01 | あっか【悪化】 / 名:自ず 惡化,變壞 / きゅうそく   あっ か"
N1,あっぱく人,圧人迫,567,left,02,,,02 | あっぱく人【圧人迫】 / 名-他ず 壓力; 壓迫 / あっぱく    う
N1,アトピーせいひふえん,atop 性皮膚炎,567,left,03,,,03 | アトピーせいひふえん【atop / 性皮膚炎】
N1,アフターケア,aftercare,567,left,04,,,04 | アフターケア 【aftercare】 / @ 病後調養
N1,アイアルツハイマーびょう・フ,,567,left,05,1,blank_writing;suspicious_writing,o5 | アイアルツハイマーびょう・フ / ルツハイマーがたにんちしょ: / 【alzheimer 病:alzheimer 型認知症
N1,あんせい,安静,567,left,06,,,06 | あんせい【安静】 / 名・形動) 安靜 : 静養
N1,がいする,害する,567,right,om,,,| om |がいする【害する】 / ⑯う 損害・危害・傷害 殺害 / | 圏環境を害する。
N1,かいほう,介抱,567,right,09,,,"09 | かいほう【介抱】 / | 名:他 護理 ,服侍 ,照顧(病人、老人等) / :   ばぱら    かいほう"
N1,きかんしえん,気管支炎,567,right,12,,,| 12 |きかんしえん【気管支炎】 / | る (醫)支氣管炎 / まき     き かん し えん                -
N1,きんがん,近眼,568,left,04,,,4 |きんがん【近眼】               | / 人 (俗)近視眼目光短淺      | / ロ革時のメガネ。        |
N1,きんし,近視,568,left,06,,,"6 |きんし【近視】        | / “會近視 ,近視眼 / きん し きょうせい                           8"
N1,きん,菌,568,left,07,,,"7 |きん【菌】                          | / 笠汰人細菌,病菌,霉菌 ;蘑菇    | / きん                        :"
N1,中1けっかく,結核,568,left,,1,blank_entry_no;suspicious_reading,"中1けっかく【結核】 / 9 結核,結核病          和 / けっかく かか                             3 Ii"
N1,げっそり,,568,left,09,1,blank_writing;suspicious_writing,"9 | げっそり                          に / 到2 突然減少 ; 突然消瘦很多;(突然) | | / 灰心,無精打打           國"
N1,けつぼう,欠乏,568,right,00,,,"0 | けつぼう【欠乏】              回 / ""自サ) 缺乏 ・ 不足                        生 / けつぼう                          理"
N1,げんかく,幻覚,568,right,02,,,"2 | げんかく【幻覚】 / ) 幻覺,錯覺"
N1,こうせいぶっしつ,抗生物質,568,right,03,,,3 | こうせいぶっしつ【抗生物質】 / こうせいぶっしつ   交あ:ま
N1,こじらせる,らせる,568,right,04,,,"4 |こじらせる【らせる】 / っ 搞壇,使複雜,使麻煩;使加重, / 悪化 ・ 弄精"
N1,さいきん,細菌,568,right,05,,,5 | さいきん【細菌】 / ) 細菌
N1,さいはつ,再発,569,left,26,,,26 | さいはつ【再発】 / る.他ず (疾病)復腔・(事故等)叉般生 / (毛髮)再生
N1,さいぼう,細胞,569,left,27,,,"27 | さいぼう【細胞】 / 名 (生)細胞;(黨的)基層組織,成員 / さいぼうぶんれつ       く        かえ"
N1,さむけ,寒気,569,left,28,,,"28 | さむけ【寒気】 / る) 寒冷,風寒,發冷;憎惡,厭惡威 / |         極不愉快威覺"
N1,じかく,自覚,569,left,29,,,"29 | じかく【自覚】 / 名・他ザ 自覺,自知,認識;覺悟;自 / 意識"
N1,しっしん,湿疹,569,left,30,,,30 | しっしん【湿疹】 / 名) 濕疹 / しっしん
N1,しっちょう,失調,569,left,31,,,"31 |しっちょう【失調】 / る 失衡 ,不調和 ; 不平衡,失當 / えいようしっちょう  な"
N1,しゃぜつ,謝絶,569,right,32,,,i32 |しゃぜつ【謝絶 / |: 謝紀・拒紹 / :   めんかいしゃぜつ                   |
N1,ssしょう,症,569,right,,1,blank_entry_no,"""ss しょう【症】 / | 作品 病症 / :   えんしょう 轉"
N1,Lk如,妃置,569,right,34,,,"| 34|Lk如【妃置】 / | 寐9處理,處置,措施;(傷、病的) / 人 ち"
N1,LAu3,進行,569,right,35,1,suspicious_reading,"i35|LAu3【進行】 / | 寐瑟叻 前進,行進;進展;(病情等) / i 發展,惡化"
N1,じんましん,暮麻疹,569,right,37,,,| 37 | じんましん【暮麻疹】 / i @) 甘麻疹 / | 団じんましんが出る。
N1,せんてんてき,先天的,570,left,40,,,"40 |せんてんてき【先天的】 / 私 先天(的) ,與生俱來(的)    : / せんてんてき 。 びょうき             3"
N1,だっすい,脱水,570,left,41,,,41 | だっすい【脱水】          | / 9) 脱水 : (醫)脫水       : / だっすい       ほ              を
N1,ちゅうどく,中毒,570,left,42,,,42 | ちゅうどく【中毒】     | / 包計中毒 / 、 ち%うどく                  :
N1,つきそう,付き添う,570,left,43,,,"43 | つきそう【付き添う】        | / 人 跟隨左右,照料,管照,服侍,護理 : / びょうにん 。 つ                  :"
N1,つきる,尽きる,570,left,44,,,"!  44 |つきる【尽きる】          | / 負E3盡,光,沒了;到頭,窮畫 / :"
N1,つぐ,接ぐ,570,right,05,,,5 | つぐ【接ぐ】                    回 / 48而 縫補;接在一起          生
N1,ておくれ,手遅れ,570,right,06,,,"6 | ておくれ【手遅れ】 / %) 為時已晚,耽誤"
N1,どわすれ,度忘れ,570,right,07,,,"7 | どわすれ【度忘れ】 / 自功 一時記不起來,一時忘記"
N1,ねっちゅうしょう,熱中症,570,right,49,,,49 | ねっちゅうしょう【熱中症】 / g) 中暑
N1,ねんざ,挫挫,570,right,50,,,50 | ねんざ【挫挫】 / 色・他ゆ 扭傷、挫傷
N1,ノイローゼト,(徳) Neurose,571,left,51,,,"51 | ノイローゼト【 (徳) Neurose】 / 當) 精神官能症,神經病;神經衰竭 ; / 神經崩潰"
N1,はいえん,肺炎,571,left,52,,,52 | はいえん【肺炎】 / 八) 肺炎 / はいえん   お
N1,ばてる,,571,left,54,1,blank_writing;suspicious_writing,54 | ばてる / 牌下つ (俗)精疲力供・ 累到不行 / あつ
N1,はれる人,腫れる,571,left,55,,,55 | はれる人【腫れる】 / 候下つ 腫 ・ 用 / かお   は
N1,ひふえん,皮膚炎,571,left,56,,,56 | ひふえん【皮膚炎】 / る) 皮炎 / ひ ふえん  なお
N1,ほよう,保養,571,right,09,,,| s9 | ほよう【保養】 / 保養・ (病後)修養・療養  (身 / | 心的)修状 ;消貴
N1,めんえき,免疫,571,right,62,,,| 62 |めんえき【免疫】 / 生全兔疫;習以為當
N1,やまい,病,571,right,63,,,| 63 |やまい【病】 / 人@病毛病:怪癖
N1,よわる,明る,572,left,04,,,4 |よわる【明る】 / 衰弱・軟弱 : 困容・為次     由 / らだ よわ                           4
N1,りょうこう,良好,572,left,66,,,66 | りょうこう【良好】      i 05 / 良好・ 優秀         | る / ひ あ    りょうこう  うれ              5
N1,レントゲン,roentgen,572,left,67,,,67 |レントゲン【roentgen】       | 06 / X光線             | 全 / 、   ea        ; 虧
N1,いきぐるしい,息苦しい,572,left,,1,blank_entry_no,"|いきぐるしい【息苦しい】 回 / 殺 呼吸困難;苦閃,令人窒息     | 轉 / まそる 2                 on"
N1,いびき,,572,left,02,1,blank_writing;suspicious_writing,02 |いびき                           i 國 / 和鼾聲             | 斉 / 四いびきをかく。
N1,かんしょく,感触,572,right,,1,blank_entry_no,| かんしょく【感触】 / 剛威・劉赴: (外界給予的)成衣・  N1 / 9
N1,けむたい,煙たい,572,right,,1,blank_entry_no,"| けむたい【煙たい】                  象 / 果氣哈人,煙霧瀰漫;(因為自己理 / 得對方)難以親近,使人不舒服"
N1,it-上3,屎尿,572,right,,1,blank_entry_no;suspicious_reading,"| it-上3【屎尿】 / 果尿,大小便"
N1,しゅっけつ,出血,572,right,,1,blank_entry_no,| しゅっけつ【出血】 / 出血 : (戦時士兵的)傷亡 ・死亡 / S 犧牲血本                 。
N1,だいべん,大便,572,right,,1,blank_entry_no,| だいべん【大便】 / た便 糞便 / 『いべん   くさ
N1,にょう,尿,572,right,,1,blank_entry_no,| にょう【尿】 / ・ 小便 / ょうけん さ
N1,ひだりきき,左利き,573,left,09,,,09 | ひだりきき【左利き】 / @ 左撇子;愛好喝酒的人 / ひだり き
N1,ひんけつ,貧血,573,left,10,,,10 | ひんけつ【貧血】 / 名・自 (覧)貧血 / ひんけつ   き
N1,みゃく,脈,573,right,11,,,|  11 | みゃく【脈】 / i 名:漠造) 脈'血管;脈搏;(山脈、礦脈、     (
N1,あかのたにん,赤の他人,574,left,01,,,01 | あかのたにん【赤の他人】    | 調 / 轉 章無關係的人;陌生人      | / た にん                                   1
N1,あがり,上がり,574,left,02,,,02 | あがり【上がり】          : 加 / 和一出身;剛         1 / かれ やくにん あ     。           :
N1,うごき,動き,574,left,03,,,"03 |うごき【動き】                 1 點 / 念活動,動作;變化,動向;調動,更動 1 aa / うさ     世                        :"
N1,かんろく,員録,574,left,05,,,05 | かんろく【員録】            : / 。 尊嚴威嚴;威信 : 身份      i 上
N1,けいれき,経歴,574,right,,1,blank_entry_no,"| けいれき【経歴】 / 經歷,履歷;經過,體驗 ;周遊 / けいれき さしょう"
N1,こんけつ,混血,574,right,,1,blank_entry_no,| こんけつ【混血】 / 邊混血 / こんけつ じ    う
N1,しょうたい,正体,574,right,,1,blank_entry_no,| しょうたい【正体】 / 原形 ・ 真面目 : 意識 ・ 神志 / しょうたい
N1,たしゃ,他者,574,right,,1,blank_entry_no,| たしゃ【他者】 / 別人・其他人 / た しゃ    い           まど
N1,ただのひと,ただの人,574,right,,1,blank_entry_no,"| ただのひと 【ただの人】 / 全 平凡人,平常人,普通人 / いち ど わか       ・   ひと"
N1,てきせい,適性,575,left,11,,,"11 | てきせい【適性】 / る) 適合某人的性質,資質,才能;適 / 應性"
N1,てんさい,天才,575,left,12,,,12 | てんさい【天才】 / @ 天才 / てんさいてき   わざ   く
N1,ひとかげ,人影,575,left,13,,,13 | ひとかげ【人影】 / 人影 : 人 / ひとかげ
N1,ひとけ,人気,575,left,14,,,14 | ひとけ【人気】 / 久) 人的氣息 / ひと け    な    ば しょ   い
N1,まるめる,丸める,575,left,15,,,"15 | まるめる【丸める】 / も下つ 弄圓,料成團;攏絡,拉攏;親 / 成光頭 : 出家"
N1,みじゅく,未熟,575,left,16,,,16 | みじゅく【未熟】 / 名形動 未熟・生 : 不成熟・不熟練 / み じゅくじ    地
N1,みのうえ,身の上,575,right,07,,,"| 7 |みのうえ【身の上】 / | る 境遇,身世,經歷;命運,運氮   !"
N1,みもと,身元,575,right,18,,,"| 18 |みもと【身元】 / | る@ (個人的)出身,來歷,經歷;身份,"
N1,おのう,無能,575,right,19,,,| 19 |おのう【無能】 / i @-形動 無能・無オ ・ 無用
N1,わるもの,悪者,575,right,21,,,"| 21 |わるもの【悪者】 / る) 壞人,壇傢伙,惡棍"
N1,いせい,異性,575,right,01,,,| o1 |いせい【異性】 / i る) 異性 不同性質
N1,しんし,紳士,576,left,02,,,o2 |しんし【紳士】 / ぉ 紳士;(泛指)男人
N1,せいねん,成年,576,left,04,,,4 |せいねん【成年】            生 / 人成年(日本現行法律為二十歲)   上 / いねん 太?                      :
N1,ミセス,Mrs.,576,left,05,,,"05 | ミセス 【Mrs.】                | / る 女士・太太 ・夫人 ;已婚婦女,主婦 【 / む   ふく           3 8"
N1,ヤング,young,576,left,06,,,"06 |ヤング 【young】 / S 年輕人,年輕一代;年輕的 |: / わ          3"
N1,いちいん,一員,576,right,01,,,1 | いちいん【一員】               人 / ) 一員;一份子                          物 / 1あなたも家族の一員だ。
N1,いみん,移民,576,right,02,,,2 |いみん【移民】 / ・自) 移民 : (移往外國的)僑民 / いみ
N1,エリート,(法) elite,576,right,03,,,"3 | エリート【 (法) elite】 / ) 菁英,傑出人物 / い しき   つよ"
N1,がくし,学士,576,right,01,,,1 | がくし【学士】 / ) 學者; (大學)學士畢業生 / がく し   がくい   じゅ よ
N1,かん,官,576,right,,1,blank_entry_no,| かん【官】 / -漢當) (國家ヽ 政府的)官・ 官史 : 國家 / 開 政府 : 官職・職位
N1,きぞく,貴族,576,right,,1,blank_entry_no,| きぞく【貴族】 / ) 貴族 / どくしん き ぞく つらぬ
N1,ぎょうしゃ,業者,577,left,07,,,07 |ぎょうしゃ【業者】 / 名) 工商業者 / きょうしゃ 。 あつ
N1,くろうと,玄人,577,left,08,,,"os | くろうと【玄人】 / 偏 內行,專家 / くろうと   うでまえ"
N1,ゲスト,guest,577,left,09,,,09 | ゲスト【guest】 / る) 客人 旅客 : 客申演貞 / まね
N1,こじん,故人,577,left,10,,,10 | こじん【故人】 / 人る 故人 : 蒼友 : 死者・亡人 / こ じん  しの
N1,さむらい,侍,577,left,11,,,11 | さむらい【侍】 / 久) (古代公卿貴族的)折衛: 古代的武士 / 有骨氣 : 行動果決的人
N1,サンタクロース,Santa Claus,577,left,12,,,"12 | サンタクロース 【Santa Claus】 / 名 聖誕老人 / 圓坪悶/夕夕口一入訪交5寢< 名,"
N1,じつぎょうか,実業家,577,left,13,,,13 | じつぎょうか【実業家】 / @ 實業鉅子 / 576 | 各種人物的稱呼(1)
N1,じぬし,地主,577,right,14,,,"14 | じぬし【地主】 / | 食地主,領主 / いんこう 。 じぬし 。 と あ"
N1,しゅ,主,577,right,17,,,| 17 |しゅ【主】 / ; 全:江中 主人 : 主君 : 首領:主購・中心: / i 居首者; 東道主
N1,しょくいん,職員,578,left,,1,blank_entry_no,_ |しょくいん【職員】    上 / “會職員'員工 / だたいがく LAくいん さいよう               i【
N1,じょし,女史,578,left,02,,,2 |じょし【女史】                  1 2 / gr代:大(敬語)女士 女史     1 G / やまだじょし どくじ かいはつっ            3
N1,しんいり,新入り,578,left,02,,,"2 |しんいり【新入り】     is / る 新参加(的人) ,新手;新入獄(者) j6 / しん い                                             H"
N1,しんじゃ,信者,578,left,25,,,"25 | しんじゃ【信者】              | / る信徒 ;...迷,崇拜者,愛好者 / ぶっきょうしんじゃ。 よう ご                  1"
N1,セレプ,celeb,578,right,,1,blank_entry_no,"|セレプ【celeb】 / 名人,名媛,著名人士 / し せいかつ あこが"
N1,たいか,大家,578,right,,1,blank_entry_no,"| たいか【大家】 / 大房子 専家 ,'權威者;名門 富豪 / 戶人家 たいか かな"
N1,タイピスト,typist,579,left,32,,,32 | タイピスト【typist】 / 名) 打字員 / 較タイビストになる。
N1,たんしん,単身,579,left,33,,,33 | たんしん【単身】 / 人 軍身 ・ 隻身 / たんしん ふ にん
N1,ちょめい,著名,579,left,34,,,34 | ちょめい【著名】 / 名・形動 著名・ 有名 / ちょめい かんこうち おとず
N1,どうし,同志,579,left,35,,,"35 | どうし【同志】 / @) 同一政黨的人; 同志,同夥,伙伴 / どうし   つの"
N1,とうにん,当人,579,left,36,,,"36 | とうにん【当人】 / 包) 當事人,本人 / とうにん   しら"
N1,どくしゃ,読者,579,left,37,,,37 | どくしゃ【読者】 / 包) 讀者 / どくしゃ               己た
N1,とのさま,殿様,579,left,38,,,"38 | とのさま【殿様】 / 名(對貴族、主君的敬稱)老爺 , 大人 / 578 | 各種人物的稱呼(2)"
N1,ドライバー,driver,579,right,39,,,| 39 | ドライバー 【driver】 / - | @ (電車、汽車的)司機 / やと
N1,なこうど,仲人,579,right,40,,,"| 40 |なこうど【仲人】 / -・ 全 媒人,婚姻介紹人 / 3   なこうど た"
N1,ぬし,主,579,right,41,,,"| 41 |ぬし【主】 / ・ 皿代:矢 (一家人的)主人 ・物主 ; 丈夫; / i(敬稱)您;者,人"
N1,ばんにん,万人,579,right,01,,,". 42 1|ばんにん【万人】 / i る 萬人,眾人 / ばんにん う"
N1,ファン,fan,579,right,44,,,"44 |ファン【fan】 / i @ 電扇,風扇;(運動 , 戲劇,電影等) / i 影歌迷,愛好者"
N1,wlペーパードライバー,(和) 1 paper 十 driver,580,left,,1,blank_entry_no,wlペーパードライバー【(和) 1 / paper 十 driver】                  5 / 名有駕照卻沒開過車的駕駛          1 6
N1,へいし,兵士,580,left,47,,,"47 |へいし【兵士】                 | 5 / る 兵士,戰士            1 / へい し    ひき                               :"
N1,ぼくし,牧師,580,left,48,,,48 |ぼくし【牧師】               | | / 久 牧師                           : / |     ぼく し    に せんれい   う                   |
N1,ほりよ,捕虜,580,left,49,,,49 | ほりよ【捕虜】            生 / 凶 俘虜               : / ほ りょ    と                                 is
N1,マニア,mania,580,left,50,,,"50 | マニア 【mania】            站 / 5 狂熱・癖好 疾子愛好者・… | / 迷,..,悶                         -"
N1,やつ,奴,580,right,,1,blank_entry_no,"| やつ【奴】 / や) (茂)人,傢伙;(粗魯的)指某物, N1 / 事情或某狀況;(蕊)他,那小子"
N1,よそのひと,よその人,580,right,,1,blank_entry_no,"| よそのひと 【よその人】 / 旁人,閒雜人等"
N1,りょよきゃく・りょかく,旅客,580,right,,1,blank_entry_no,| りょよきゃく・りょかく【旅客】 / 旅客乗客 / りょかく き    の
N1,いちどう,一同,580,right,,1,blank_entry_no,"|いちどう【一同】 / 大家,全體 / いちどう    た    あ"
N1,かんしゅう,観衆,580,right,,1,blank_entry_no,| かんしゅう【観衆】 / ) 觀眾 / かんしゅう わ
N1,ぐんしゅう,和群集,580,right,,1,blank_entry_no,"| ぐんしゅう【和群集】 / -言 群集,聚集;人群,群"
N1,ぐんしゅう,和群衆,581,left,04,,,"04 |ぐんしゅう 【和群衆】 / る 群眾',人和群 / し      お     よ"
N1,ぐん,群,581,left,05,,,05 | ぐん【群】 / る 群・類 : 成群的 : 敷量多的 / 図 群を抜く
N1,げきだん,劇団,581,left,oe,,,oe | げきだん【劇団】 / @ 劇團 / げきだん   はい
N1,けっせい,結成,581,left,07,,,07 | けっせい【結成】 / 客.-他功 結成・ 組成 / げきだん   けっせい
N1,げんじゅうみん,原住民,581,left,08,,,08 | げんじゅうみん【原住民】 / 名) 原住民 / げんじゅうみん
N1,しゅう,衆,581,left,09,,,"09 |しゅう【衆】 / 各.漢造) 眾多,眾人 ;一夥人 / う ごう しゅう   き き     の     こ"
N1,しょくん,諸君,581,left,10,,,"10 | しょくん【諸君】 / 所:f6(一般為男性用語,對長輩不用 / 各位,諸君"
N1,しょみん,庶民,581,right,11,,,11| しょみん【庶民】 / i 仙)庶民・ 百姓・群表
N1,じん,陣,581,right,03,,,| 3 |じん【陣】 / | 所漢字 陣勢 : 陣地 : 行列 : 戦門戦役
N1,たいしゅう,大衆,581,right,14,,,"| 14 |たいしゅう【大衆】 / る 大眾,群眾;眾生"
N1,たい,隊,581,right,15,,,"15 |たい【隊】 / - 直江 隊, 隊伍,集體組織;(有共同"
N1,it1どうし,同士,581,right,,1,blank_entry_no;suspicious_reading,it 1どうし【同士】 / i 人:-租(意見 、目的 理想 、愛好相同者)
N1,人7,pair,582,left,17,1,suspicious_reading,"17 |人7【pair】                 | 0 / s一雙,一對,兩個一組,一隊   1 6 / 、 ぬいきま        、しょうたい"
N1,slぼうりょくだん,暴力団,582,left,,1,blank_entry_no,slぼうりょくだん【暴力団】 io / ぼうりょくだん しきんげん 大              i / 庫斷絕暴力組織的資金來源。             i 上
N1,みんぞく,民俗,582,left,09,,,"9 | みんぞく【民俗】              1 / 人民俗,民間風俗         1 6 / ]     みんぞくがく 。 けんきゅう                    3"
N1,れんちゅう,連中,582,left,21,,,"21 | れんちゅう【連中】      1 / る 伙伴 ,一群人,同夥;(演藝團體的) ;!0 / 成員們"
N1,エレガント,elegant,582,right,,1,blank_entry_no,"| エレガント 【elegant】 / 雅致(的) , 優美(的) ' 漂亮(的)        物| / |"
N1,かび,華美,582,right,,1,blank_entry_no,"| かび【華美】 / -形動) 華美,華麗 / か び  ふくそう さんれつ"
N1,きひん,気品,582,right,,1,blank_entry_no,|きひん【気品】 / (人的容貌、 鞍術作品的)品格 '氣派 / きひん たか
N1,こうしょう,高尚,582,right,,1,blank_entry_no,|こうしょう【高尚】 / 動 高尚;(程度)高深 / こうしょう 。 しゅ み    も
N1,しこう,志向,582,right,,1,blank_entry_no,|しこう【志向】 / -他ず 志向 : 意向 / たか   し こう
N1,シック,(法) chic,583,left,07,,,"07 | シック【 (法) chic】 / 形動 時髦,涯亮;精緻 / き"
N1,チェンジ,change,583,left,08,,,"08 | チェンジ【change】 / 客-自他功 交換,兌換;變化;(網球, / 排球等)交換場地"
N1,ひらたい,平たい,583,left,09,,,"09 | ひらたい【平たい】 / 形 沒有多少深度或廣度,少凹凸而橫向 / 擴展;平,扁,平坦;容易,淺顯易懂"
N1,ふくめん,覆面,583,left,10,,,"10 | ふくめん【覆面】 / 名・自 募上臉;不出面,不露面 / ふくめんごうとう   みん か     お     い"
N1,ぶさいく,不細工,583,left,11,,,11 | ぶさいく【不細工】 / 名・形動) (技巧 動作)委抽・不露巧 : 難 / 看 本
N1,ポーズ,pose,583,left,12,,,"12 | ポーズ【pose】 / @@ (人在繪畫、舞蹈等)姿勢;擺樣子, / 擺姿勢"
N1,みすぼらしい,,583,right,13,1,blank_writing;suspicious_writing,| 13 |みすぼらしい / | @ 外表看起來很貧窮的樣子;寒酸;  」
N1,紗3站,優美,583,right,16,1,suspicious_reading,| 16 |紗3站[優美】 / | 外形優美
N1,あいそう・あいそ,愛想,583,right,01,,,i 01 |あいそう・あいそ【愛想】 / i @ (接待客人的態度・表情等)親切
N1,あからむ,赤らも,584,left,02,,,"02 |あからむ【赤らも】          | / 呈B 變紅,變紅了起來;臉紅 / 因為。 都四                        :"
N1,あからめる,赤らめる,584,left,03,,,"03 |あからめる【赤らめる】 | / efつ 使‧“""變紅"
N1,あっとう,圧倒,584,left,05,,,、 05 |あっとう【圧倒】       | / 名-他 壓倒;勝過;超過 / あいて いきお   あっとう           5
N1,あらっぽい,荒っぽい,584,left,00,,,0 |あらっぽい【荒っぽい】 | / 伯 性情、語言行為等粗暴、粗野; 對
N1,いいかげん,いい加減,584,left,00,,,"0 |いいかげん【いい加減】      | / 仁和翅全 適當;不認真;敷衍,馬虎; | / 牽強 , 靠不住;相當,十分"
N1,いき,粋,584,right,98,,,98 |いき【粋】 / .形動 漂亮 ・ 瀧澤・僧皮 ・ 風流     公 / いき  ふくそう                  物
N1,いさぎよい,潔い,584,right,99,,,"99 | いさぎよい【潔い】 / 時 勇敢,果斷,乾脆,毫不留戀,痛 / 過快快"
N1,いっそ,,584,right,00,1,blank_writing;suspicious_writing,"0 |いっそ / 生 索性,倒不如,乾脆就 / ある   い"
N1,いっぺん,一変,584,right,01,,,"1 | いっぺん【一変】 / g.自人作 一變,完全改變;突然改變 / びょうせい  いっベべん"
N1,いやらしい,嫌らしい,584,right,02,,,"2 | いやらしい【嫌らしい】 / 及 使人產生不愉快的心情 ,令人討厭; / 今人不愉快 ,不正經,不規矩"
N1,いんき,陰気,585,left,13,,,"13 |いんき【陰気】 / 名.形動 鬱閃,不開心;,陰暗,陰森;和 / 鬱之氣"
N1,了之雪U,(俄) intelligentsiya 之略,585,left,14,,,"14 |了之雪U【(俄) / intelligentsiya 之略】 / る 知識份子,知識階層"
N1,おおまか,大まか,585,left,15,,,15 | おおまか【大まか】 / <   動 不拘小節的様子・大方 : 粗略的村 / 子 ・ 概略・大略
N1,おおらか,大らか,585,left,16,,,"16 | おおらか【大らか】 / …重 落落大方,胸襟開痞,誕達 / せいかく"
N1,おくびょう,騰病,585,left,,1,blank_entry_no,"| | おくびょう【騰病】 / 名-形動 戰戰詭詭的;膽怯,怯懦 / おくびょうもの   よ"
N1,おごそか,厳か,585,left,18,,,"18 | おごそか【厳か】 / 9 威嚴而莊重的樣子 ; 莊嚴,嚴畫 / 較 厳かに行われる。"
N1,おせっかい,,585,right,19,1,blank_writing;suspicious_writing,| 19 | おせっかい / | 人.形 愛管開事・多事 / H            也
N1,おつかい,お使い,585,right,21,,,| 21 | おつかい【お使い】 / i @ 被打發出去辦事'跑腿 / つか   たの
N1,かって,勝手,586,left,55,,,55 |かって【勝手】 / 、 = 廚房} 情況;任意
N1,かっぱつ,活発,586,left,,1,blank_entry_no,"。 % |かっぱつ【活発】 / 8 動作或言談充滿活力活潑,活中 還"
N1,がんこ,頑固,586,left,,1,blank_entry_no,|がんこ【頑固】             1 / 頑固・固執 久治不流的病 *疾疾 ji: / 「     がんこおやじ し%つえん                 】 (
N1,かんにさわる,六に障る,586,left,28,,,"28 | かんにさわる【六に障る】 / 倆觸憑,令人生氣         i / はな ” かた かん さわ           : ("
N1,誠心示3,寬容,586,left,02,1,suspicious_reading,"2 |誠心示3【寬容】       和 / 和BE-了9容許,寬容,容忍     和 / がんよう =たいど =。 む 。 あ          i("
N1,きがきく,気が利く,586,left,,1,blank_entry_no,|きがきく【気が利く】        1 。 / んじん                       :
N1,きさく,気さく,586,left,,1,blank_entry_no,"""|きさく【気さく】                    | / 濕 坦率 ,直爽,隨和"
N1,きざ,気障,586,right,02,,,"2 | きざ【気障】 / 轉裝模作樣,做作;令人生厭,刺眼"
N1,きしつ,気質,586,right,03,,,"3 | きしつ【気質】 / ) 氣質,脾氣;風格"
N1,きだて,気立て,586,right,04,,,"4 | きだて【気立て】 / ) 性情,性格,脾氣"
N1,きちょうめん人,作帳面,586,right,,1,blank_entry_no,"| きちょうめん人【作帳面】 / -形動) 規規矩矩,一絲不苟;(自律)嚴 / , (注意)周到"
N1,きなが,気長,586,right,,1,blank_entry_no,| きなが【気長】 / -形動 緩慢・慢性 : 面心・耐性
N1,きふう,気風,587,left,37,,,37 | きふう【気風】 / かんさいじん   き ふう / 関西人の気風。
N1,きまぐれ,気紛れ,587,left,38,,,"38 | きまぐれ【気紛れ】 / 急:形動 反覆不定 ,忽三忽四;反復不定 , / 變化無常"
N1,きまじめ,生真面目,587,left,39,,,"39 | きまじめ【生真面目】 / ]        所.形動)一本正經,非常認真;過於耿直 / き ま じ め    せいかく      だっきゃく"
N1,きょう,強,587,left,40,,,"40 |きょう【強】 / 強者 : (接尾詞用法)強 有鱗 : / 強, 有力 : 加強 : 硬是, 勉強"
N1,きよょよう,許容,587,left,41,,,"41 | きよょよう【許容】 / |    生食 容許 ,允許,寬容 / よ   |   い    ひろ"
N1,きんべん,勤勉,587,left,42,,,"42 | きんべん【勤勉】 / 名・形動) 勤勞,勤奮 / きんべん がくせい"
N1,くっせつ,屈折,587,right,43,,,"| 43 |くっせつ【屈折】 / | 中の 彎曲,曲折;和歪曲,不正常,不"
N1,けいそつ,軽率,587,right,45,,,| 45 |けいそつ【軽率】 / i 名形和軽率・草率・馬虎
N1,けんめい,臣明,587,right,46,,,| 46 |けんめい【臣明】 / 旬.形動 賢明・英明・高明
N1,こうい,行為,587,right,47,,,"| 47 |こうい【行為 / 人る 行為,行動,舉目"
N1,こつこつ,,588,left,50,1,blank_writing;suspicious_writing,"50 |こつこつ / g 孜孜不倦,堅持不依,勤鶴;(硬物 | / 団こつこつと勉強する。"
N1,ざつ,雑,588,left,52,,,52 |ざつ【雑】                      | / 筆友) 雜類;(不單純的)混雜;摻雜;(非 1 / 主要的)雜項;粗雜;粗糙;粗枝大葉
N1,ざんこく,残酷,588,left,53,,,"53 |ざんこく【残酷】      和 / 全 次酷,殘忍           生 / ざんこく 。 し う                圖"
N1,しとやか,,588,right,06,1,blank_writing;suspicious_writing,6 | しとやか          人 / 生 說話與動作安靜文雅 : 文靜 / じょせい
N1,しぶとい,,588,right,07,1,blank_writing;suspicious_writing,7 | しぶとい / 翌靖苦惑小境不屈服・偶強・ 頑強 / にんげん   か
N1,じゃく,弱,588,right,08,,,8 | じゃく【弱】 / -最:江財(文)弱・弱者 : 不足 : 年軽 / じゃくにくきょうしょく    ある
N1,しゃこう,社交,588,right,,1,blank_entry_no,? |しゃこう【社交】 / ) 社交・ 交際 / しゃこうてき 。 ひと 。 い
N1,心上3把2,情熱,588,right,00,1,suspicious_reading,"0|心上3把2【情熱】 / ) 熱情,激情 / じょうねつ"
