level,page,column,entry_no,headword,bracket,ocr_context
N1,610,left,27,なまり,鉛,27 | なまり【鉛】               ji / g (化)鉛              1 / なまり ふ                 s
N1,610,left,28,はる,張る,"28 |はる【張る】               上 / 、 陸 伸展;覆蓋;膨脹,(負擔)過重, ・ / (發格)過高 ;拉;設置;盛滿(液體等) i"
N1,610,left,03,びりょう,微量,"“3 |びりょう【微量】        : / 、 微量,少量 / 、 四微量の毒物が検出される。"
N1,610,right,,ぶったい,物体,") | ぶったい【物体】 / 物體,物質             N1 / み かく にん ひ こうぶったい    み"
N1,610,right,,ぶんし,分子,| ぶんし【分子】 / )(理.化.數)分子 ;...份子 / ぶん し   はっけん
N1,610,right,,ほうわ,飽和,| ほうわ【飽和】 / -詩め (理)飽和 : 最大限度 ・極限 / ほう わしじょうたい おちい
N1,610,right,,まく,膜,| まく【膜】 / 財 膜 : (表面)薄膜・薄友
N1,610,right,,まやく,麻楽,"|まやく【麻楽】 / 麻藥,毒品  ち りょう / ゅうどく     りょ"
N1,611,left,37,ようえき,溶液,37 | ようえき【溶液】 / (理化)溶液 / ようえき   のう ど   そくてい
N1,611,left,01,げんばく,原爆,|         01 | げんばく【原爆】 / 人 原子彈 / げんばく   とう か
N1,611,left,02,げんゆ人,原油,02 | げんゆ人【原油】 / @ 原油 / げん ゆ かかく    ここうとう
N1,611,left,03,こう,光,03 | こう【光】 / 人 光亮;光;風光;時光;榮譽; / たいようこう   はつでん
N1,611,left,04,さかる,盛る,04 | さかる【盛る】 / 歸人旺盛;繁燊;(動物)發情 / ひ   さか
N1,611,right,05,さよう,作用,i 05 | さよう【作用】 / :   くすり ふくさよう しんばぱい / : 圏薬の副作用が心配だ。
N1,611,right,oe,ソーラーシステム,the solar ; system,oe |ソーラーシステム【the solar / ; system】 / i @ 太陽系 ;太陽能發電設備
N1,611,right,07,たきび,たき火,"| 07 |たきび【たき火】 / i 名) 爐火,灶火;(用火)燒落葉 / た   び"
N1,611,right,om,てんか,点火,om |てんか【点火】 / 衝衝點火 / | 圏ろうそくに点火する。
N1,611,right,00,どうりょく,動力,| 0 |どうりょく【動力】 / 「 る 動力・原動力 / :    どうりょく きょうきゅう
N1,611,right,10,ねんしょう,燃焼,| 10 |ねんしょう【燃焼】 / “| 所生燃燒;竭盡全力 / 3    せき ゆ   ねんしょう
N1,612,left,04,ひばな,火花,4 |ひばな【火花】           | 加 / ひ ばな   ち                       : / 国火花が散る。                1 2
N1,612,left,05,ふりょく,浮力,5 |ふりょく【浮力】       | 叶 / る (理)浮力 / 回浮力が作用する。       |
N1,612,left,16,ほうしゃせん,放射線,16 | ほうしゃせん【放射線】 |O / 9 (理)放射線                 | 還 / 四放射線を浴びる。
N1,612,left,07,ほうしゃのう,放射能,7 |ほうしゃのう【放射能】 ji / る (理)放射線                 | 作 / ほうしゃ    こ                     :
N1,612,right,,ほうしゃ,放射,"| ほうしゃ【放射】 / 歸功 放射',輻射                   N1"
N1,612,right,,ほうしゅつ,放出,"| ほうしゅつ【放出】 / ーッ 放出 排出 ,噴出;(政府)發放, / ねつ   ほうしゅつう"
N1,612,right,,まんタン,満 tank,| まんタン【満 tank】 / (俗)油加満
N1,612,right,,りょうしつ,良質,| りょうしつ【良質】 / 質量良好・上等 / りょうしつ             しつ   しっ
N1,612,right,,エコ,ecology 之略,| エコ【ecology 之略】 / 只 環保     かつよう / エコグッズを活用する。
N1,612,right,,かいしゅう,回収,"| かいしゅう【回収】 / サ) 回收,收回 / し げんかいしゅう   じっ し"
N1,613,left,03,かせん,化繊,03 | かせん【化繊】 / 名) 化學纖維 / か せん   はだ ぎ
N1,613,left,04,さいくつ,採掘,"04 |さいくつ【採掘】 / 名.他 採掘,'開採,採礦 / きんざん   さいくつ"
N1,613,left,05,しぼう人,脂肪,05 | しぼう人【脂肪】 / 負) 脂肪 / し ぼう    と
N1,613,left,06,せんい,繊維,06 | せんい【繊維】 / @ 纖維 / か がくせん い    せいさん
N1,613,left,07,そざい,素材,07 | そざい【素材】 / @ 素材 原材料 : 題材 / そ ざい   あじ   い        りょう り
N1,613,left,08,たんぱくしつ,和蛋白質,08 | たんぱくしつ【和蛋白質】 / (生化)蛋白質 / しつ    (4
N1,613,left,09,はいき,廃棄,09 | はいき【廃棄】 / 名・他) 廢除 / 612 | 原料材料
N1,613,left,12,原料材料,,612 | 原料材料
N1,613,right,10,ひんしつ,品質,10 | ひんしつ【品質】 / i 人る) 品質質量
N1,614,left,02,えいせい,衛星,02 | えいせい【衛星】           i / (天)衛星;人造衛星       1 / じんこうえいせい  う   あ
N1,614,left,03,かせい,火星,03 |かせい【火星】              i / る (天)火星           1 6 / か せいじん  で あ                s
N1,614,left,05,せいざ,星座,05 | せいざ【星座】             轉 / る 星座             轉 / い       な               : 6
N1,614,left,,てんたい,天体,% | てんたい【天体】                   | / (天)天象・天骨
N1,614,right,07,てん,天,"7 | てん【天】 / 漢造) 大天空: 天國 : 天理:太空: / 天;, 天然"
N1,614,right,05,ともる,,"5 | ともる / 瑟 (燈火)亮,點著 / あ"
N1,614,right,,にしび,西日,? | にしび【西日】 / ) 夕陽 : 西照的陽光 ・ 午後的陽光 / にし び
N1,614,right,,まんげつ,満月,| |まんげつ【満月】 / 満月・園月 / まんげつ よる す     ョ
N1,615,left,12,わくせい,惑星,12 | わくせい【惑星】 / 加) (天)行星;前途不可限量的人 / 【  たんさ き   おく   0
N1,615,left,01,あつくるしい,暑苦しい,01 | あつくるしい【暑苦しい】 / 已 悶熱的 / あつくる    へ や  すず
N1,615,left,02,あまぐ,雨具,|       02 | あまぐ【雨具】 / 思 防雨的用具(雨衣、雨傘、雨鞋等) / あま 文   よう い
N1,615,left,03,あられ,吉,03 |あられ【吉】 / る) (較冰老小的)靈 : 切成小碎塊的年爛 / 較あられが降る。
N1,615,left,04,いなびかり,稲光,"04 |いなびかり【稲光】 / 人 閃電,閃光 / いなびかり"
N1,615,left,05,うてん,雨天,05 | うてん【雨天】 / 人る 雨天 / う てん     けっこう
N1,615,left,oe,かいじょ,解除,oe | かいじょ【解除】 / -他 解除 : 廢除 / |     614 | 氣象、天氣、氣候
N1,615,right,07,かすむ,霞む,"| 07 |かすむ【霞む】 / | 條 有霞 ,有薄霧,雲霧朦朧"
N1,615,right,08,并刀喜,寒氮,"| os |并刀喜【寒氮】 / i る 寒冷,寒氮"
N1,615,right,09,きざし,兆し,"| 9 |きざし【兆し】 / i る) 預兆,徵兆,跡象;萌芽,頭緒,"
N1,615,right,11,きょうれつ,強烈,| 11 |きょうれつ【強烈 / | @生 強烈
N1,615,right,13,こうすい,降水,13 | こうすい【降水】 / @ (氣)降水(指雪雨等的)
N1,616,left,14,ざあざあ,,"14 |ざあざあ                          | / 品(大雨)嘩啦嘩啦聲;(電視等)雜音 | / 回匝房訊斷訊斷降鋪之八,         |"
N1,616,left,17,せいてん,晴天,17 |せいてん【晴天】            | / | 久晴天 / 四生天に恵まれる。       |
N1,616,left,18,つゆ,露,"18 |つゆ【露】                  1 / %熏 露水;淚;短暫,無常;(下接否 / 定)一點也不...           |"
N1,616,left,09,てりかえす,照り返す,9 | てりかえす【照り返す】 1 / 休 反射              站 / にし      で                              :
N1,616,right,09,とつじょ,突如,9 |とつじょ 【突如】 / [突如其來・突然         N1
N1,616,right,02,もる,漏る,"2 | もる【漏る】 / 吧(液體、氣體、光等)漏,漏出"
N1,616,right,03,よける,,3 | よける / 生躲避;防備 / あめ
N1,616,right,01,あいつぐで,相次ぐ・相継ぐ,"1 | あいつぐで【相次ぐ・相継ぐ】 / 選 文)接二連三,連續不斷 / あい つ   さいなん   み ま"
N1,616,right,02,おおみず,大水,2 | おおみず【大水】 / ) 大水 ・ 洪水 / おおみず
N1,617,left,03,おさまる,治まる,"|    03 | おさまる【治まる】 / 自五 安定 , 平息 / 較 嵐が治まる。"
N1,617,left,04,おしよせる,押し寄せる,o4 | おしよせる【押し寄せる】 / 百下一 湧進來;蜂擁而來凶T玉 挪到一旁 / つ なみ   お    よ
N1,617,left,08,おそう,襲う,"os | おそう【襲う】 / |   ff襲擊,侵襲;繼承,沿襲;衝到, / 間到"
N1,617,left,oe,きょくげん,局限,"oe | きょくげん【局限】 / 名-凶 侷限,限定 / いち ぶ   きょくげん"
N1,617,left,07,けいかい,警戒,"07 | けいかい【警戒】 / 名-凶 警戒,預防,防範;警惕,小心 / けいかいたいせい"
N1,617,left,08,こうずい,洪水,o8 | こうずい【洪水】 / 洪水 ・溢大水 : 洪流 / こうずい   お
N1,617,left,09,さいがい,災害,09 | さいがい【災害】 / 人 災害・ 災難・ 天災 / さいがい ぼろ
N1,617,left,16,各種自然現象,,616 | 各種自然現象
N1,617,right,10,しずめる,沈める,| 10 | しずめる【沈める】 / 1 Wつ 把…況入水中・使況混 / み  しず
N1,617,right,11,LAu和3,振動,"i11 | LAu和3【振動】 / i 所:和地功 搖動,振動;擺動 / ‧   まど       しんどう"
N1,617,right,12,じょうりく,上陸,"| 12 |じょうりく【上陸】 / ; 全-自) 登陸,上岸 / 3   ぶ じ しじょうりく"
N1,617,right,13,せいりょよく,勢力,"| 13 |せいりょよく【勢力】 / i る 勢力,權勢,威力,實力;(理)力'能 / :   せいりょく"
N1,617,right,44,三3大必,章難,"| 44 |三3大必[章難】 / ; 寢.自功臣難,遇險 / :   そうなんげん ば   か"
N1,617,right,15,ただよう,漂う,"| 15 |ただよう【漂う】 / i 人漂流,飄蕩;洋游,充滿;露出 / :   すいめん 。 はな 、、 ただよ"
N1,617,right,16,たつまき,意巻,| 16 | たつまき【意巻】 / i る) 龍捲風 / 1   たつまき お
N1,618,left,17,つなみ,津波,17 |つなみ【津波】             | 2 / 各海嘯                     1 G / -  つ なみ  はっせい                    1
N1,618,left,18,てんさい,天災,18 |てんさい【天災】            | 2 / る 天災・ 自然災害          1 6 / - てんさい 。 み ま
N1,618,left,19,どしゃ,土砂,19 |どしゃ【土砂】                  | 2 / る 土和沙 沙土           1 / ど しゃさいがい  、 yo直し                      :  4
N1,618,left,20,なだれ,雪朋,20 | なだれ【雪朋】       較 / @ 雪崩 : 傾斜・斜城 : 雪崩一般 蜂擁 ! / なだれ   う     はいそう              : 6
N1,618,left,21,はっせい,発生,"“21 | はっせい【発生】 "" / 生時) 豆生 (生物等)出現・募延 ” !^ / もんだい はっせい                    1 6"
N1,618,left,22,はんらん,池沙,"22 | はんらん【池沙】               | / 各自 氾濫;充斥,過多 / かわ はんらん                     1"
N1,618,left,23,ひなん,避難,23 |ひなん【避難】              | / 宮:邊 避難 / ひな                          i
N1,618,right,,ふんしゅつ,噴出,"| ふんしゅつ【噴出】 / ・自他サ) 噴出,射出                     N1 / |マグマが噴出する。                 12"
N1,618,right,,もうれつ,猛烈,"| もうれつ【猛烈】 / 動 氣勢或程度非常大的樣子',猛烈; / 別 局害"
N1,618,right,,よしん,余岩,| よしん【余岩】 / よしん   つブ
N1,618,right,,らっか,沙下,"| らっか【沙下】 / 自功 下降,落下,;,從高處落下"
N1,619,left,02,えんがん,沿岸,02 | えんがん【沿岸】 / 名) 沿岸 / ち ちゅうかいえんがん  かぜ  うよ
N1,619,left,03,おおぞら,大空,03 | おおぞら【大空】 / 人@) 太空 : 天空 / は   わた  おおぞら
N1,619,left,04,かいがら,上貝殻,04 | かいがら【上貝殻】 / 名) 貝殻 / かいがら  ひろ
N1,619,left,05,かいきょう,海峡,05 | かいきょう【海峡】 / 名 海峽 / かいきょう  こ
N1,619,left,18,地理,,618 | 地理
N1,619,right,07,かいりゅう,海流,07 | かいりゅう【海流】 / 人@ 海流
N1,619,right,08,かい,海,o8 |かい【海】 / :   に ほんかい なが
N1,619,right,09,がけ,崖,09 | がけ【崖】 / : る) 断崖・懸岩
N1,619,right,10,かせん,河川,| 10 |かせん【河川 / i 會 河川
N1,619,right,11,ききょう,帰京,| 11 |ききょう【帰京】 / i 客.自作 回首都・回東京 / :     らいげつ き きょう
N1,620,left,12,きふく,起伏,"12 |きふく【起伏】               1 1 / gg?起伏,凹凸;榮枯,感衰 ,波潤, | / きふく は!                            5"
N1,620,left,03,きよょうそん・きょうぞん,共存,"3 |きよょうそん・きょうぞん【共存】 / ご) 共處,共存          1 . / しぜん きょうぞん                    :"
N1,620,left,14,けいしゃ,傾斜,14 |けいしゃ【傾斜】               寺 / を叶う 傾斜・傾斜度: 傾向     | 。 / こうほう けいしゃ                    :
N1,620,left,15,こうげん,高原,15 | こうげん【高原】 / る (地)高原            |
N1,620,left,01,こくさん,国産,1 | こくさん【国産】 / 國產                      1・ / こくさん じ どうしゃ                            】 。
N1,620,left,07,さんがく,山呈,7 |さんがく【山呈】             1 / る 山岳                          1 / さん    たい                      1 。
N1,620,left,08,さんみゃく,山脈,8 |さんみゃく【山脈】          | 」 / 用山脈                         看
N1,620,right,00,ジャングル,jungle,0 | ジャングル 【jungle】 / 【       誕     たんけん / ] ジャングルを探検する。
N1,620,right,01,じょうくう,上空,"1 | じょうくう 【上空】 / 高空,天空;(某地點的)上空 / とょうくう  上まこ 喜"
N1,620,right,02,すいげん,水源,2 | すいげん【水源】 / ) 水源 / すいげん  さが
N1,620,right,03,そびえる,準える,"3 | そびえる【準える】 / 下っ 聳立,峙立 / くも   そび     1"
N1,620,right,04,たどる,辿る,"4 | たどる【辿る】 / 形 沿路前進 ,邊走邊找;走難行的路 , / 艱難的路;人追尋,追溯,探索;(事"
N1,621,left,25,ちけい,地形,"25 | ちけい【地形】 / 名 地形,地勢,地貌 / ち けい  ほぼん ち     なつ  あつ"
N1,621,left,26,つらなる,連なる,"26 | つらなる【連なる】 / 中 連,連接;列,參加 / やま  つら"
N1,621,left,27,てんぼう人,展望,27 | てんぼう人【展望】 / -他 展堂 : 眺常 瞭芝 / てんぼう  ひら
N1,621,left,28,とおまわり,遠回り,"28 | とおまわり【遠回り】 / 色-自サ・形動 使其繞道,繞遠路 / とおまわ      かえ"
N1,621,left,29,ないりく,内陸,29 | ないりく【内陸】 / 久) 内陸 内地 / ないりくせい き こう   ぞく
N1,621,left,30,なぎさ,清,30 | なぎさ【清】 / 色) 水濱 岸瘍 ・ 海沖 / なぎさ 。 かが
N1,621,left,31,ぬま,沼,"31 | ぬま【沼】 / @ 池塘,池沼,沼澤 / そこな   ぬま"
N1,621,left,20,地方空間,,620 | 地方空間
N1,621,right,32,はま,浜,| 32 |はま【浜】 / @) 海濱 ' 河岸 / :   はま 3   あ   開
N1,621,right,33,はらっぱ,原っぱ,| 33 |はらっぱ【原っぱ】 / 雜草叢生的曠野 : 空地 / :   はら     か
N1,621,right,34,みかい,未開,"| 34 |みかい【未開】 / i @ 不開化,未開化;未開墾;野弦 / :   みかい 。 ち   ふ   い"
N1,621,right,01,あらす,荒らす,"| 01 |あらす【荒らす】 / | (5 破壞,毀掉;損傷,糟踢;擾亂 ; / | 偷竊,行搶"
N1,621,right,oz,いただき,頂,"oz |いただき【頂】 / | @ (物體的)頂部;頂峰,樹尖 / i やま UAだき た"
N1,622,left,03,いち,市,03 |いち【市】 / g 市場・集市 市街 / のみ。 いも 。 ひら                          H
N1,622,left,00,かいどう,街道,0 |かいどう【街道】      | / s 大道・大街 / うらかいどう 。 あゆ                          :
N1,622,left,00,がいとう,街豆,0 | がいとう【街豆】 / 街頭・大街上 / がいとうえんぜつ ひら
N1,622,left,00,きゅうくつ,葉屈,"0 |きゅうくつ【葉屈】     | / 到嗎(房屋等)容小 ,狹窄 ,(衣服等)緊; / 威覺拘束,不自由;死板"
N1,622,left,08,くうかん,空間,"08 | くうかん【空間】               | / る 空間,空了 / 還選適な空間を提案する。    |"
N1,622,left,00,げんち,現地,"0 |げんち【現地】                   | / % 現場,發生事故的地點 ;當地"
N1,622,right,00,コーナー,corner,"0 | コーナー 【corner】               13 / 8) 小賣店 ・専橋:角・拐  あ  、足 / 球              角 ',拐角;(棒、足球)      地"
N1,622,right,01,こてい,固定,1 | こてい【固定】 / あし ば    こ てい / 足場を固定する。
N1,622,right,02,許和,#L【棧橋,2 |許和[#L【棧橋】 / #) 碼頭;跳板 / さんばし わた
N1,622,right,03,さんぷく,山腹,"3 |さんぷく [山腹】 / #) 山腰 ,山腹 / さんぶく   ある"
N1,622,right,04,しがい,市街,4 | しがい【市街】 / しがいち す / | 市街地に住む。
N1,622,right,05,しょざい,所在,"5 | しょざい【所在】 / (人的)住處,所在;(建築物的)地址; / 物品的)下落"
N1,623,left,16,スペース,space,16 | スペース【space】 / る 空間・空地:(特指)宇宙空間:紙 / 面的空白・行間覧度
N1,623,left,17,たちよる,立ち寄る,"17 | たちよる【立ち寄る】 / 自合 靠近,走進;,順便到,中途落腳 / ほん や   し   よ"
N1,623,left,18,たどりつく,辿り着く,"18 | たどりつく【辿り着く】 / 馬 好不容易走到,摸索找到,掙扎走 / 到;到達(目的地)"
N1,623,left,19,たまり,溜まり,"19 | たまり【溜まり】 / 名) 積存,積存處;休息室;聚集的地方 / し      ば"
N1,623,left,21,でんえん,田園,21 | でんえん【田園】 / 名) 田園 : 田地 / に     でんえんふうけい
N1,623,left,22,どて,土手,22 | どて【土手】 / |        色 (防風、浪的)堤防 / 622 | 地域、範園(1)
N1,623,right,23,どぶ,,"| 23 |どぶ / | る 水溝,深坑,下水道,陰潮 / :   いね  どぶ 。 す"
N1,623,right,24,ぽち,草地,"| 24 | ぽち【草地】 / i @ 墓地,壩地 / ほぼ ち    まい"
N1,623,right,25,よち,余地,"| 25 |よち【余地】 / | 空地 ;容地,餘地 / :   かんが   よ ち  あた"
N1,623,right,01,アラブ,Arab,"| o1 |アラブ【Arab】 / i 會 阿拉伯,阿拉伯人 / 日                   じん  けっこ"
N1,624,left,04,おいだす,追い出す,04 | おいだす【追い出す】 / 夏 趕出' 驅逐;解碾           1 / ぅうち お   だ                    5
N1,624,left,05,および,及び,"05 | および【及び】       點 / 玲 和和,與,以及                           : / せい と およ  、 ほ : しゃ                       :"
N1,624,left,06,およぶ,及ぶ,06 | およぶ【及ぶ】            | / 軌 到・到建 : 超上・及       1 . / ひがい およ                      :
N1,624,left,08,がい,街,"8 |がい【街】             1 / 下 街道,大街                    ・ / ょうてんがい      もの                :"
N1,624,left,09,きぼ,規模,"9 | きぼ【規模】                i 1! / る規模 : 範圍;榜樣,'典型     1・ / き f    $お                        H"
N1,624,right,00,きょうど,郷土,"0 |きょうど【郷土】 / ! 故鄉,鄉土;狼間,地方       N1"
N1,624,right,01,きょうり,郷里,"1 |きょうり【郷里】                   人 / ) 故鄉 ,鄉里                            方"
N1,624,right,02,ぎょそん,漁村,2 |ぎょそん【漁村】 / ぎょそん   りょう し
N1,624,right,03,きんこう,近郊,"3 |きんこう【近郊】 / ) 郊區,近郊"
N1,624,right,04,くかく,区画,"4 | くかく【区画】 / ) 區劃,劃區;(劃分的)區域,地區"
N1,624,right,05,くかん,区間,"5 | くかん【区間】 / ) 區間,段"
N1,625,left,17,けん,圏,17 | けん【圏】 / 和造彫圏: 司域・範園 / しゅ と けん   ゆき   ま
N1,625,left,18,こうはい,荒廃,"18 | こうはい【荒廃】 / 客.自功 荒麻 荒或 : (房屋)失修 : (精神) / 頹廢,散漫"
N1,625,left,19,こゆう,固有,"19 | こゆう【固有】 / @ 固有 特有 , 天生 / こ ゆう   ぶん か   はんえい"
N1,625,left,20,さしかかる,差し掛かる,"20 | さしかかる【差し掛かる】 / 人天 來到 ,路過(某處),靠近;(日期等) / 臨近,逼近,緊迫;垂掛,籠踢在...之上"
N1,625,left,21,じもと,地元,"21 | じもと【地元】 / @) 営地 , 本地 : 自己居住的地方 ・ 故郷 / じ もと   がかえ"
N1,625,left,22,じょうか,城下,22 | じょうか【城下】 / 城下 : (以諸侯的居城為中心發展起 / 來的)城市 城邑
N1,625,left,23,ずらっと,,23 | ずらっと / 負(俗)一大排 成排地 / 624 | 地域、範園②
N1,625,right,24,そうだい,壮大,"| 24 |そうだい【壮大】 / ; 敢動 雄壯,宏大"
N1,625,right,25,そこら,其処ら,"| 25 |そこら【其処ら】 / 人⑯ 那一代,那裡;普通,一般;那樣,"
N1,625,right,28,とおざかる,遠ざかる,"| 28 |とおざかる【遠ざかる】 / | 遠離;疏遠不碰,人節制,克制"
N1,625,right,29,とくゆう,特有,1 29 |とくゆう【特有】 / 1 特有
N1,626,left,30,ないぶ,内部,"30 |ないぶ【内部】          1 / 全 內部,裡面;內情,內划      i , / い ぶ  うかが                  1"
N1,626,left,31,はてしない,果てしない,"31 |はてしない【果てしない】 / P 無止境的,無邊無際的 / だい う ちゅうぅ                   H"
N1,626,left,32,はて,果て,"32 | はて【果て】               | / 邊際,盡頭 ;最後,結局,下場;結果 3; / は       みち ひろ            5"
N1,626,left,03,はまべ,浜辺,"3 |はまべ【浜辺】 / る 海濱,湖濱 / はまべ ある                   1"
N1,626,left,34,はみだす,はみ出す,34 | はみだす 【はみ出す】          上 / 生 溢出 ; 超出範圍         | / ひ  だ         だ           :
N1,626,left,35,ふうしゅう,風習,35 | ふうしゅう【風習】     本 / る 風俗・習慣・風沿 / ふうし%う したが             H
N1,626,right,06,ふうごど,風土,"6 | ふう ごど【風土】 / ""風土・水圭             N1 / 風土になれる。                       13"
N1,626,right,08,ぼこく,母国,8 | ぼこく【母国】 / ) 祖國
N1,626,right,,ほとり,辺,"? |ほとり【辺】 / 9 邊,昱,旁邊"
N1,626,right,00,ほんごく,本国,0 | ほんごく【本国】 / ) 本國 祖國 : 老家・ 故郷
N1,626,right,01,ほんば,本場,1 | ほんば【本場】 / 5) 原産地・ 正宗産地 : 策源地・本地
N1,627,left,42,みぢか,身近,"|        42 | みぢか【身近】 / 名・形動 切身;身邊,身旁 / き けん   み ちか   せま"
N1,627,left,43,必和,峰,43 |必和【峰】 / き 山峰;刀背;東西突起部分 / みね
N1,627,left,44,みのまわり,身の回り,44 | みのまわり【身の回り】 / る) 身邊衣物(指衣履、攜帶品等) : 日 / 常生活;(工作或交際上)應由自己處裡
N1,627,left,45,めいさん,名産,45 | めいさん【名産】 / @ 名産 / タイワン   めいさん   か
N1,627,left,46,もう,網,46 | もう【網】 / れんらくもう   さくせい / 圏 連絡網を作成する。
N1,627,left,47,やがい,野外,47 | やがい【野外】 / @ 野外 ・ 郊外 : 原野 : 戸外 ・ 室外 / や がいかつどう
N1,627,right,48,やみ,間,"i 48 | やみ【間】 / | 人(夜間的)黑暗;(心中)辨別不清,"
N1,627,right,,s01りょういき,領域,"| s0 1りょういき【領域】 / ; @ 領域,範圍"
N1,627,right,51,りょうかい,領海,| 51 |りょうかい【領海 / | る) (法)領海
N1,628,left,00,いちめん,ー面,"0 |いちめん【ー面】          【 / 人一面; 另一面;全體,滿;(報紙的) 1! / 上                      1"
N1,628,left,02,うらがえし,裏返し,"02 |うらがえし【裏返し】   i 1 / 3表裡相反,翻裡作面       1・ / うらがえ      つか             H"
N1,628,left,03,えんぽう,遠方,"3 |えんぽう【遠方】            中 / s遠方,遠處           | 。 / えんぼう おもむ              ;"
N1,628,left,04,おもてむき,表向き,"04 | おもてむき【表向き】       1 / をぁ) 表面(上) , 外表(上)      由 / てでむ    必                :"
N1,628,left,05,おもむく,赴く,"05 |おもむく【赴く】            1 / 伍 赴,往,前往;趨向,趨於    : / 47 (了 おもね              3"
N1,628,left,,おりかえす,折り返す,% | おりかえす【折り返す】 | / 人5:中 折回 : 翻回 反覆 : 折回去 / 器
N1,628,right,03,かたわら,傍ら,3 | かたわら【傍ら】 / か じ   かたわ しょうせつ   か / 家事の傍ら小説を書く。
N1,628,right,,かた,片,> | かた【片】 / 男 (表示一持中的)一個・一方 表示 / 離中心而偏向一方;表示不完全 : 表
N1,628,right,,きてん,起点,") | きてん【起点】 / , 起點,出發點 / エイてん    き てん"
N1,628,right,01,げんてん,原点,"1 |げんてん【原点】 / (丈量土地等的)基準點,原點;出 / 旱"
N1,629,left,12,こみあげる,込み上げる,"12 | こみあげる【込み上げる】 / 自下六 往上湧,油然而生"
N1,629,left,13,さき,先,13 |さき【先】 / ]     包 笑端・末稽 : 前面 *前方 : 事先 先
N1,629,left,14,さなか,最中,14 | さなか【最中】 / @) 最盛期 正営中 最高 / いそが     さ なか   ともだち   たず      き
N1,629,left,15,ざひょう,座標,"15 | ざひょう【座標】 / 售 (數)座標;標準,基準 / ざ ひょう   しめ"
N1,629,left,17,ぜんと,前途,"17 | ぜんと【前途】 / 久) 前途,將來;(旅途的)前程,去路 / ぜん と   ひら"
N1,629,left,18,そう,沿う,18 | そう【沿う】 / 介ぢ 沿著 : 順著 : 披照 / 628 | 方向、位置(1)
N1,629,right,49,寢<約作,側面,"| 49 |寢<約作【側面】 / . | 包 側面,旁邊;(具有複雜內容事物的) / | 一面,另一面"
N1,629,right,20,そっぽ,外方,"| 20 |そっぽ【外方】 / | 全一邊,外邊,別處 / :          心"
N1,629,right,21,そる,反る,"| 21 |そる【反る】 / : 伺百(向後或向外)彎曲,捲曲,翹 ;身 / | 子向後骨,挺起胸膀"
N1,629,right,22,たほう,他方,| 22 | たほう【他方】 / . | 所到) 另一方面 ;其他方面 / :   太 ほう    み
N1,629,right,23,だんめん,断面,| 23 | だんめん【断面】 / ; @ 断面 割面 : 側面 / しゃかい だんめん みこと えが
N1,629,right,24,ちゅうすう,中析,"| 24 |ちゅうすう【中析】 / | @ 中樞,中心 ;樞組,關鍵 / ,   しんけいちゅうすう しげき"
N1,630,left,26,ちょくれつ,直列,26 | ちょくれつ【直列】 ( / 含 (電)串聯                    1【 / ちょくれつ  せつぞく                    3
N1,630,left,27,てぢか,手近,27 | てぢか【手近】 / 卻 手間・身芳・ 左折 : 折人皆知・常見 | / て ちか  もんだい   む し |
N1,630,left,28,てっぺん,,28 | てっぺん        1 / @頂・頂蜂:頭頂上:(事物的)最高峰・ / 頂點                      |
N1,630,left,02,でむく,出向く,"2 |でむく【出向く】         「 / 5 前往,前去                | / 較こちらから出向きます。    上"
N1,630,left,30,てんかい,転回,"30 |てんかい【転回】               1 / 回轉,轉變                  i【 / 圖180 度転回する。           |!"
N1,630,right,01,てんじる,転 じる,"1 | てんじる【転 じる】                 13 / 他上ー) 轉變,轉換,改變;遷居,搬家    提 / 他功 轉變"
N1,630,right,02,てんずる,転ずる,2 | てんずる【転ずる】 / ーー 改變(方向、狀態);恩居; / わだい てん
N1,630,right,03,てんち,天地,3 | てんち【天地】 / 天和地 : 天地・世界 : 宇宙・上下
N1,630,right,04,世3左2,到達,"4 |世3左2【到達】 / ・自サ) 到達,達到"
N1,630,right,05,とりまく,取り巻く,"5 | とりまく【取り巻く】 / 妨 圍住,圍繞;奉承,奉迎"
N1,630,right,05,なかほど,中程,"5 | なかほど【中程】 / ) (場所ヽ 距離的)中間 : (程度)中等 / 竺間、事物進行的)途中,半途"
N1,631,left,37,はいご,背後,"37 | はいご【背後】 / @) 背後;暗地,背地,幕後 / 背後に立つ。"
N1,631,left,38,はるか,遥か,"38 | はるか【遥か】 / 凡-形動 (時間、空間、程度上)遠,和遙遠 / はる     ふ じさん  のぞ"
N1,631,left,39,ふち,縁,39 | ふち【縁】 / 估邊;緣;框 / ふち ど            いろ
N1,631,left,40,ふりかえる,振り返る,"40 | ふりかえる【振り返る】 / 他 回頭看,向後看;回顧 / か こ   ふ  かえ"
N1,631,left,41,ふりだし,振り出し,"41 | ふりだし【振り出し】 / る 出發點;開始,開端;(經)開出(支 / 票、匯票等"
N1,631,left,42,へいこう,並行,"42 | へいこう【並行】 / 名・自サ) 並行,並進,同時舉行 / せんろ へいこう     ある"
N1,631,left,43,和0,綠,43 | 和 0【綠】 / @ (河岸、懸崖、桌子等)邊緣;帽簷; / 鑲邊
N1,631,right,04,まうえ,真上,"| 4 |まうえ【真上】 / i @@) 正上方,正當頭 / まうえ あお ."
