level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,おさめる,収める,405,left,03,1,duplicate_reading,おさめる,収める,"03 | おさめる【収める】 / (人下一) 接受;取得;收藏,收存;收集 / 集中 : 繳納;供應,賣給 ;結束"
N2,比賽,,405,left,04,1,blank_writing;unexpected_reading_chars;suspicious_reading,比賽,,404 | 比賽
N2,已之作,弱點,406,left,14,1,unexpected_reading_chars;suspicious_reading,已之作,弱點,"14 |已之作【弱點】 / 仿弱點,痛處;缺點 / 補選                      3 。"
N2,たび,旅,409,left,05,1,duplicate_reading,たび,旅,"05 | たび【旅】 / (名・他ず) 旅行,遠行 / たび"
N2,娛樂,,409,left,08,1,blank_writing;unexpected_reading_chars;suspicious_reading,娛樂,,408 | 娛樂
N2,ほり,彫り,412,left,17,1,duplicate_reading,ほり,彫り,17 | ほり【彫り】 / % 雕刻               1
N2,おん,音,412,right,03,1,duplicate_reading,おん,音,"3 | おん【音】 / ) 聲音,響聲;發音"
N2,がっき,楽器,412,right,05,1,duplicate_reading,がっき,楽器,5 |がっき【楽器】 / 5) 樂器
N2,からから,,413,left,08,1,blank_writing,からから,,08 | からから / (-計 乾的、硬的東西相碰的聲音(4: / おと
N2,がらがら,,413,left,09,1,blank_writing,がらがら,,09 | がらがら / (名・副・自サ・形動) 手挫鈴玩具 : 硬物】 / 聲;直爽;很空
N2,きょく,曲,413,left,10,1,duplicate_reading,きょく,曲,10 |きょく【曲】 / (名.漢造) 曲調 : 歌曲 ;彎曲 / きょく えんそう
N2,音樂,,413,left,12,1,blank_writing;unexpected_reading_chars;suspicious_reading,音樂,,412 | 音樂
N2,和3水3,童認,413,right,17,1,unexpected_reading_chars;suspicious_reading,和3水3,童認,| 17 |和3水3【童認】 / | @ 童謠;兒童詩歌 / どうよう さっきょく
N2,加7時,"~開演才名, 1【 | かいかい【開会",414,left,,1,unexpected_reading_chars;suspicious_reading;suspicious_writing,加7時,"~開演才名,       1【 | かいかい【開会","加7時[~開演才名,       1【 / | かいかい【開会】          | / 分) 開會"
N2,だい,題,415,left,15,1,duplicate_reading,だい,題,"15 | だい【題】 / 2 到) 題目,標題 ;問題 ;題肥 / 団題が決まる。"
N2,きゅうそく,急束,416,left,05,1,duplicate_reading,きゅうそく,急束,"5 | きゅうそく【急束】         1 / を 迅速,快速         1"
N2,乜<,極,416,right,03,1,unexpected_reading_chars;suspicious_reading,乜<,極,3|乜<【極】 / 非常*最極*至頂 / ごくした     かんけい   も
N2,しめる,占める,416,right,,1,duplicate_reading,しめる,占める,"| しめる【占める】 / 下ー) 占有,佔據,佔領;(只用於特 / 形)表得到(重要的位置)"
N2,數目,,417,left,16,1,blank_writing;unexpected_reading_chars;suspicious_reading,數目,,416 | 數目
N2,六上二已,一筋,417,right,23,1,unexpected_reading_chars;suspicious_reading,六上二已,一筋,"| 23 |六上二已[一筋】 / ... 上 る) 一條・一根 : (常用「 一筋に」)一 / i 心一意,一個勁兒"
N2,もっとも,最も,418,right,,1,duplicate_reading,もっとも,最も,| もっとも【最も】 / 最・頂 / せ かい もっと  たか   やま
N2,やく,約,418,right,,1,duplicate_reading,やく,約,| やく【約】 / ・副・漢造) 約定 商定 : 縮祥略語 : / 約 : 大概 : 簡約 ・ 節約
N2,えんしゅう,円周,419,left,01,1,duplicate_reading,えんしゅう,円周,o1 | えんしゅう【円周】 / '卻(數)圓周 / えんしゅうりつ   もと
N2,くわわる,加わる,419,left,05,1,reading_auto_cleaned,くわわる人,加わる,05 | くわわる人【加わる】 / (自五 加上・添上 / あたら    よう 志   くわ
N2,計算,,419,left,18,1,blank_writing;unexpected_reading_chars;suspicious_reading,計算,,418 | 計算
N2,ぴたり,,419,right,01,1,blank_writing,ぴたり,,"| 1 |ぴたり / ; 側) 突然停止 緊貼地・緊緊地 : 正好・ / | 正合適,正對"
N2,まし,,419,right,13,1,blank_writing,まし,,"| 13 |まし / |名馬) 增,增加;勝過,強"
N2,うんと,,420,right,07,1,blank_writing,うんと,,"7 | うんと / ) 多・大大地 ;用力,使勁地 / なぐ"
N2,ちゅう,中,421,right,20,1,duplicate_reading,ちゅう,中,| 20 |ちゅう【中】 / (名-拉江和中央・営中: 中間:中等: / 1 ...之中 正在...営中
N2,どっと,,421,right,22,1,blank_writing,どっと,,"| 22 | どっと / i 加(許多人)一齊(突然發聲) ,哄堂;(人、 / “| 物)湧來,雲集;(突然)病重,病倒"
N2,りょう,量,422,right,,1,duplicate_reading,りょう,量,"| りょう【量】 / 有 數量,份量,重量 : 推量 : 器量 / | 量をはかる。"
N2,しょう,小,423,left,06,1,duplicate_reading,しょう,小,"06 | しょう【小】 / 今 小(型) , (尺寸,體積)小的 小月 / 謙稱"
N2,きゅう,級,424,right,03,1,duplicate_reading,きゅう,級,3 | きゅう【級】 / 5・漢半) 等級・ 階段 : 班級・ 年級 : 頭 / えいけんいつきゅう   ごうかく
N2,こうしゃ,後者,424,right,04,1,duplicate_reading,こうしゃ,後者,4 | こうしゃ【後者】 / ) 後來的人 : (雨者中的)後者 / こうしゃ   とく   じゅうよう
N2,さい,再,424,right,,1,duplicate_reading,さい,再,| さい【再】 / 造) 再・又一次 / |血チャレンジする。
N2,しばしば,,425,left,08,1,blank_writing,しばしば,,"08 | しばしば / 18 常常,每每,屢次'再三 / お"
N2,じゅう,重,425,left,09,1,duplicate_reading,じゅう,重,09 | じゅう【重】 / (挨尾) (助数詞用法)層 重 / ご し%う  どう  のぼ
N2,だい,第,425,right,14,1,duplicate_reading,だい,第,"| 14 |だい【第】 / i (天時) 順序;考試及格,錄取 ;住宅,宅邸  。"
N2,たび,度,425,right,15,1,duplicate_reading,たび,度,"15 | たび【度】 / i -拉反) 次,回,度;(反覆)每當 ,每次;"
N2,ダプる,,425,right,17,1,blank_writing,ダプる,,| 17 | ダプる / | (5 重複;撞期
N2,やたらに,,426,left,22,1,blank_writing,やたらに,,"22 | やたらに         1 / 硬) 胡亂的,隨便的,任意的,馬 !"" / 上 !蝦份,非常,大膽            6"
N2,譯畫圓o,かくど【角度,426,left,,1,unexpected_reading_chars;suspicious_reading,譯畫圓o,| かくど【角度,譯 畫圓 o  【 / | かくど【角度】                    |。 / 9 (數學)角度; (觀察事物的)立場。 ji1
N2,きごう,記号,426,right,,1,reading_auto_cleaned,きごう人,記号,"| きごう人【記号】 / 符號,記號"
N2,きゅう,球,426,right,,1,duplicate_reading,きゅう,球,"|きゅう【球】 / 人 球 : (數)球體,球形 / きゅう たいせき   もと"
N2,こん,紺,427,left,13,1,duplicate_reading,こん,紺,"13 | こん【紺】 / @ 深藍,深青 / こんいろ                 いろ"
N2,せい,正,427,left,17,1,duplicate_reading,せい,正,"17 | せい【正】 / (名.漢造) 正直;(數)正號;正確,正當 / 更正,糾正;主要的,正的"
N2,てんてん,点々,428,left,,1,duplicate_reading,てんてん,点々,』 |てんてん【点々】            1【 / 旨往下注                1 3 / g后々と滴る。
N2,がく,学,429,left,01,1,duplicate_reading,がく,学,"01 | がく【学】 / (名江守) 學校;知識,學問,學識 / 団学がある。"
N2,ほけん,保健,431,left,29,1,duplicate_reading,ほけん,保健,29 | ほけん【保健】 / ほ けんたいいく   はじ / 図 保健体育が始まった。
N2,學校,,431,left,30,1,blank_writing;unexpected_reading_chars;suspicious_reading,學校,,430 | 學校
N2,がっき,学期,431,right,03,1,duplicate_reading,がっき,学期,| 03 |がっき【学期】 / | @ 學其 / 3     がっ き まつしけん    う
N2,きゅうこう,休校,432,left,05,1,duplicate_reading,きゅうこう,休校,o5 |きゅうこう【休校】 / | 上自め 停課                           : / 回地震で休校になる。      |
N2,lcz3加,校歌,432,left,,1,unexpected_reading_chars;suspicious_reading,lcz3加,校歌,。%|lcz3加[校歌】       | / 會校歌 / こうか 。 うた                             1
N2,學生生活(1,,433,left,32,1,blank_writing;unexpected_reading_chars;suspicious_reading,學生生活(1,,432 | 學生生活(1)
N2,かいとう,解答,433,right,11,1,duplicate_reading,かいとう,解答,| 11 | かいとう【解答】 / ; (名・自サ) 解答
N2,きゅうこう,休講,434,left,08,1,duplicate_reading,きゅうこう,休講,、 8 |きゅうこう【休講】 / 名 停課 / 電
N2,こうてい,校庭,434,right,00,1,duplicate_reading,こうてい,校庭,"0 | こうてい【校庭】 / ) 學校的庭園,操場 / でも  あそ"
N2,しいんと,,434,right,04,1,blank_writing,しいんと,,"4 | しいんと / 加・自す) 安靜 ',嘲靜'平靜,和寂靜 / 教室該層一之此記名,"
N2,しょう,賞,435,left,29,1,duplicate_reading,しょう,賞,29 | しょう【賞】 / よ    う / 賞を受ける。
N2,學生生活,,435,left,34,1,blank_writing;unexpected_reading_chars;suspicious_reading,學生生活,,434 | 學生生活 (2)
N2,ばつ,,436,right,05,1,blank_writing,ばつ,,5 | ばつ / (表否定的)叉號 / 』 ばつを付ける。
N2,學生生活(2,,437,left,36,1,blank_writing;unexpected_reading_chars;suspicious_reading,學生生活(2,,436 | 學生生活(2)
N2,しき,式,438,right,07,1,duplicate_reading,しき,式,"7 | しき【式】            會 / 天 儀式 ,典禮 ,(特指)婚禮;方式; 。 畫 / 式,類型,風格 ;做法 ;算式,公式 。 的"
N2,しきたり,,438,right,05,1,blank_writing,しきたり,,5 | しきたり           | / ) 慣例 ・ 常規 ・ 成規 老規知 / ふる    し きた      す
N2,工具(0,,441,left,40,1,blank_writing;unexpected_reading_chars;suspicious_reading,工具(0,,440 | 工具(0)
N2,じゅう,銃,441,right,23,1,duplicate_reading,じゅう,銃,| 23 |じゅう【銃】 / | (名・湊和) 槍・槍形物 有檎作用的物品 / 。 誠    じゅう   う
N2,せん,栓,442,left,02,1,duplicate_reading,せん,栓,"2 |せん【栓】                        | / 人栓塞子;閥門,龍頭,開關;阻 | / 家物                 1"
N2,ちゅうせい,中性,442,right,02,1,duplicate_reading,ちゅうせい,中性,"2 | ちゅうせい【中性】 / 9) (化學)非鹸非酸・ 中性 : (特徴)不 / 8不女,中性;(語法)中性詞"
N2,ねじ,,443,left,39,1,blank_writing,ねじ,,"39 | ねじ / @) 螺絲,螺釘 / ゆる"
N2,工具(2,,443,left,42,1,blank_writing;unexpected_reading_chars;suspicious_reading,工具(2,,442 | 工具(2)
N2,そろばん,,445,right,09,1,blank_writing,そろばん,,"09 | そろばん / i る) 算盤,珠算"
N2,はんこ,,445,right,12,1,blank_writing,はんこ,,| 12 | はんこ / 久 印章・ 印鑑
N2,ほうそう,包装,446,left,07,1,duplicate_reading,ほうそう,包装,7 |ほうそう【包装】 / を-公ヶ) 包装 旬押         1 / ほうそう し    たら     か                  5
N2,から,空,446,right,03,1,duplicate_reading,から,空,"3 |から【空】 / ) 空的;空,假,虛 / ]空二才名,"
N2,ぎっしり,,447,left,0e,1,blank_writing,ぎっしり,,oe |ぎっしり / 動(裝或擠的)滿滿的
N2,衝力0,秤,447,left,12,1,unexpected_reading_chars;suspicious_reading,衝力0,秤,"12 |衝力0【秤】 / @色 秤,天平"
N2,入比一力一,speaker,448,left,00,1,unexpected_reading_chars;suspicious_reading,入比一力一,speaker,"“0 |入比一力一【speaker】          | / 、 談話者,發言人;揚聲器:喇叭) / 、 散播流言的人"
N2,工作ヽ有職場(1,,449,left,48,1,blank_writing;unexpected_reading_chars;suspicious_reading,工作ヽ有職場(1,,448 | 工作ヽ有職場(1)
N2,しきゅう,至急,451,left,24,1,duplicate_reading,しきゅう,至急,"24 | しきゅう【至急】 / (名・副) 火速,緊急,人急速',加速 / 団侍急の用件がございます。"
N2,つとめ,勤め,452,right,04,1,duplicate_reading,つとめ,勤め,4 |つとめ【勤め】 / る) 工作 ・ 職務 差事 / つと      吧
N2,つとめる,和務める,452,right,45,1,duplicate_reading,つとめる,和務める,45 | つとめる【和務める】 / 他下二) 任職・ 工作 : 擔任(職務) : 扮演 / 角色)
N2,とる,採る,453,left,50,1,duplicate_reading,とる,採る,50 | とる【採る】 / vt五) 採取・ 採用・録取 : 採集 : 採光 / しんそつしゃ   と
N2,ちゃんと,,455,left,09,1,blank_writing,ちゃんと,,09 | ちゃんと / 人 端正地 ・規息地 : 披期 *如期 : 整潔 / 整齋 : 完全 老早 : 的確 確席
N2,にっか日課,,456,right,04,1,blank_writing;unexpected_reading_chars;suspicious_reading;reading_auto_cleaned,にっか日課】,,4 | にっか日課】 / る (規定好)毎天要條的事情 毎天習 / 中的活動日課
N2,はく,掃く,456,right,05,1,duplicate_reading,はく,掃く,")5 | はく【掃く】 / 他五) 掃,打掃;(拿刷子)輕塗"
N2,かいほう,開放,462,left,03,1,duplicate_reading,かいほう,開放,"03 | かいほう【開放】 / 9 打開,沿開;開放,公開   樣 / 回市場左開放才名,"
N2,かんじょう,勘定,464,left,05,1,duplicate_reading,かんじょう,勘定,"05 | かんじょう【勘定】     | / 人-?) 計算 算帳 : (會計上的)帳目, ji. / 戸頭・結帳 : 考慮・佑計"
N2,がく,額,465,left,02,1,duplicate_reading,がく,額,"02 | がく【額】 / 當) 名額,數額;區額,畫橫 / 団 予算の額を超える。"
N2,こうか,高価,465,left,04,1,duplicate_reading,こうか,高価,04 | こうか【高価】 / (名・形動) 高價錢 / こ今 か   おく   もの   わた
N2,それなり,,465,left,0e,1,blank_writing,それなり,,oe | それなり / 名 ・副) 恰如其分 ; 就那樣 / よ   もの               たか
N2,ていか,定価,465,right,07,1,duplicate_reading,ていか,定価,| 07 |ていか【定価】 / H    てい か   こうにゅ3 / i 圏定価で購入する。
N2,ほけん,保険,466,right,,1,duplicate_reading,ほけん,保険,| ほけん【保険】 / 保険 : (對於損害的)保證 / 保険をかける。
N2,もうける,儲ける,466,right,,1,duplicate_reading,もうける,儲ける,"| もうける 【儲ける】 / 下二) 賺錢,得利; (轉)撿便宜,賺到"
N2,しきゅう,支給,467,left,04,1,duplicate_reading,しきゅう,支給,"04 | しきゅう【支給】 / 名・他) 支付,發給 / りょひ    U き$う"
N2,ただ,,467,right,0e,1,blank_writing,ただ,,"| oe |ただ / | (名・副・接) 免費;普通,平凡;只是,僅 / | 僅;(對前面的話做出否定)但是,不過"
N2,各33左t,頂戴,467,right,09,1,unexpected_reading_chars;suspicious_reading,各33左t,頂戴,"| 9 |各33左t【頂戴】 / | (名・他め (「もらう、食べる」 的謙虚説 / i 法)領受,得到,吃;(女性、兒童請求"
N2,ゆうこう,有効,467,right,08,1,duplicate_reading,ゆうこう,有効,| 08 | ゆうこう【有効】 / i (動) 有效的 / ゆうとこう 。 つ
N2,こうか,硬貨,468,left,04,1,duplicate_reading,こうか,硬貨,04 | こうか【硬貨】 / 本交!夠屬貨 / こう か    し はら
N2,L導又名,控又名,469,left,03,1,unexpected_reading_chars;suspicious_reading,L導又名,控又名,"03 | L導又名【控又名】 / (fr二)做,製造;捏畫,虛構;化妝, / _ 打扮 ;籌措,填補"
N2,紀33大<埋心,眉學金,469,right,0g,1,unexpected_reading_chars;suspicious_reading,紀33大<埋心,眉學金,"og | 紀33大<埋心【眉學金】 / | る) 獎學金,助學金"
N2,つうか,通貨,470,left,14,1,duplicate_reading,つうか,通貨,14 | つうか【通貨】                          [ / 。 通貨・(法定)貨        |
N2,めぐまれる,恵まれる,470,right,08,1,reading_auto_cleaned,めぐまれる人,恵まれる,"8 | めぐまれる人【恵まれる】 / 下二) 得天獨厚,被賦予,受益,受到 / 和恵"
N2,おさめる,治める,471,left,03,1,duplicate_reading,おさめる,治める,03 | おさめる【治める】 / (他下一) 治理;鎮壓 / に   おさ
N2,かげ,陰,471,left,05,1,duplicate_reading,かげ,陰,05 | かげ【陰】 / 名 日険 背影康 : 背面 : 背地神暗中 / かげ   いと   ひ
N2,やく,役,473,right,03,1,duplicate_reading,やく,役,| 3 |やく【役】 / (名匠) 職務・官職 : 責任・任務・(負
N2,しょうにん,承認,475,left,16,1,duplicate_reading,しょうにん,承認,16 | しょうにん【承認】 / (名 ・他ず 批准認可・活肖 : 同意 : 承認 / しょうに    もと
N2,とう,党,476,left,,1,duplicate_reading,とう,党,"|とう【党】         識 / 、 記玩) 鄉里;黨羽,同夥;黨,政黨。 ji: / とう 。 けってい したが          1"
N2,もうける,設ける,476,right,,1,duplicate_reading,もうける,設ける,| もうける【設ける】 / (子女) / せき もう
N2,じょうきょう,状況,477,left,08,1,duplicate_reading,じょうきょう,状況,"08 | じょうきょう【状況】 / 八 狀況,情況 / じょうきょう   か"
N2,とんでもない,,478,left,16,1,blank_writing,とんでもない,,"16 | とんでもない      | / wm * 出乎意料,不合情理;同有此 | / 悍,不可想像;(用在堅決的反駁或表"
N2,えんしゅう,演習,478,right,,1,duplicate_reading,えんしゅう,演習,"| えんしゅう【演習】 / “自人 演習,實際練習;(大學內的) / 堂討論,共同研究"
N2,かいほう,解放,478,right,,1,duplicate_reading,かいほう,解放,| かいほう【解放】 / -他ず 解放 ・ 解除・撮脱 / ど れい   かいほう
N2,大胡說tA,戰(AM,480,left,31,1,unexpected_reading_chars;suspicious_reading,大胡說tA,戰(AM,31 |大胡說tA【戰(AM】           1 / | @戦門・戦門:門事競誤・比大  1 / 、 四工いに勝っ          出
N2,太未,彈,480,left,02,1,unexpected_reading_chars;suspicious_reading,太未,彈,2 |太未【彈】          | / 多 子彈 / 說六 上                  3
N2,はっしゃ,発射,480,right,05,1,duplicate_reading,はっしゃ,発射,5 | はっしゃ【発射】 / 5・他す) 發射(火箭、子彈等) / はっしゃ
N2,かいせい,改正,481,left,05,1,duplicate_reading,かいせい,改正,05 | かいせい【改正】 / (名・他サ) 修正・ 改正 / き そく   かいせい
N2,もとづく,基づく,482,right,01,1,reading_auto_cleaned,もとづく人,基づく,"1 | もとづく人【基づく】 / pg 根擴,按照;由-.而來,因為, / 1 規則に基づく."
N2,きる,斬る,482,right,02,1,duplicate_reading,きる,斬る,2 | きる【斬る】 / 8五) 砍;切 / ひと   き
N2,けんぽう,宮法,483,left,04,1,reading_auto_cleaned,けんぽう人,宮法,o4 | けんぽう人【宮法】 / けん|     い はん / 患法に違反する。
N2,太tvNE,如捕,484,left,04,1,unexpected_reading_chars;suspicious_reading,太tvNE,如捕,"4 |太tvNE【如捕】              | / 穫4逮捕,拘捕,捉拿 / げんこうはん たい ほ              H"
N2,どうか,,484,left,07,1,blank_writing,どうか,,"、。 7 |どうか                    | / | 忽 (請求他人時)請 ; 設法,想辦法;(情 | / 況)和平時不一様・ 不正常 : (表示不確"
N2,けいじ,刑事,485,right,02,1,duplicate_reading,けいじ,刑事,| 02 | けいじ【刑事】 / 1 (刑事 ; 刑事警察 / 日    けい じ せきにん   ー
N2,こうせい,公正,485,right,93,1,duplicate_reading,こうせい,公正,93 |こうせい【公正】 / i (名-形動) 公正公介・不偏 / :   こうせい たちば  夫
N2,ぜんしん,前進,486,left,12,1,duplicate_reading,ぜんしん,前進,、 12 |ぜんしん【前進】 / 」  名・他す) 前進                    1 / ]   かいけつ おむ   いっ ぼ ぜんしん      1
N2,かん,感,488,left,13,1,duplicate_reading,かん,感,"13 |かん【感】 / 、 呈) 威覺,威動;威       1 / ]    かくせい 。 かん                  1"
N2,誠心罰<,感党,488,left,14,1,unexpected_reading_chars;suspicious_reading,誠心罰<,感党,14 |誠心罰<【感党】         i / 和9) 感覺                   i / かんかく するど            5
N2,かんじょう,感情,488,left,07,1,duplicate_reading,かんじょう,感情,"7 |かんじょう【感情】         1 / 名威情,情緒 / かんじょう 。 おさ"
N2,きたい,期待,488,right,00,1,duplicate_reading,きたい,期待,0 | きたい【期待】 / n・他ず) 期待 期芝・指区 / き たい   うら ぎ
N2,しみじみ,,490,left,03,1,blank_writing,しみじみ,,3 |しみじみ / # 痛切・深切地親密・青切: 仔細・
N2,ずるい,,490,right,42,1,blank_writing,ずるい,,42 | ずるい / 。 当猪・好族・要滑豆・花癌本語    N2 / 加 ずるい手を使う.
N2,攻心,普,490,right,04,1,unexpected_reading_chars;suspicious_reading,攻心,普,"4 |攻心【普】 / 名-漢這) 好事 ,善行;善良;優秀,卓越; / 友善 ,擅長;關係良好"
N2,なんとも,,491,left,52,1,blank_writing,なんとも,,"52 | なんとも / 琅.連) 真的, 寅在 : (下接否定, / 關緊要)沒關係,沒什麼;(下接否:"
N2,いき,意気,492,left,05,1,duplicate_reading,いき,意気,"05 |いき【意気】 | / 入意氣,氣概,氣勢,氣魄"
N2,おう,追う,492,left,08,1,duplicate_reading,おう,追う,"08 |おう【追う】 / 倒)追;趕走;逼催 ,忙於;趨趕;追求; | / 遵循,按照"
N2,さっさと,,492,right,03,1,blank_writing,さっさと,,"3 | さっさと / )(毫不猶豫、毫不耽擱時和 / !, 痛快地,迅速地"
N2,さっそく,早速,492,right,04,1,reading_auto_cleaned,さっそく人,早速,"4 | さっそく人【早速】 / ) 立刻 , 馬上 ・ 火球 ・ 直緊"
N2,いきなり,,495,right,92,1,blank_writing,いきなり,,92 | いきなり / : 食 突然・冷不防・馬上就...
N2,きつい,,496,left,07,1,blank_writing,きつい,,"07 |きつい / # 嚴厲的 '嚴苛的;剛強,要強;緊的,"
N2,あばれる,暴れる,497,left,01,1,reading_auto_cleaned,あばれる人,暴れる,"01 | あばれる人【暴れる】 / (年二 胡同 : 放蕩,橫衝直撞 / おお     あば"
N2,和三五LtvA,恐太Lu,497,right,08,1,unexpected_reading_chars;suspicious_reading,和三五LtvA,恐太Lu,"| os |和三五LtvA【恐太Lu】 / i 他 可怕;驚人,非常,厲害"
N2,扳寐大牙,容國才,497,right,0e,1,unexpected_reading_chars;suspicious_reading,扳寐大牙,容國才,"oe | 扳寐大牙【容國才】 / | (5) 威個,逼迫;嚇哇"
N2,びっくり,,499,left,27,1,blank_writing,びっくり,,"27 | びっくり / 量・自す) 吃驚,嚇一跳 / き"
N2,おん,恩,500,left,00,1,duplicate_reading,おん,恩,0 |おん【恩】                (8 / る 因情 '恩 / 庫賣人情。              i(
N2,こう,請う,500,left,,1,duplicate_reading,こう,請う,"% | こう【請う】 / 人5) 請求,希前 / ゆる    如"
N2,ほこり,誇り,500,right,,1,duplicate_reading,ほこり,誇り,"| ほこり【誇り】 / 自豪, 自尊心;矣做,引以為榮    N2"
N2,わびる,詫びる,500,right,,1,reading_auto_cleaned,わびる人,詫びる,"| わびる人【詫びる】 / 大) 道歉,賠不是,謝罪"
N2,あれこれ,,501,left,02,1,blank_writing,あれこれ,,"02 | あれこれ / @ 這個那個,種種 / かんが"
N2,思考,,501,left,00,1,blank_writing;unexpected_reading_chars;suspicious_reading,思考,,500 | 思考
N2,てっきり,,502,left,16,1,blank_writing,てっきり,,16 | てっきり        | / 仙一定・ 必然 : 果然 思 / 図てっきり晴れると思った。   |
N2,いらい,依頼,502,right,03,1,duplicate_reading,いらい,依頼,03 | いらい【依頼】 / me) 委託請求信人 / 依頼から提供してもらう。
N2,おうじる・おうずる,応じる・ 。 応ずる,503,left,04,1,reading_auto_cleaned,おうじる・おうずる人,応じる・ 。 応ずる,"04 | おうじる・おうずる人【応じる・ / 。 応ずる】 / ]    上ー) 響應)答應;允應,滿足;適應"
N2,かん,勘,503,left,05,1,duplicate_reading,かん,勘,"05 | かん【勘】 / る 直覺,第六威;領悟力 / 団勤が鈍い。"
N2,判斷(1,,503,left,02,1,blank_writing;unexpected_reading_chars;suspicious_reading,判斷(1,,502 | 判斷(1)
N2,只和上3,檢討,503,right,11,1,unexpected_reading_chars;suspicious_reading,只和上3,檢討,"| 11 |只和上3【檢討】 / | (名・他す) 研討,探討;審核 / けんとう 加可"
N2,ざっと,,503,right,04,1,blank_writing,ざっと,,"| 4 |ざっと / ; 個)粗略地科略地・大購上的 : (佑計) / - 1 大概,大略;潑水獎"
N2,せい,,504,left,18,1,blank_writing;duplicate_reading,せい,,"18 |せい                   1 / 原因,緣故,由於 ;歸咎     し / ひと"
N2,そのため,,504,left,09,1,blank_writing,そのため,,9 |そのため         軒 / 人 (表原因) 正是因為這樣..: / でん わ     で                     日
N2,それなのに,,504,left,21,1,blank_writing,それなのに,,"21 |それなのに        2 / 、 人 雖然那樣,儘管如此       i( / 、四それなのにこの対応はひどい。"
N2,それなら,,504,left,02,1,blank_writing,それなら,,"2 |それなら         | / ー。 要是那様 ・那様的話・如果那様 ji, / |【"
N2,だけど,,504,right,03,1,blank_writing,だけど,,"3 | だけど                 30 / 剛) 然而,可是,但是         思 / びん すす               考"
N2,だって,,504,right,04,1,blank_writing,だって,,"4 | だって / 舞動) 可是,但是,因為 : 即使時 / 算是"
N2,どうせ,,505,left,30,1,blank_writing,どうせ,,"30 | どうせ / 入 (表示沒有選擇餘地)反正,總歸就 / 是,無論如何"
N2,ところが,,505,left,31,1,blank_writing,ところが,,"31 | ところが / (把、搓助) 然而,可是,不過 ;一..‧,剛要 / 圏ところがそううまくはいかない。"
N2,理解,,505,left,04,1,blank_writing;unexpected_reading_chars;suspicious_reading;duplicate_reading,理解,,504 | 理解
N2,こうてい,育定,506,left,00,1,duplicate_reading,こうてい,育定,"0 | こうてい【育定】          | / る-ず) 肯定,承認               1・ / こうていてき 。 いけん い            :"
N2,そうっと,,506,right,05,1,blank_writing,そうっと,,5 | そうっと / ) 情情地(同「そっと」) / ひ みつ              う あ
N2,ひかく,比較,507,left,20,1,reading_auto_cleaned,ひかく人,比較,20 | ひかく人【比較】 / (名-他ず) 比 比較 / 図比較にならない。
N2,理解,,507,left,06,1,blank_writing;unexpected_reading_chars;suspicious_reading;duplicate_reading,理解,,506 | 理解
N2,まさに,,507,right,24,1,blank_writing,まさに,,"| 24 |まさに / i 食) 真的,的確,確實 / :        きみ い    とお"
N2,みかた,見方,507,right,25,1,duplicate_reading,みかた,見方,"| 25 | みかた【見方】 / | @ 看法,看的方法 : 見解 想法 / み かた  ちが"
N2,もしも,,507,right,28,1,blank_writing,もしも,,"| 28 |もしも / i 名 (強調)如果,萬一,倘若   す / :                     あん   NR"
N2,もっとも,たも,508,left,30,1,duplicate_reading,もっとも,たも,"30 |もっとも【たも】       | / 是-二站""合理,正當,理所當有的; ! / い けん  い          6"
N2,より,,508,left,31,1,blank_writing,より,,31 | より                    | / ふか 。 りかい           : / 較より深く理解する。      |
N2,かいとう,回答,508,right,,1,duplicate_reading,かいとう,回答,"|かいとう【回答】 / “自上回答,答覆                           思 / どくしゃ 。 しつもん かいとぅ                      考"
N2,知識(1,,509,left,08,1,blank_writing;unexpected_reading_chars;suspicious_reading,知識(1,,508 | 知識(1) / 1
N2,でたらめ,,510,left,25,1,blank_writing,でたらめ,,"25 | でたらめ / 、 を-表 芒唐, 胡扯,胡說八道,信口開河 / 図でたらめを言うな。      |"
N2,知識(2,,511,left,10,1,blank_writing;unexpected_reading_chars;suspicious_reading,知識(2,,510 | 知識(2
N2,めちゃくちゃ,,511,right,42,1,blank_writing,めちゃくちゃ,,"| 42 | めちゃくちゃ       ' / i (天) 亂七八糟,胡亂,荒廖絕倫    3 / : 圏めちゃくちゃなことを言う。"
N2,中寢,元.舊.故,511,right,43,1,unexpected_reading_chars;suspicious_reading,中寢,元.舊.故,"| 43 |中寢【元.舊.故】 / | 全) 原,從前;原來"
N2,語言(1,,513,left,12,1,blank_writing;unexpected_reading_chars;suspicious_reading,語言(1,,512 | 語言(1)
N2,ちゅう,注,514,right,,1,duplicate_reading,ちゅう,注,"| ちゅう【注】                        30 / ~還 註解,注釋 : 注入 : 注目 ;註釋      夫 / 注をつける。                             いい"
N2,てき,的,514,right,,1,duplicate_reading,てき,的,|てき【的】 / か がくてき じっしょう
N2,ckczckt,一言,514,right,,1,reading_auto_cleaned,人ckczckt,一言,|人ckczckt【一言】 / 一句話;三言兩語
N2,ペラペラ,,515,left,33,1,blank_writing,ペラペラ,,33 | ペラペラ / 罰.自才) 説話流利貌(特指外語) ; 單薄 / 不結實貌 ;連續翻紙頁貌
