reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
こうみんかん,公民館,こうみんかん,文化館、活動中心,kanji,196,left,04,公民館
しやくしょ,市役所,しやくしょ,市政府、市政廳人,kanji,196,left,05,市役所
しょうぼうしょ,消防署,しょうぼうしょ,消防局、消防署,kanji,196,right,,消防署
にゅうこくかんりきょく,入管理局,にゅうこくかんりきょく,入國管理局,kanji,196,right,,入管理局
ほけんじょ,保健所,ほけんじょ,保健所、衛生所,kanji,196,right,,保健所
げきじょう,劇場,げきじょう,劇院、劇場、電影院,kanji,197,left,02,劇場
ふろや,風呂屋,ふろや,浴池、澡堂,kanji,197,left,05,風呂屋
ホール,ホール,ほおる,大廳、會場,katakana,197,left,oe,hall
ほいくえん,保育園,ほいくえん,幼稚園、保育園,kanji,197,left,07,保育園
あつまり,集まり,あつまり,聚會、集合,kanji,197,right,01,集まり
オープン,オープン,おおぷん,開放、公開、無蓋、散符、露天、野外,katakana,197,right,02,open
コンビニ,コンビニ,こんびに,便利商店,katakana,197,right,09,コンビニ(エンスストア)
しょうばい,商売,しょうばい,軍人經商、買賣、生意、職業、行業,kanji,197,right,05,商売
チケット,チケット,ちけっと,偶票、券車票、入坦券、機飄,katakana,198,left,06,ticket
ちゅうもん,注文,ちゅうもん,點餐、訂購,kanji,198,left,07,注文
バーゲンセール,バーゲンセール,ばあげんせえる,廉價出售、大拍賣生,katakana,198,left,98,bargainsale
ばいてん,売店,ばいてん,小賣店入,kanji,198,left,00,売店
しゃ,社,しゃ,公司、報社,kanji,198,right,,社
とうさん,倒産,とうさん,百破產、倒閉,kanji,198,right,,倒産
ほうもん,訪問,ほうもん,拜訪、訪問,kanji,198,right,,訪問
かたみち,片道,かたみち,單程、單方麵,kanji,199,left,03,片道
けいゆ,経由,けいゆ,經過、經由,kanji,199,left,04,経由
じゅうたい,渋滞,じゅうたい,塞車、停滯,kanji,199,right,oe,渋滞
スピード,スピード,すぴいど,速度,katakana,199,right,09,speed
そくど,速度,そくど,速度、快慢程度,kanji,199,right,10,速度
ダイヤ,ダイヤ,だいや,仙石、列,katakana,200,left,01,diamond・diagram之略
たかめる,高める,たかめる,提高、提升,kanji,200,left,12,高める
ていきけん,定期券,ていきけん,信定期車票、月票,kanji,200,left,05,定期券
ていりゅうじょ,停留所,ていりゅうじょ,公車站、電車站區,kanji,200,left,16,停留所
とおりこす,通り越す,とおりこす,送思、越組、停通越,kanji,200,right,,通り越す
とばす,飛ばす,とばす,使飛起、跳過,kanji,200,right,,飛ばす
ドライブ,ドライブ,どらいぶ,功開車遊玩、和兜風,katakana,200,right,,drive
のせる,乗せる,のせる,二放在高處、放到...、裝載、使搭乘、參加、騙人、誘揚、記載、刊登、合,kanji,200,right,,乗せる
プレーキ,プレーキ,ぷれえき,煞車、制止、控制、潑冷水,katakana,201,left,23,brake
めんきよ,免許,めんきよ,批准許可許可證,kanji,201,left,24,免許
ラッシュ,ラッシュ,らっしゅ,尖峰時段、擁擠,katakana,201,left,25,rush
ロケット,ロケット,ろけっと,火箭發動機、火箭彈、狼煙火,katakana,201,left,27,rocket
かいさつぐち,改札口,かいさつぐち,剪票口,kanji,201,left,01,改札口
かいそく,快速,かいそく,外形動快速、高速度,kanji,201,right,02,快速
かくえきていしゃ,各駅停車,かくえきていしゃ,指電車各站都停車、普通車,kanji,201,right,08,各駅停車
しんかんせん,新幹線,しんかんせん,日本鐵道新幹線,kanji,202,left,08,新幹線
つなげる,繋げる,つなげる,連接、維臣,kanji,202,left,09,繋げる
とくべつきゅうこう,特別急行,とくべつきゅうこう,特別快車、特快車,kanji,202,left,10,特別急行
のぼり,上り,のぼり,上行、往上,kanji,202,left,01,上り
のりかえ,乗り換え,のりかえ,換乗、履乗、履描,kanji,202,left,02,乗り換え
のりこし,乗り越し,のりこし,坐過站,kanji,202,left,03,乗り越し
ふみきり,踏切,ふみきり,平交道、道口、決心,kanji,202,right,,踏切
ホーム,ホーム,ほおむ,月臺,katakana,202,right,,platform之略
むかえ,迎え,むかえ,迎接、去迎接的人、接、請,kanji,202,right,,迎え
れっしゃ,列車,れっしゃ,列車火車,kanji,202,right,,列車
つむ,積む,つむ,累積、堆積、装載、積蓄積,kanji,203,left,02,積む
どうろ,道路,どうろ,道路、車輛行走的路,kanji,203,left,03,道路
パイク,パイク,ぱいく,胸踏車、摩批車,katakana,203,left,05,bike
ぶつける,ぶつける,ぶつける,扔、投、碰、撞碰上、崗上、正當、恰逢、衝突矛盾,hiragana,203,right,07,ぶつける
レンタル,レンタル,れんたる,出租、出賃、租金,katakana,203,right,om,rental
あてな,宛名,あてな,收件人姓名地址,kanji,204,left,01,宛名
インターネット,インターネット,いんたあねっと,綱路蝦,katakana,204,left,02,internet
かきとめ,書留,かきとめ,掛號信,kanji,204,left,03,書留
こうくうびん,航空便,こうくうびん,航空郵件空運列,kanji,204,left,94,航空便
こづつみ,小包,こづつみ,所寄理、回,kanji,204,left,05,小包
そくたつ,速達,そくたつ,本功快速信件導,kanji,204,right,,速達
たくはいびん,宅配便,たくはいびん,宅急便,kanji,204,right,,宅配便
つながる,繋がる,つながる,相連、連接、聯繫、排隊、排,kanji,204,right,,繋がる
ふなびん,船便,ふなびん,船運,kanji,205,left,11,船便
やりとり,やり取り,やりとり,交換、互換、授受,kanji,205,left,12,やり取り
ゆうそう,郵送,ゆうそう,郵寄,kanji,205,left,13,郵送
ゆうびん,郵便,ゆうびん,郵政、郵件,kanji,205,left,14,郵便
アンケート,アンケート,あんけえと,問卷調查、民意測驗,katakana,205,left,01,(法)enquete
しらせ,知らせ,しらせ,通知、預兆、前兆,kanji,205,right,03,知らせ
せんでん,宣伝,せんでん,宣傳、廣告,kanji,205,right,08,宣伝
はやる,流行る,はやる,流行、興盛,kanji,205,right,oe,流行る
よせる,寄せる,よせる,本一他二靠近、移近、聚集、匯集、集中、加、投靠、寄身,kanji,206,left,10,寄せる
アナウンス,アナウンス,あなうんす,廣播、報告還知,katakana,206,left,09,announce
インタビュー,インタビュー,いんたびゅう,旬時會麵接見、訪問、採訪,katakana,206,left,92,interview
ちょうかん,朝刊,ちょうかん,早報,kanji,206,right,05,朝刊
ドキュメンタリー,ドキュメンタリー,どきゅめんたりい,紀錄、紀實、紀錄片,katakana,206,right,03,documentary
マスコミ,マスコミ,ますこみ,透過報紙、廣告、電視或電影等向,katakana,206,right,,mass communication之略
ゆうかん,夕刊,ゆうかん,晚報,kanji,206,right,,夕刊
オリンピック,オリンピック,おりんぴっく,奧林匹克,katakana,207,left,01,Olympics
チーム,チーム,ちいむ,隊伍、團隊,katakana,207,left,05,team
トレーニング,トレーニング,とれえにんぐ,各色訓練、練習、回週二日,katakana,207,right,07,training
バレエ,バレエ,ばれえ,芭蕾舞、生國作工劑習,katakana,207,right,08,ballet
あらそう,争う,あらそう,爭礁、爭辯、奮鬥、對抗、競爭,kanji,207,right,01,争う
かち,勝ち,かち,勝利本,kanji,208,left,03,勝ち
かんぜん,完全,かんぜん,完全、完整、完美、圓滿,kanji,208,left,05,完全
しょう,勝,しょう,勝利、名勝,kanji,208,left,00,勝
ける,蹴る,ける,踢、沖破、拒絕、駁回,kanji,208,right,,蹴る
たま,球,たま,太二,kanji,208,right,,球
トラック,トラック,とらっく,卡車、跑道,katakana,208,right,,track
ボール,ボール,ぼおる,球、壊球,katakana,208,right,,ball
ラケット,ラケット,らけっと,球拍,katakana,208,right,,racket
アニメ,アニメ,あにめ,動畫,katakana,209,left,01,animation
クイズ,クイズ,くいず,問答遊戲、猜謎,katakana,209,left,04,quiz
くじ,籤,くじ,抽籤、籤,kanji,209,left,05,籤
ゲーム,ゲーム,げえむ,遊戲、娛樂、比賽,katakana,209,left,oe,game
ドラマ,ドラマ,どらま,劇、連戲劇、戲劇、劇本、戲劇文學、戲劇性的事件,katakana,209,right,07,drama
ハイキング,ハイキング,はいきんぐ,健行、遠足,katakana,209,right,oe,hiking
バラエティー,バラエティー,ばらえてぃい,綜藝、多樣化,katakana,209,right,11,variety
ピクニック,ピクニック,ぴくにっく,郊遊、野餐、圖已夕二必夕選行,katakana,209,right,12,picnic
げいじゅつ,芸術,げいじゅつ,藝術,kanji,210,left,03,芸術
しゅつじょう,出場,しゅつじょう,出場、參賽,kanji,210,right,05,出場
デザイン,デザイン,でざいん,設計、圖案,katakana,210,right,07,design
びじゅつ,美術,びじゅつ,美術、視覺藝術,kanji,210,right,05,美術
えんか,演歌,えんか,演歌、日本通俗歌曲,kanji,210,right,04,演歌
えんそう,演奏,えんそう,演奏、演奏樂器,kanji,210,right,,演奏
きょく,曲,きょく,曲調、歌曲、彎曲,kanji,211,left,04,曲
クラシック,クラシック,くらしっく,經典作品、古典作品、古典音樂、典的,katakana,211,left,05,classic
ジャズ,ジャズ,じゃず,爵士音樂,katakana,211,left,oe,jazz
バイオリン,バイオリン,ばいおりん,小提琴,katakana,211,left,07,violin
ポップス,ポップス,ぽっぷす,流行歌曲,katakana,211,left,08,pops
アクション,アクション,あくしょん,行動動作、格門等演技,katakana,211,right,01,action
エスエフ,エスエフ,えすえふ,科幻,katakana,211,right,02,science fiction
オペラ,オペラ,おぺら,糧表,katakana,211,right,04,opera
かげき,歌劇,かげき,歌劇、歌劇表演,kanji,211,right,oe,歌劇
コメディー,コメディー,こめでぃい,合喜劇回語,katakana,212,left,07,comedy
ストーリー,ストーリー,すとおりい,故事小説、劇情、結構,katakana,212,left,08,story
ぶたい,舞台,ぶたい,舞台、表演場所,kanji,212,right,,舞台
ホラー,ホラー,ほらあ,恐怖作品,katakana,212,right,,horror
ミュージカル,ミュージカル,みゅうじかる,音樂劇、音樂的、配樂的,katakana,212,right,,musical
かず,数,かず,數、數目、多數、種種,kanji,213,left,02,数
きすう,奇数,きすう,奇數,kanji,213,left,03,奇数
けた,桁,けた,横様桁架、算、的主柱、數字的位數,kanji,213,left,04,桁
すうじ,数字,すうじ,數字、各個數字,kanji,213,left,05,数字
せいすう,整数,せいすう,整數,kanji,213,right,06,整数
ナンバー,ナンバー,なんばあ,數字、號碼、牌照,katakana,213,right,09,number
パーセント,パーセント,ぱあせんと,百分率,katakana,213,right,10,percent
びょう,秒,びょう,江秒,kanji,213,right,01,秒
プラス,プラス,ぷらす,加號、正號、正數、有好處、利益、加、陽性,katakana,214,left,12,plus
マイナス,マイナス,まいなす,負數、扣分,katakana,214,left,43,minus
イコール,イコール,いこおる,相等、等號,katakana,214,left,92,equal
かけざん,掛け算,かけざん,及科法、四歳掛算,kanji,214,left,93,掛け算
けい,計,けい,絶計、合計、計書、計,kanji,214,right,05,計
ししゃごにゅう,四捨五入,ししゃごにゅう,四捨五入、取近似值,kanji,214,right,07,四捨五入
しょうすう,小数,しょうすう,小數,kanji,214,right,08,小数
しょうすうてん,小数点,しょうすうてん,小數點,kanji,214,right,,小数点
たしざん,足し算,たしざん,加法、加算,kanji,215,left,10,足し算
でんたく,電卓,でんたく,計算機,kanji,215,left,11,電卓
ひきざん,引き算,ひきざん,減法,kanji,215,left,12,引き算
ぶんすう,分数,ぶんすう,分數,kanji,215,left,13,分数
わり,割り・割,わり,比例、分配,kanji,215,left,14,割り・割
わりざん,割り算,わりざん,除法,kanji,215,right,16,割り算
アップ,アップ,あっぷ,生、增高、提高、上傳,katakana,215,right,oz,up
いちどに,一度に,いちどに,加同時地、一塊地、一下子,kanji,215,right,03,一度に
おおく,多く,おおく,多數、許多、多半、大多,kanji,215,right,04,多く
きょり,距離,きょり,距離、間隔、差距凋,kanji,216,left,07,距離
きらす,切らす,きらす,點用盡、用光,kanji,216,left,08,切らす
ごと,毎,ごと,每、各,kanji,216,right,,毎
さまざま,様々,さまざま,種種、各式各樣的、形形色色的,kanji,216,right,,様々
しょ,初,しょ,初、始、首次、最初,kanji,216,right,,初
すくなくとも,少なくとも,すくなくとも,至少、對低、最低限度,kanji,217,left,20,少なくとも
ぜん,全,ぜん,全部、全,kanji,217,left,22,全
センチ,センチ,せんち,厘米、公分,katakana,217,left,23,centimeter
そろう,揃う,そろう,備齊、成套、一致、樣、整齊、到齊、齊聚,kanji,217,right,26,揃う
そろえる,揃える,そろえる,備齊、使一致,kanji,217,right,27,揃える
たてなが,縦長,たてなが,知形、長形,kanji,217,right,28,縦長
ちぢめる,縮める,ちぢめる,縮小、縮短縮減、縮回捲縮、起皺紋,kanji,217,right,30,縮める
つづき,続き,つづき,接續、後續,kanji,218,left,33,続き
とう,等,とう,等等,kanji,218,left,35,等
トン,トン,とん,噸、公噸、一千公斤,katakana,218,right,05,ton
なかみ,中身,なかみ,裝在容器裡的內容物、內容刀身形,kanji,218,right,07,中身
のうど,濃度,のうど,濃度、濃淡程度,kanji,218,right,08,濃度
ひようめん,表面,ひようめん,表麵,kanji,218,right,01,表面
ひろさ,広さ,ひろさ,寬度、幅度、廣度,kanji,219,left,44,広さ
ふくめる,含める,ふくめる,包含、包括,kanji,219,left,46,含める
ふやす,増やす,ふやす,繁殖、増加添加、遼人手増,kanji,219,right,48,増やす
ますます,益々,ますます,轉越發、益發、更加,kanji,219,right,54,益々
ミリ,ミリ,みり,說還、名毫、千分之一、毫米、公厘本,katakana,220,left,55,(法)millimetre之略
やや,やや,やや,稍微、略、片刻、一會兒財,hiragana,220,left,58,やや
いちれつ,一列,いちれつ,一列、一排,kanji,220,right,02,一列
ちゃく,着,ちゃく,到達、穿著量詞,kanji,221,left,07,着
つぎつぎと,次々・次々に・次々と,つぎつぎと,接連不斷、一個接一個,kanji,221,left,,次々・次々に・次々と
トップ,トップ,とっぷ,尖端、第一樟、領頭率先、第一位、首位、首席,katakana,221,left,09,top
ふたたび,再び,ふたたび,再一次、又、重新,kanji,221,left,10,再び
れんぞく,連続,れんぞく,連續、接連,kanji,221,left,12,連続
カラー,カラー,からあ,顏色、彩色,katakana,221,right,02,color
さんかく,三角,さんかく,三角形,kanji,221,right,04,三角
しまがら,結柄,しまがら,條紋花樣,kanji,222,left,07,結柄
しまもよう,結模様,しまもよう,條紋花欄,kanji,222,left,08,結模様
じみ,地味,じみ,素氣、樸素、不華美、保守,kanji,222,left,09,地味
ストライプ,ストライプ,すとらいぷ,條紋、條紋布,katakana,222,left,12,strip
ずひょう,図表,ずひょう,圖表,kanji,222,right,03,図表
ちゃいろい,茶色い,ちゃいろい,茶色形,kanji,222,right,01,茶色い
はいいろ,灰色,はいいろ,灰色、介於黑白之間的顏色,kanji,222,right,,灰色
はながら,花柄,はながら,花的園様,kanji,222,right,,花柄
はなもよう,花模様,はなもよう,花的圖樣,kanji,222,right,,花模様
ピンク,ピンク,ぴんく,桃紅色、粉紅色、桃色,katakana,222,right,,pink
まじる,混じる・交じる,まじる,奏雜、混雜、加入、交往交際,kanji,223,left,19,混じる・交じる
まっくろ,上真っ黒,まっくろ,漆黑、烏黑,kanji,223,left,20,上真っ黒
まっさお,真っ青,まっさお,蔚藍、深藍、蒼白,kanji,223,left,21,真っ青
まっしろ,真っ白,まっしろ,雪白、淨白、皓白,kanji,223,left,22,真っ白
まっしろい,真っ白い,まっしろい,侈雪白的、淨白的、皓白的,kanji,223,left,23,真っ白い
まる,丸,まる,圓形、圓圈,kanji,223,left,24,丸
むじ,無地,むじ,素色,kanji,223,right,26,無地
おしえ,教え,おしえ,教導、教誨,kanji,224,left,01,教え
かていか,家庭科,かていか,所家事、家政,kanji,224,left,05,家庭科
きょうかしょ,教科書,きょうかしょ,教科書、教材,kanji,224,right,,教科書
こうみん,公民,こうみん,公民、國民成員,kanji,225,left,11,公民
さんすう,算数,さんすう,算數、初等數學、計算數量,kanji,225,left,12,算数
ぶつり,物理,ぶつり,事物的道理、物理,kanji,225,left,15,物理
ほけんたいいく,保健体育,ほけんたいいく,保健體育,kanji,225,left,16,保健体育
マスター,マスター,ますたあ,老闇、精妊,katakana,225,left,17,master
りか,理科,りか,理科、自然科學科目,kanji,225,right,48,理科
りゅうがく,留学,りゅうがく,留學,kanji,225,right,19,留学
がくれき,学歴,がくれき,學歷,kanji,225,right,01,学歴
しょうがくせい,小学生,しょうがくせい,小晃生,kanji,225,right,04,小学生
しん,新,しん,新、新的,kanji,226,left,05,新
しんがく,進学,しんがく,店升學、進修學問,kanji,226,left,oe,進学
せんもんがっこう,専門学校,せんもんがっこう,専科抑校,kanji,226,left,08,専門学校
たいがく,退学,たいがく,結退學、肖党企重探,kanji,226,left,00,退学
だいがくいん,大学院,だいがくいん,研究所、研究生院,kanji,226,left,,大学院
たんきだいがく,短期大学,たんきだいがく,短期大學,kanji,226,right,,短期大学
ちゅうがく,中学,ちゅうがく,中學,kanji,226,right,02,中学
かきとり,書き取り,かきとり,功抄寫、記錄、聽寫、默寫、書取行,kanji,226,right,03,書き取り
かだい,課題,かだい,提出的題目、課題、任務,kanji,226,right,04,課題
クラスメート,クラスメート,くらすめえと,同班同學,katakana,227,left,06,classmate
ざいがく,在学,ざいがく,所自尖在校學習、上學,kanji,227,left,09,在学
じかんめ,時間目,じかんめ,第...小時,kanji,227,left,10,時間目
チャイム,チャイム,ちゃいむ,組鐘、門鈴,katakana,227,left,11,chime
ねんせい,年生,ねんせい,年級生,kanji,227,right,44,年生
もん,問,もん,國問問正解,kanji,227,right,15,問
らくだい,落第,らくだい,不及格、落榜,kanji,227,right,16,落第
いわう,祝う,いわう,祝圓、慶祝、祝福、送賀禮、致賀詞、回成人在祝,kanji,228,left,01,祝う
きせい,帰省,きせい,歸省、回家、探親,kanji,228,left,02,帰省
まねく,招く,まねく,招呼、招待、宣請、招聘、聘請、招菩、招至,kanji,228,left,05,招く
かんづめ,缶詰,かんづめ,罐頭、被關起來,kanji,229,left,03,缶詰
ゴム,ゴム,ごむ,樹膠、橡皮、橡膠,katakana,229,right,06,(荷)gom
ささる,刺さる,ささる,刺在.、在、扎進、刺入,kanji,229,right,07,刺さる
しゃもじ,柱字,しゃもじ,村子、飯村,kanji,229,right,oe,柱字
せいのう,性能,せいのう,性能、機能、數能,kanji,229,right,10,性能
せいひん,製品,せいひん,製品産品,kanji,229,right,11,製品
せんざい,洗剤,せんざい,洗劑,kanji,230,left,,洗剤
ちゅうかなべ,中華なべ,ちゅうかなべ,中華鍋,kanji,230,left,14,中華なべ
でんち,電池,でんち,電池、供電的小型裝置,kanji,230,left,05,電池
テント,テント,てんと,帳篷,katakana,230,left,06,tent
なべ,鍋,なべ,鍋子、火鍋、四鋼野菜炒,kanji,230,left,07,鍋
のこぎり,銀,のこぎり,鋸子、板引,kanji,230,right,,銀
はぐるま,歯車,はぐるま,齒輪,kanji,230,right,,歯車
はた,旗,はた,旗、旗幟、幡,kanji,230,right,,旗
ひも,紐,ひも,繩子、帶子,kanji,230,right,,紐
ファスナー,ファスナー,ふぁすなあ,拉錬,katakana,230,right,,fastener
ふた,蓋,ふた,蓋子,kanji,231,left,24,蓋
フライバパン,フライバパン,ふらいばぱん,平底鍋,katakana,231,left,27,frypan
ペンキ,ペンキ,ぺんき,油漆,katakana,231,left,28,(荷)pek
ベンチ,ベンチ,べんち,故坐到長椅上,katakana,231,left,29,bench
ほうちょう,包丁,ほうちょう,菜刀、廚師、烹調手藝,kanji,231,left,30,包丁
まないた,まな板,まないた,砧板,kanji,231,right,32,まな板
ライター,ライター,らいたあ,打火機,katakana,231,right,34,lighter
リボン,リボン,りぼん,緞帶、蝴蝶結,katakana,231,right,36,ribbon
レインコート,レインコート,れいんこおと,麵忘了常雨衣,katakana,232,left,37,raincoat
ロボット,ロボット,ろぼっと,機器人,katakana,232,left,08,robot
アイロン,アイロン,あいろん,雇用熨斗燙,katakana,232,left,01,iron
アルバム,アルバム,あるばむ,相簿、記念冊,katakana,232,left,02,album
インキ,インキ,いんき,墨水,katakana,232,left,00,ink
インク,インク,いんく,墨水、油墨、醮墨水,katakana,232,right,04,ink
カード,カード,かあど,卡片,katakana,232,right,06,card
カーペット,カーペット,かあぺっと,地午,katakana,232,right,07,carpet
かでんせいひん,家電製品,かでんせいひん,家用電器,kanji,232,right,,家電製品
かなづち,金植,かなづち,釘鍾、榔頭、早鴨子,kanji,233,left,10,金植
クーラー,クーラー,くうらあ,冷氣設備,katakana,233,left,12,cooler
じょうぎ,定規,じょうぎ,尺、規尺、標準,kanji,233,left,15,定規
すいはんき,炊飯器,すいはんき,電子鋼同蟬,kanji,233,right,07,炊飯器
せともの,瀬戸物,せともの,陶瓷品,kanji,233,right,09,瀬戸物
せんぷうき,扇風機,せんぷうき,風扇、電選,kanji,233,right,21,扇風機
そうじき,掃除機,そうじき,除塵機、吸塵器,kanji,233,right,22,掃除機
ソファー,ソファー,そふぁあ,沙發,katakana,234,left,23,sofa
チョーク,チョーク,ちょおく,粉筆,katakana,234,left,25,chalk
てちょう,手帳,てちょう,筆記本、雑記本,kanji,234,left,02,手帳
トースター,トースター,とおすたあ,烤麵包機生,katakana,234,left,28,toaster
はさみ,灸,はさみ,剪刀、剪票鉗頁,kanji,234,right,00,灸
ヒーター,ヒーター,ひいたあ,裝暖氣,katakana,234,right,01,heater
びんせん,便箋,びんせん,信紙、便箋,kanji,234,right,02,便箋
ぶんぼうでぐ,文房具,ぶんぼうでぐ,文具、文房四寶,kanji,234,right,03,文房具
ミシン,ミシン,みしん,縫紉機、着物縫上,katakana,234,right,05,sewingmachine之略
すいとう,水筒,すいとう,水筒、水壺,kanji,235,left,02,水筒
びん,瓶,びん,瓶子,kanji,235,left,03,瓶
ロッカー,ロッカー,ろっかあ,置物櫃,katakana,235,left,05,locker
かいちゅうでんとう,懐中電灯,かいちゅうでんとう,手電筒,kanji,235,right,05,懐中電灯
カセット,カセット,かせっと,加小暗含、録音磁帯録音,katakana,235,right,00,cassette
がめん,画面,がめん,書麵、照片、相片、畫麵、鏡豆,kanji,236,left,07,画面
けいこうとう,蛍光灯,けいこうとう,螢光燈、日光燈,kanji,236,left,09,蛍光灯
けいたい,携帯,けいたい,手機、攜帶,kanji,236,left,10,携帯
テープ,テープ,てえぷ,窄帶、線帶、布帶、卷尺、錄音帶,katakana,236,right,,tape
ディスプレイ,ディスプレイ,でぃすぷれい,陳列、展覧題示、題示器,katakana,236,right,,display
ていでん,停電,ていでん,停電停止供電,kanji,236,right,,停電
デジタル,デジタル,でじたる,數位的、數字的、計量的,katakana,236,right,,digital
でんきゅう,電球,でんきゅう,電燈泡,kanji,237,left,19,電球
ハードディスク,ハードディスク,はあどでぃすく,硬森,katakana,237,left,20,harddisk
ビデオ,ビデオ,びでお,影像、錄影、錄影機、錄影帶,katakana,237,left,21,video
ファックス,ファックス,ふぁっくす,傳真,katakana,237,left,22,fax
プリンター,プリンター,ぷりんたあ,印表機、印相片機,katakana,237,left,23,printer
ライト,ライト,らいと,燈光,katakana,237,left,25,light
ろくが,録画,ろくが,旬錄影,kanji,237,right,07,録画
オフィス,オフィス,おふぃす,辦公室、辦事處、公司政府機関,katakana,238,left,01,offfce
おめにかかる,お目に掛かる,おめにかかる,拜見、見到,kanji,238,left,02,お目に掛かる
かたづく,片付く,かたづく,収拾、整理好、得到解決、處裡好,kanji,238,left,03,片付く
ざんぎょう,残業,ざんぎょう,計加班作,kanji,238,right,05,残業
しつぎょう,和失業,しつぎょう,邊失業,kanji,238,right,05,和失業
じょうし,上司,じょうし,上司、工作上的主管,kanji,239,left,13,上司
すます,済ます,すます,完成、辦完,kanji,239,left,14,済ます
すませる,済ませる,すませる,弄完辦完、償還、還清、將詢、手続済,kanji,239,left,15,済ませる
たいしょく,退職,たいしょく,退休、離職,kanji,239,right,48,退職
はたらき,働き,はたらき,勞動工作、作用、功效、功勞、功續、功能、機能,kanji,239,right,21,働き
めいし,名刺,めいし,名片,kanji,239,right,24,名刺
めいれい,命令,めいれい,命令、規定、指令、回命令受,kanji,240,left,25,命令
めんせつ,面接,めんせつ,試、接見會麵,kanji,240,left,26,面接
もどり,戻り,もどり,恢復原狀、回家、歸途,kanji,240,left,27,戻り
やくにたてる,役に立てる,やくにたてる,使用、使...有用,kanji,240,left,39,役に立てる
レベル,レベル,れべる,水平水準、水平線、水平儀,katakana,240,right,05,Ievel
わりあて,割り当て,わりあて,分配、分派,kanji,240,right,05,割り当て
アナウンサー,アナウンサー,あなうんさあ,播音員、主播,katakana,241,left,01,announcel
うんてんし,運転士,うんてんし,司機、駕駛員、船員,kanji,241,left,05,運転士
えきいん,駅員,えきいん,車站工作人員站務員、回膠員間,kanji,241,right,07,駅員
エンジニア,エンジニア,えんじにあ,工程師、技師,katakana,241,right,08,engineer
おんがくか,音楽家,おんがくか,音樂家,kanji,241,right,oo,音楽家
がか,画家,がか,畫家,kanji,241,right,12,画家
カメラマン,カメラマン,かめらまん,攝影師、攝影記者,katakana,242,left,14,cameraman
ぎょう,業,ぎょう,性在金融業工作,kanji,242,left,18,業
けいさつかん,警察官,けいさつかん,警察官警官,kanji,242,right,03,警察官
けんちくか,建築家,けんちくか,建築師,kanji,242,right,04,建築家
さっきょくが,作曲家,さっきょくが,作曲家、創作樂曲的人,kanji,243,left,27,作曲家
じえいぎよう,自営業,じえいぎよう,獨立經營、獨資,kanji,243,left,29,自営業
しゃしょう,車掌,しゃしょう,車掌列車貞,kanji,243,left,30,車掌
じゅんさ,巡査,じゅんさ,巡警,kanji,243,left,31,巡査
じょゆう,女優,じょゆう,女演員,kanji,243,right,32,女優
せいじか,政治家,せいじか,政治家、從事政治的人,kanji,243,right,34,政治家
だいく,大工,だいく,木匠、木工,kanji,243,right,35,大工
デザイナー,デザイナー,でざいなあ,設計師、圖案家,katakana,244,left,29,de3lgner
のうか,農家,のうか,農民、農戸、農民的家上,kanji,244,left,40,農家
はいゆう,俳優,はいゆう,演員,kanji,244,left,42,俳優
パイロット,パイロット,ぱいろっと,領航員、飛行駕駛只、實驗性的,katakana,244,left,43,pilot
ピアニスト,ピアニスト,ぴあにすと,鍋琴師、鋼琴家、回方演圧,katakana,244,left,04,pianist
びようし,美容師,びようし,美容師、美髮師,kanji,244,right,,美容師
フライトアテンダント,フライトアテンダント,ふらいとあてんだんと,空服員,katakana,244,right,,flighttendant
プロ,プロ,ぷろ,專業人士、職業選手,katakana,244,right,,professional之略
ほいくし,保育士,ほいくし,保育士、幼保人員,kanji,244,right,,保育士
ミュージシャン,ミュージシャン,みゅうじしゃん,音樂家,katakana,244,right,,musician
りょうし,漁師,りょうし,漁夫、漁民,kanji,245,left,53,漁師
かたづけ,片付け,かたづけ,整理、整頓、收拾,kanji,245,left,01,片付け
かわかす,乾かす,かわかす,曬乾、晾乾、烤乾,kanji,245,left,03,乾かす
さいほう,裁疑,さいほう,裁縫縫紉,kanji,245,left,04,裁疑
たたむ,畳む,たたむ,柚折、開、閣上、開閉結束、藏在心裡,kanji,245,right,oe,畳む
つめる,詰める,つめる,塞進、縮短、守候,kanji,245,right,97,詰める
ぬう,縫う,ぬう,縫、縫補、刺繡、穿過、穿行、縫合,kanji,245,right,10,縫う
こうじ,工事,こうじ,時工程、工事,kanji,246,left,02,工事
サンプル,サンプル,さんぷる,所也疙樣品、樣本,katakana,246,left,04,sample
のうぎょう,農業,のうぎょう,農耕、農業,kanji,246,right,00,農業
まざる,交ざる,まざる,混雜、交雜、夾雜,kanji,246,right,01,交ざる
かいすうけん,回数券,かいすうけん,回數票,kanji,247,left,01,回数券
セット,セット,せっと,一組、一套,katakana,247,right,06,set
プランド,プランド,ぷらんど,牌子、商標,katakana,247,right,og,brand
プリペイドカード,プリペイドカード,ぷりぺいどかあど,預付卡,katakana,247,right,09,prepaidCard
りょうがえ,両替,りょうがえ,衝季吃兌換、換錢、兌幣,kanji,248,left,41,両替
レシート,レシート,れしいと,收據、發票、國選芝一下在也必。人,katakana,248,left,12,receipt
かし,貸し,かし,借出、貸款、貸方給別人的思恵,kanji,248,left,02,貸し
かしちん,貸し賃,かしちん,租金、賃費,kanji,248,left,03,貸し賃
