level,page,column,entry_no,headword,bracket,ocr_context
N3,205,right,03,しらせ,知らせ,| o3 | しらせ【知らせ】 / i @ 通知 : 預兆・前兆 / H   し      き
N3,205,right,08,せんでん,二伝,"| os | せんでん【二伝】 / : 包:自務 宣傳,廣告;吹距,鼓吹,龐 / せいひん せんでん"
N3,205,right,05,のせる,載せる,"i05 | のせる【載せる】 / i (⑯ゃっ) 放在…上 ,放在高處;裝載 ,裝運; / | 納入,使參加;莢騙;刊登 ,刊載"
N3,205,right,oe,はやる,流行る,"| oe | はやる【流行る】 / i 歸) 流行,時興;興旺,時運佳 / :                 は"
N3,205,right,07,ふきゅう,普及,| 07 | ふきゅう【普及】 / |『 個了半了 / | 圏テレビが普及している。
N3,205,right,om,ブログ,blog,"| om | ブログ【blog】 / "" | 部落格 / :          つく"
N3,206,left,09,ホームページ,homepage,"」   09 | ホームページ【homepage】 j;, / 。 會網站,網站首頁 / 、 回ホームページを作る。"
N3,206,left,10,よせる,寄せる,"。 10 |よせる【寄せる】            和 / 本一他F二 靠近,移近;聚集,匯集, ;! / 。 集中:加;投靠,寄身        1"
N3,206,left,09,アナウンス,announce,、 9 |アナウンス【announce】  。 / 全う 廣播 : 報告 還知       | . / せんしゅ    な まえ                              :
N3,206,left,92,インタビュー,interview,92 | インタビュー【interview】 / | 旬時 會面接見 : 訪問・採訪    1
N3,206,left,03,きじ,記事,| 03 |きじ【記事】            1 6 / 、 @報導・記事            1 / しんぶんき じ 。 の             ; -
N3,206,left,,じょうほう,情幸,"% | じょうほう【情幸】         一 / 信人情報, 信息            生"
N3,206,right,05,スポーツちゅうけい,スポー 中継,"5 | スポーツちゅうけい 【スポー / 中継】                                  N3 / ) 體育(競賽)直播,轉播               16"
N3,206,right,05,ちょうかん,朝刊,5 | ちょうかん【朝刊】          導 / ) 早報 / まいあさちょうかん   生
N3,206,right,07,テレビばんぐみ,television番組,7 | テレビばんぐみ【television番組】 / ) 電視節目 / ばんぐみ   ろく が
N3,206,right,03,ドキュメンタリー,documentary,"3 | ドキュメンタリー【documentary】 / ) 紀錄 ,紀實;紀錄片 / えい が    つく"
N3,206,right,,マスコミ,mass )mmunication 之略,| マスコミ 【mass / )mmunication 之略】 / (透過報紙、 廣告、電視或電影等向
N3,206,right,,ゆうかん,夕刊,| ゆうかん【夕刊】 / 晚報 / ゆうかん   【コ
N3,207,left,01,オリンピック,Olympics,o1 | オリンピック 【Olympics】 / @ 奧林匹克 / KN
N3,207,left,02,きろく,記録,02 | きろく【記録】 / 名.他ず) 記録・記載・(購育比費的)紀3 / き ろく
N3,207,left,03,しょうひ,消費,"03 | しょうひ【消費】 / 名・他) 消費 ,耗費 / しょう ひ"
N3,207,left,04,スキー,ski,o4 |スキー【ski】 / @) 滑雪 : 滑雪橋 滑雪板 / 較スキーに行く。
N3,207,left,05,チーム,team,"05 | チーム 【team】 / 名組,團隊;(體育)隊 / 園子一人在作儿,"
N3,207,left,06,體育運動,,206 | 體育運動 / 比賽
N3,207,right,oe,とぶ,跳ぶ,"| oe | とぶ 【跳ぶ】 / i 人8) 跳,跳起;跳過(順序、號碼等) / ばこ  と"
N3,207,right,07,トレーニング,training,"| o7 | トレーニング 【training】 / | (各色 訓練,練習 / “| 回週二日トレーニングをしている。"
N3,207,right,08,バレエ,ballet,i 08 |バレエ【ballet】 / る 芭蕾舞 / “生國作L工劑習3。
N3,207,right,01,あらそう,争う,"| 01 |あらそう【争う】 / | 人Q 爭礁;爭辯;奮鬥,對抗,競爭 / 1   あい て      いちい あらそ"
N3,207,right,02,おうえん,応援,"| 02 | おうえん【応援】 / | 寢-凶9援助,支援;聲援,助威 / :   しあい おうえん"
N3,208,left,03,かち,勝ち,_03 |かち【勝ち】            | 回 / き勝利               | 本
N3,208,left,05,かんぜん,完全,"05 | かんぜん【完全】         1 / | 台) 完全・完整 ;完美,圓滿    1 / かんぜん しょ5 り  bk 、            : に"
N3,208,left,00,しょう,勝,0 | しょう【勝】              點 / 勝利 : 名勝                ii
N3,208,right,,ける,蹴る,"| ける 【蹴る】 / ) 踢;沖破(浪等);拒絕,駁回"
N3,208,right,,たま,球,| たま【球】 / 球 / 太二    3
N3,208,right,,トラック,track,| トラック 【track】 / いっしゅうぅ
N3,208,right,,ボール,ball,| ボール 【ball】 / 球 : (棒球)壊球
N3,208,right,,ラケット,racket,| ラケット 【racket】 / (網球、丘兵球等的)球拍
N3,209,left,01,了二入,animation,"o1 |了二入【animation】 N3@1 / る) 卡通,動畫片 / ほうそう"
N3,209,left,02,かるた,carta・歌留多,02 | かるた【carta・歌留多】 / 名 紙牌;寫有日本和歌的紙牌 / か る た  あそ
N3,209,left,03,かんこう,観光,"03 | かんこう【観光】 / 寐和觀光,遊覽,旅施 / かんこう   めいしょ   しょうかい"
N3,209,left,04,クイズ,quiz,"04 | クイズ【quiz】 / @ 回答比賽,猜謎;考試 / ばんぐみ   さん が"
N3,209,left,05,くじ,鐵,05 | くじ【鐵】 / @) 從 ;抽籤 / くじ   き
N3,209,left,oe,ゲーム,game,"oe | ゲーム 【game】 / 久) 遊戲,娛樂;比賽 / 図ゲームで負ける。"
N3,209,right,07,ドラマ,drama,i07 | ドラマ 【drama】 / i @) 劇;連戲劇 ; 戲劇 ; 劇本 ; 戲劇文學; / i (轉)戲劇性的事件
N3,209,right,oe,ハイキング,hiking,"oe | ハイキング 【hiking】 / ; る) 健行,遠足 / :   )まくら         5  い"
N3,209,right,00,はく・ぱばく,泊,"| 0 |はく・ぱばく【泊】 / (穫選) 宿,過夜;停泊 / :   きょうと 。。 いっぱく"
N3,209,right,11,バラエティー,variety,"| 11 | バラエティー【variety】 / i @ 多樣化,豐富多變;綜藝節目(「/ / ; ラエティーショー」之略稲)"
N3,209,right,12,ピクニック,picnic,"| 12 | ピクニック 【picnic】 / | @ 郊遊,野餐 / 圖已夕二必夕選行<。"
N3,210,left,02,かい,会,02 |かい【会】               1【 / てんらんかい  お _ / 圏 展覧会が終わる。
N3,210,left,03,げいじゅつ,芸術,03 | げいじゅつ【芸術】         | 【 / 人る 藝術 / げいじゅつう                     :
N3,210,left,04,さくひん,作品,04 | さくひん【作品】 / @ 製成品;(藝術)作品 *(特指文藝方面) ; / 創作 (
N3,210,right,05,しゅつじょう,出場,5 | しゅつじょう【出場】        上 / -貞(参加比費)上場・入場 : 出千      好 / 出場                                      娛
N3,210,right,07,デザイン,design,7 | デザイン 【design】 / -身他 設計(圖) : (製作)園案 / せいふく
N3,210,right,05,びじゅつ,美術,5 | びじゅつ【美術】 / ) 美術 / び じゅつっ   けんきゅう   ふか
N3,210,right,04,えんか,演歌,4 | えんか【演歌】 / ) 演歌(現多指日本民間特有曲調哀愁 / 民謠)
N3,210,right,,えんそう,演奏,| えんそう【演奏】 / -他) 演奏 / おんがく   えんそう
N3,211,left,04,きょく,曲,04 | きょく【曲】 / 各-漢這)曲調;歌曲;彎曲 / し   きょく
N3,211,left,05,クラシック,classic,"05 | クラシック 【classic】 / る) 經典作品,古典作品,古典音樂; / 典的"
N3,211,left,oe,ジャズ,jazz,oe |ジャズ【jazz】 / (樂)爵士音樂 / あつ
N3,211,left,07,バイオリン,violin,07 | バイオリン【violin】 / る) (全)小提琴 / ひ
N3,211,left,08,ポップス,pops,"08 | ポップス【pops】 / 名 流行歌 * 猪俗歌曲(「ポピュラーミ / ージッ 夕,之略稱)"
N3,211,right,01,アクション,action,|  o1 |アクション【action】 / … 包) 行動 動作 : (劇)格門等演技 / 5                                  にん き
N3,211,right,02,エスエフ(SF,science - 1 fiction,|  02 | エスエフ (SF)【science / - 1 fiction】 / | る 科學幻想
N3,211,right,08,えんげき,演劇,"os |えんげき【演劇】 / … 全演劇,戲劇 / :    えんげき   れんしゅう"
N3,211,right,04,オペラ,opera,| 04 | オペラ 【opera】 / :    糧表 / | 圏姦とオペラを観る。
N3,211,right,oe,かげき,歌劇,| oe | かげき【歌劇】 / | @ 歌劇 / H      か げき    む ちゅう
N3,212,left,07,コメディー,comedy,07 | コメディー【comedy】        1 / 合喜劇      回語             | 6 / 団コメディー映画が好きだ。   i
N3,212,left,08,ストーリー,story,"08 | ストーリー【story】        1 1 / る故事 小説:(小説い劇本等的)劇情,  e / 結構          はいゆう  くわ 69"
N3,212,left,09,ばめん,場面,"09 |ばめん【場面】            7 / 場面場所 : 情景・(戯劇、電影等) | 。 / 場景,鏡頭;市場的情況,行情"
N3,212,right,,ぶたい,舞台,| ぶたい【舞台】 / 舞台 : 大顯身手的地方        N3
N3,212,right,,ホラー,horror,| ホラー【horror】 . / えい が            ねむ
N3,212,right,,ミュージカル,musical,"| ミュージカル 【musical】 / 音樂劇;音樂的,配樂的"
N3,213,left,01,かく,各,01 | かく【各】 / 還) 各・毎人 ・ 毎個・各個 / ひとりだ
N3,213,left,02,かず,数,"02 | かず【数】 / る) 數,數目;多數,種種 / かず  おお"
N3,213,left,03,きすう,奇数,03 | きすう【奇数】 / @ (數)奇數 / き すう  つか
N3,213,left,04,けた,桁,04 | けた【桁】 / @ (房屋・橋様的)横様桁架 : 算# / 的主柱;數字的位數
N3,213,left,05,すうじ,数字,05 | すうじ【数字】 / 名 數字;各個數字 / すう じ   しめ
N3,213,left,12,数目,,212 | 数目
N3,213,right,06,せいすう,整数,i06 | せいすう 【整数】 / : @) (數)整數
N3,213,right,07,ちょう,光,。i07 |ちょう【光】 / ; @-光膏) 徵兆;(數)兆
N3,213,right,09,ナンバー,number,"09 | ナンバー 【number】 / ~ る) 數字,號碼;(汽車等的)牌照"
N3,213,right,10,パーセント,percent,| 10 |パーセント 【percent】 / ; る) 百分率
N3,213,right,01,びょう,和,| 1 |びょう【和】 / | e:江(時間昌位)秒
N3,214,left,12,プラス,plus,"12 | プラス【plus】            ii / 。 生凶优(數)加號,正號;正數;有好處, ! . / 利益:加(法);陽性             |"
N3,214,left,43,マイナス,minus,"43 | マイナス 【minus】 / 、 (數)減,減法;減號,負數;負 / 、 極: (溫度)零下 ("
N3,214,left,00,あう,合う,"、 0 |あう【合う】             1 / 全 正確,適合;一致,符合;對,準; ! / | 全得來;合算            1,"
N3,214,left,92,イコール,equal,"|  92 |イコール【equal】 / 會相等; (數學)等號         【 / | 回A了一多B志,       1"
N3,214,left,93,かけざん,掛け算,93 |かけざん【掛け算】      | / 及科法                     | / 四まだ5歳だが掛け算もできる。 |
N3,214,right,04,かぞえる,数える,"4 | かぞえる【数える】 / 『=) 數,計算;列舉,枚舉       N3 / | 羊の数を 1.000 匹まで数えた。    20"
N3,214,right,05,けい,計,5 | けい【計】 / )絶計・合計 : 計書・計 / いちねん  けい  はる                        色
N3,214,right,05,けいさん,計算,5 | けいさん【計算】 / に人 計算・演算 : 佑計算計 考慮 / けいさん  はや
N3,214,right,07,ししゃごにゅう,四捨五入,7 | ししゃごにゅう【四捨五入】 / 他9) 四捨五入 / しょうすうてんだいさん い    し しゃ ごにうぅ
N3,214,right,08,しょうすう,小数,8 | しょうすう【小数】 / ) (數)小數 / しょうすうてんい か      し しゃ ごにゅう
N3,214,right,,しょうすうてん,小数点,> | しょうすうてん【小数点】 / ) 小數點 / てんい か    か
N3,215,left,10,たしざん,足し算,10 | たしざん【足し算】 / 客) 加法・加算 / た 。 ざん きょうざい       さつ
N3,215,left,11,でんたく,電卓,11 | でんたく【電卓】 / る 電子計算機(「電子式卓上計算機( / んししきたくじょうけいさんきぎ)」之略科
N3,215,left,12,ひきざん,引き算,12 | ひきざん【引き算】 / ひ さん なら / 較引き算を習う。
N3,215,left,13,ぶんすう,分数,13 | ぶんすう【分数】 / 洛' (數學的)分數 / ぶんすう   なら
N3,215,left,14,わり,割り・割,14 | わり【割り・割】 / 和呈分配 :(助敷詞用)十分ー・ 一成 / 比例 : 得失
N3,215,left,15,わりあい,割合,"15 | わりあい【割合】 / 名, 比例 : 比較起來 / るあき   せいぶん   わりあい   もと"
N3,215,right,16,わりざん,割り算,| 16 | わりざん【割り算】 / :   わ  ざん むずか / | 圏割り算は難しい。
N3,215,right,01,あさい,浅い,"i01 | あさい【浅い】 / ..  @ (水等)浅的 : (顔色)淡的 : (程度) / | 膚淺的,少的,輕的;(時間)短的"
N3,215,right,oz,アップ,up,"oz |アップ【up】 / (生:ず 增高,提高;上傳(檔案至網路) / :  きゅうりょう      のぞ"
N3,215,right,03,いちどに,一度に,". 03 |いちどに【一度に】 / i 加 同時地,一塊地,一下子 / 】  たまご ぎゅ5にゅ%う いちど  い"
N3,215,right,04,おおく,多く,| 04 |おおく【多く】 / - (呈:) 多数・許多 : 多半・大多 / 3   ひと        $お
N3,215,right,05,おく,奥,"| 05 |おく【奥】 / | る 裡頭,深處;裡院;盡頭 / :   shX。 さかな ほね ひ"
N3,216,left,06,かさねる,重ねる,"06 | かさねる 【重ねる】         圖? / | .計重要堆放 ;再加上,蓋上;反徐, !W / ほん    さつかさ                   1"
N3,216,left,07,きょり,距離,07 |きょり【距離】 / | @距離・間隔・差距         凋 / 品ar0 zh
N3,216,left,08,きらす,切らす,"“08 |きらす【切らす】          粒. / ~“點用盡,用光           | / ]   めいし き                     :"
N3,216,left,10,こい,濃い,"、10 | こい【濃い】              ji 上 / |人@色或味濃深 ;濃稠,密       i / 図化粧が濃い。         1 1"
N3,216,left,01,こう,高,| 1 |こう【高】                 : / am 高 ; 高虜・高度 : (地位等)高 ji. / 、図高層ビルを建築する。     | 1
N3,216,left,02,こえる,越える・超える,"2 |こえる【越える・超える】 / 中 越過 : 度過 : 超出,超過    i"
N3,216,right,,ごと,毎,|ごと【毎】 / B) 每 / つっき      し はら
N3,216,right,,さい,最,| さい【最】 / .明頭) 最 / がくねん さいゆうしゅう せいせき と
N3,216,right,,さまざま,様々,"| さまざま【様々】 / 形動) 種種,各式各樣的,形形色色的 / さまざま   げんいん かんが"
N3,216,right,,しゅるい,種類,| しゅるい【種類】 / 種類 / しゅるい おお
N3,216,right,,しょ,初,| しょ【初】 / ) 初・始 :首次・最初 / しょきゅう      じょうきゅう                 そろ
N3,217,left,19,しょうすう,少数,19 | しょうすう【少数】 / % 少數 / 而 尊重少數的意見。
N3,217,left,20,すくなくとも,少なくとも,"20 | すくなくとも【少なくとも / 分 至少,對低,最低限度 / すく              じ かん"
N3,217,left,21,すこしも,少しも,21 | すこしも【少しも】 / 便) (下接否定)一冊也不・ 絡吉也不 / かね       すこ     きょう み
N3,217,left,22,ぜん,全,"22 | ぜん【全】 / (汝) 全部 , 完全 : 整個 : 完整無鉄 / ぜん か もく   せいせき   あ"
N3,217,left,23,センチ,centimeter,"23 | センチ【centimeter】 / @ 厘米,公分 / みぎ   人"
N3,217,left,24,そう,総,24 | そう【総】 / ( 科) 線括 : 線覧 : 線・ 全購 : 全部 / そういん    めい
N3,217,left,25,そく人,足,25 | そく人【足】 / 粗尾漢造) (助數詞)雙;足;足夠;添 / 216 | 量、容量、長度、面積、重量等 (1)
N3,217,right,26,そろう,揃う,"| 26 | そろう【揃う】 / …  (條5) (成套的東西)備齊;成套 : 一致, / | (全部)一樣,整齊;(人)到齊,齊聚"
N3,217,right,27,そろえる,揃える,"| 27 |そろえる【揃える】 / | @F=) 使."",備齊;使""一致;湊齊 ,弄齊, / i 使成對"
N3,217,right,28,たてなが,終長,~ 28 |たてなが【終長】 / i る 知形・長形 / :   たてなが ふうとう  おお つか
N3,217,right,30,ちぢめる,縮める,| 30 | ちぢめる【縮める】 / i (@Fこ) 縮小 ・縮短 縮減 ;縮回'捲縮' / i 起皺紋
N3,218,left,,量ヽ容量、長度ヽ面積ヾ重量等(?,31 |つき【付き,量ヽ容量、長度ヽ面積 ヾ重量等(?)  【 / 31 |つき【付き】              | . / ” 虹) (前接某上名詞)様子 : 附属         |)
N3,218,left,31,つき,付き,31 |つき【付き】              | . / ” 虹) (前接某上名詞)様子 : 附属         |) / 5     ていしょく ちゅうもん       1
N3,218,left,32,つく,付く,"32 | つく【付く】                           | / 5 附著 ・活上:長 ,添增;跟隨;隨從, ji. / 聽隨; 偏坦;設有;連接著      1"
N3,218,left,33,つづき,続き,"、 33 |つづき【続き】             冊 / る@ 接續,繼續;接續部分,下文;接 j!' / 連不斷              1("
N3,218,left,34,つづく,続く,"34 |つづく【続く】                  1 / m) 繼續,延續,連續;接連發生,接 j( / 、 連不斷 ; 隨後發生 ,接著;連著 ,通到, ji."
N3,218,left,35,とう,等,、 35 |とう【等】 / 、 等等 : (助散詞用法・計算階級或 ; / ]   順位的單位)等(級)
N3,218,right,05,トン,ton,"5 | トン【ton】 / ) (重量單位)噸,公噸,一千公斤    N3 / いちまん     ふね 。 はい"
N3,218,right,07,なかみ,中身,"7 | なかみ【中身】              圖 / ) 裝在容器裡的內容物,內容 刀身   形 / なか み"
N3,218,right,08,のうど,濃度,8 | のうど【濃度】 / ) 濃度 / ほうしゃのうのう ど   たか
N3,218,right,05,ばい,倍,"5 | ばい【倍】 / 4 灌這坡地) 倍,加倍;(數助詞的用法)倍 / しょうきん  ばい"
N3,218,right,00,はば,幅,0 | はば【幅】 / ) 寛度・ 幅面 : 幅度・範園: 勢力 : / 4縮空間
N3,218,right,01,ひようめん,表面,1 | ひようめん【表面】 / ) 表面 / ひょうめん   かざ
N3,219,left,42,ひろがる,広がる,"42 | ひろがる【広がる】 / 人5) 開放・展開 : (面積規模ヽ範園 / 擴大,蔓延,傳播"
N3,219,left,43,ひろげる,広げる,"43 | ひろげる【広げる】 / ar二) 打開 ・ 展開 : (面積規模ヽ範還 / 擴張,發展"
N3,219,left,44,ひろさ,広さ,"44 | ひろさ【広さ】 / @ 寬度,幅度,廣度 / ひろ      まんつぼ"
N3,219,left,46,ふくめる,含める,46 | ふくめる【含める】 / (一) 包含 含括 : 咽只 ・ 告知 ・ 指着 / こ ども   ふく      さんびゃく にん
N3,219,left,47,ふそく,不足,"47 | ふそく【不足】 / (名・形動・自サ) 不足,不夠,短缺;缺乏 / 不充分 ; 不満意・不平"
N3,219,right,48,ふやす,増やす,| 48 | ふやす【増やす】 / ⑯五) 繁殖 : 増加 添加 / | 遼人手を増やす。
N3,219,right,49,ぶん,分,「 | 49 | ぶん【分】 / | 全部分 : 倍: 本分 地位 / ) 1  へ   ぶん おぎな_
N3,219,right,51,へらす,減らす,同 51 |へらす【減らす】 / i ⑯) 減・減少 : 削減・縮減 : 空(腹) / 1   たいじ%う 。 へ
N3,219,right,52,へる,減る,152 | へる【減る】 / 條5 減 減少 磨損 : (肝子)館 / :   しゅうにゅう  し
N3,219,right,54,ますます,益々,"| 54 | ますます【益々】 / i 轉越發,益發,更加"
N3,220,left,55,ミリ,(法) millimetre 之略,"55 | ミリ【(法) millimetre 之略】  | / (說還:名 毫,千分之一;毫米,公厘      本 / じ かん             ごう う    き ろく        1"
N3,220,left,07,めい,名,"s7 | めい【名】 / 生 (計算人數)名,人            1 / さんめいひとくみ                      5"
N3,220,left,58,やや,,"58 | やや | / 全 稍微,略;片刻,一會兒     財 / みじか                   1:"
N3,220,left,09,わずか,僅か,"s9 | わずか【僅か】 / 祁天) (數量、程度、價值、時間等)很 j / 少,僅僅;一點也(後加否定)"
N3,220,right,02,いちれつ,一列,2 | いちれつ【一列】 / ) 一列・一排
N3,220,right,03,おいこす,追い越す,"3 | おいこす【追い越す】 / 五) 超過,趕過去"
N3,220,right,04,くりかえす,繰り返す,"4 |くりかえす【繰り返す】 / 中 反覆,重覆"
N3,220,right,05,じゅんばん,順番,5 | じゅんばん【順番】 / ) 輪班(的次序) 輸流 ・ 依次交替
N3,221,left,07,ちゃく,着,"07 | ちゃく【着】 / ~接民:漢伺 到達,抵達;, (計算衣服 / 單位)套;(記數順序或到達順序)著 ' 名"
N3,221,left,,ぎつぎと,次々・次々に・次々<,"ぎつぎと【次々・次々に・次々< / ) 一個接一個,接二連三地,絡繹- / 絕的,紛紛;按著順序,依次"
N3,221,left,09,トップ,top,"09 | トップ【top】 / @ 尖端;(接力賽)第一樟;領頭 率先 / 第一位,首位,首席"
N3,221,left,10,ふたたび,再び,"10 | ふたたび【再び】 / 全 再一次,又,重新 / ふたた"
N3,221,left,11,れつ,列,"11 | れつ【列】 / 名:若造) 列 隊列,隊: 排列 ;行, / 級・排                      行,列"
N3,221,left,12,れんぞく,連続,"12 | れんぞく【連続】 / (名・他サ ・自サ) 連續, 接連 / 220 | 固形、花紋、色彩"
N3,221,right,ot,かた,型,"""ot |かた【型】 / ) @ 模子,形,模式 ;樣式 / 】 回銜友和名,"
N3,221,right,02,カラー,color,"i 02 |カラー【color】 / |會色,'彩色;(繪畫用)顏料;特色"
N3,221,right,03,くろ,黒,03 |くろ【黒 / | 人る) 黒・黒色 : 犯罪・罪犯
N3,221,right,04,さんかく,三角,i 04 |さんかく【三角】 / i る三角形
N3,221,right,95,しかく,四角,| 95 | しかく【四角】 / る) 四角形・四方形・方形
N3,221,right,oe,しま,結,| oe | しま【結】 / | 條紋・格紋・作紋布
N3,222,left,07,しまがら,結柄,07 | しまがら【結柄】         | / @ 條紋花樣                   | .
N3,222,left,08,しまもよう,結模様,08 | しまもよう【結模様】       1 / @ 條紋花欄                   | .
N3,222,left,09,じみ,地味,"09 | じみ【地味】               i / 5 素氣,樸素,不華美;保守    1"
N3,222,left,10,しょく,色,"10 | しょく【色】        1 / (顏色;臉色,容貌;色情;景象。 ji."
N3,222,left,01,しろ,白,"1 |しろ【白】              是 / @ 白,拉白,白色;清白      1"
N3,222,left,12,ストライプ,strip,。 12 | ストライプ 【strip】     本 / 、 る條紋 : 條紋布
N3,222,right,03,ずひょう,図表,3 | ずひょう【図表】 / ) 圖表                                      N3 / じっけん   けっ か     ず ひょう
N3,222,right,01,ちゃいろい,茶色い,1 | ちゃいろい【茶色い】       圖 / ) 茶色                                       形 / ちゃいろ 。 かみ    お                             色
N3,222,right,,はいいろ,灰色,| はいいろ【灰色】 / ) 灰色 / そら   はいいろ
N3,222,right,,はながら,花柄,| はながら【花柄】 / 花的園様 / はながら                   あ
N3,222,right,,はなもよう,花模様,| はなもよう【花模様】 / 花的圖樣 / はな も よう     だ
N3,222,right,,ピンク,pink,| ピンク 【pink】 / 桃紅色・粉紅色 : 桃色 / いろ                 か
N3,223,left,19,まじる,混じる・ 交じる,"19 | まじる【混じる・ 交じる】 / ii) 奏雜,混雜;,加入,',交往'交際 / いろいろ  いろ   ま"
N3,223,left,20,まっくろ,上真っ黒,"20 | まっくろ【上真っ黒】 / 名.形動) 漆黑,烏黑 / ひ ざ     ま  くろ"
N3,223,left,21,まっさお,真っ青,"21 | まっさお【真っ青】 / 名-形動) 蔚藍,深藍;(臉色)蒼白 / ま   さお  かお"
N3,223,left,22,まっしろ,真っ白,"22 | まっしろ【真っ白】 / 名-形動) 雪白,淨白,皓白 / あたま なか   ま   しろ"
N3,223,left,23,まっしろい,真っ白い,"23 | まっしろい【真っ白い】 / 侈 雪白的,淨白的,皓白的 / ま   しろ  ゆき   ふ"
N3,223,left,24,まる,丸,"24 | まる【丸】 / 名・廷語・授頭・接尾) 圓形,球狀;句點;5 / 図刀を書く。"
N3,223,right,26,むじ,無地,| 26 |むじ【無地】 / … 各) 素色
N3,223,right,27,心各語言,柴,| 27 |心各語言【柴】 / 生@@紫紫色; 醬油;紫丁香
N3,224,left,01,おしえ,教え,"01 | おしえ【教え】           1上 / “會教導,指教,教誨;教義      la"
N3,224,left,94,かがく,化学,94 |かがく【化学】          i / “全化學               1 / ]  図化学を知る。 1
N3,224,left,05,かていか,家庭科,"、 5 |かていか【家庭科】      i / 、 所 (學校學科之一)家事,家政"
N3,224,right,,きほん,基本,| きほん【基本】 / 基本 ・ 基礎 根本 / き ほん              な
N3,224,right,,きほんてき(な,基本的(な),| きほんてき(な)【基本的(な)】 / ) 基本的 / き ほんてき   たん ご       おし
N3,224,right,,きょう,教,|きょう【教】 / 5 教・教導 : 宗孝 / ぶつきょう   つただ
N3,224,right,,きょうかしょ,教科書,"| きょうかしょ【教科書】 / 教科書,教材 / れさし きょうかしょ つか"
N3,224,right,,こうか,効果,"| こうか【効果】 / 效果,成效,成績;(劇)效果 / 効果が上がる。"
N3,225,left,11,こうみん,公民,11 | こうみん【公民】 / る) 公民 / こうみん 。 じゅきょう せいじ 。 まな 、
N3,225,left,12,さんすう,算数,"12 | さんすう【算数】 / 名 算數,初等數學;計算數量 / さんすう 。 にがて"
N3,225,left,13,しかく,資格,"13 | しかく【資格】 / 仿資格,身份;,水準 / し かく    も"
N3,225,left,14,どくしょ,読書,14 | どくしょ【読書】 / (名・自) 詩書 / どくしょ         ひと    か
N3,225,left,15,ぶつり,物理,15 | ぶつり【物理】 / @) (文) 事物的道理 : 物理(學) / ぶつ り    写よ
N3,225,left,16,ほけんたいいく,保健体f,16 | ほけんたいいく【保健体f / (國高中學科之一)保健體育 / ほ けんたいいく    じゅぎょう   けんがく
N3,225,left,17,マスター,master,17 | マスター 【master】 / (名・他め) 老闇 : 精妊 / 224 | 學校
N3,225,left,24,學校,,224 | 學校
N3,225,right,48,りか,理科,| 48 |りか【理科】 / .… る 理科(自然科學的學科總稱) / 5   !  けい すす
N3,225,right,19,りゅうがく,留学,| 19 | りゅうがく【留学】 / … (名:貞め 留學 / 5            りゅうがく
N3,225,right,01,がくれき,学歴,| o1 |がくれき【学歴】 / i @ 學歷 / :   がくれき  たか
N3,225,right,oz,こう,校,| oz |こう【校 / 1 全學校;校對;(軍銜)校;學校 / :   こうそく  まも
N3,225,right,04,しょうがくせい,小学生,| 04 |しょうがくせい【小学生】 / i る 小晃生 / っ記
N3,226,left,05,しん,新,05 | しん【新】                | / 図新学期が始まった。      1 / 品 新學期開始了。          1
N3,226,left,oe,しんがく,進学,oe | しんがく【進学】            | / 店 升學;進修學問       : / だいがく  しんがく                 :
N3,226,left,08,せんもんがっこう,専門学校,08 | せんもんがっこう【専門学校】 1 / )。 る専科抑校 / せんもんがっこう 。寺                   1 |
N3,226,left,00,たいがく,退学,0 | たいがく【退学】 / 名:結の 退學 / ロ肖党して企重を探す     |
N3,226,left,,だいがくいん,大学院,"、 ""|だいがくいん【大学院】 / 、 名(大學的)研究所 / 図大学院に進む。"
N3,226,right,,たんきだいがく,短期大学,|! | たんきだいがく【短期大学】 / ) (兩年或三年制的)短期大學      N3 / たん き だいが<   ベルんきょう
N3,226,right,02,ちゅうがく人,中学,"2 | ちゅうがく人【中学】 / ) 中學,初中 / ちゅうがくせい"
N3,226,right,01,うつす,写す,"1 | うつす【写す】 / 王 抄襲,抄寫:照相;草寫 / ジン ーー トを写す。"
N3,226,right,03,かきとり,書き取り,"3 | かきとり【書き取り】 / 4自功 抄寫,記錄 ; 聽寫,默寫 / 』 書き取りのテストを行う。"
N3,226,right,04,かだい,課題,4 | かだい【課題】 / 5) 提出的題目 : 課題・任務 / 和 だい  かいけつ
N3,227,left,05,かわる,換わる,05 | かわる【換わる】 / (員モ) 更換・ 更替 / ょうしつ   か
N3,227,left,06,クラスメート,classmate,06 | クラスメート【classmate / @ 同班同學 / あ
N3,227,left,07,けっせき,欠席,07 | けっせき【欠席】 / 名・自ず) 缺席 / じゅぎょう   けっせき
N3,227,left,08,さい,祭,"08 | さい【祭】 / ) 祭祀,祭禮;節日,節日的狂歡 / ぶん か さい おこな"
N3,227,left,09,ざいがく,在学,"09 | ざいがく【在学】 / 所自尖 在校學習,上學 / ざいがくちゅう          おも   だ"
N3,227,left,10,じかんめ,時間目,10 | じかんめ【時間目】 / 性) 第…小時 / に じかんめ じゅきょう うぅう
N3,227,left,11,チャイム,chime,11 | チャイム 【chime】 / 名) 組鐘 : 門鈴 / 226 | 學生生活
N3,227,left,26,學生生活,,226 | 學生生活
N3,227,right,12,てんすう,点数,| 12 | てんすう【点数】 / … i 人 (評分的)分數 / :   どっかい てんすう
