level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,ふさい,夫妻,347,right,0e,,,ふさい,夫妻,| oe | ふさい【夫妻 / i @ 夫妻 / :   リンし ふさい  まね
N2,ふじん,夫人,348,left,07,1,duplicate_reading,ふじん,夫人,07 | ふじん【夫人】             略 / ふ じんどうはん しゅっせき              # / 圏夫人同伴で出席する。         1 |
N2,よめ,嫁,348,left,08,,,よめ,嫁,"08 |よめ【嫁】                1 / @兒媳婦,妻,新娘        1 / 団嫁にいく。                 重"
N2,せんぞ,先祖,348,left,01,,,せんぞ,先祖,01 | せんぞ【先祖】            1【 / @ 始祖 : 祖先・先人        8 / せん ぞ  はか                  3
N2,そせん,祖先,348,left,02,,,そせん,祖先,02 | そせん【祖先】      點 / @) 祖先 8 / そ せん   つた                 5
N2,だい,代,348,left,03,1,duplicate_reading,だい,代,03 |だい【代】                1 大 / 名-江)代募: 一生・一世:代全 ” ; / だい 。 か                    H
N2,ちちおや,父親,348,left,04,,,ちちおや,父親,04 | ちちおや【父親】            | 1 / 人@ 父親                         1 (4 / は           |
N2,つとめ,務め,348,right,05,1,duplicate_reading,つとめ,務め,5 | つとめ【務め】 / ) 本分 義務 責任          N2 / おや つと     は
N2,どくりつ,独立,348,right,05,,,どくりつ,独立,5 | どくりつ【独立】 / 「自サ) 孤立 ・ 軍獲存在 : 自立 猫立・ / 受他人援助
N2,はか,墓,348,right,,,,はか,墓,| はか【墓】 / ) 墓地 墳墓 / はか
N2,ふぼ,父母,348,right,,,,ふぼ,父母,"| ふぼ【父母】 / 父母 ,雙親"
N2,まいる,参る,348,right,,,,まいる,参る,"| まいる【参る】 / 五他五) (敬)去 ,來;參拜(神佛);認輸; / 不了,吃不消;(俗)死;(文)(從前"
N2,まつる,祭る,348,right,,,,まつる,祭る,"| まつる【祭る】 / 5) 祭祀,祭奠;供奉 / せん ぞ"
N2,おさない,幼い,349,left,01,,,おさない,幼い,"01 | おさない【幼い】 / 幼小的・年幼的 爽子押 , 幼稚的 / 団 幼い子供がいる。"
N2,選之AU,子孫,349,left,02,1,unexpected_reading_chars;suspicious_reading,選之AU,子孫,02 | 選之AU【子孫】 / る 子孫;後代 / しそん はんえい ねが
N2,すえっこ,示っ子,349,left,03,,,すえっこ,示っ子,03 | すえっこ【示っ子】 / @) 最小的孩子 / う
N2,すがた,姿,349,left,04,,,すがた,姿,"04 | すがた【姿】 / (名・接尾) 身姿 身段:装束 :風来:形昌 / 身影 : 面貌 , 状態 : 姿勢形象"
N2,てきする,適する,349,left,05,,,てきする,適する,"05 | てきする【適する】 / (自サ) (天氣、飲食、水土等)適宜,適f / 適當,適宜於(某情況);具有做某事"
N2,ふたご,双子,349,right,06,,,ふたご,双子,"| 06 | ふたご【双子】 / i @ 雙胞胎',學生;雙 / kた ど   う"
N2,むけ,向け,349,right,07,,,むけ,向け,"| o7 |むけ【向け】 / (條軍) 向,對 / :   こどもむ   ばんぐみ 人"
N2,いきもの,生き物,350,left,01,,,いきもの,生き物,01 |いきもの【生き物】            8 / @ 生物・動物: 有生命力的東西・活的 !・ / 東西                1
N2,うお,魚,350,left,02,,,うお,魚,02 | うお【魚】                   時 / @魚              | / ざ はい                    2
N2,うさぎ,兎,350,left,03,,,うさぎ,兎,03 |うさぎ【兎】                   ji 加 / る) 兔子 呈 / のぼ 。 ざか              :
N2,きんぎよょ,金魚,350,right,,,,きんぎよょ,金魚,|きんぎよょ【金魚】 / きんぎょ        たの / 金魚すくいが楽しい。
N2,ぜつめつ,絶減,350,right,,,,ぜつめつ,絶減,"| ぜつめつ【絶減】 / ・自他サ) 滅絕,消滅,根除 / ぜつめつ  き き  ひん"
N2,ぞう,象,350,right,,,,ぞう,象,| ぞう【象】 / 大象 / ぞう   ぜつめつ   き き
N2,ぞでくする,属する,351,left,11,,,ぞでくする,属する,11 | ぞでくする【属する】 / (軒ず) 属於・師於・従司於隷属 ・了 / ら         か    ぞく
N2,一{二寶,翼,351,left,12,1,unexpected_reading_chars;suspicious_reading,一{二寶,翼,"12 | 一{二寶【翼】 / る 翼,怒膀;(和飛機)機翼;(風車)翼4 / 使者,使節"
N2,とら,虎,351,left,13,,,とら,虎,13 | とら【虎】 / @ 老虎 / とら    お    ふ
N2,とる,捕る,351,left,14,1,duplicate_reading,とる,捕る,14 | とる【捕る】 / (4五) 折・ 捕捉・妹捕 / ねずみ   と
N2,なでる,撫でる,351,left,15,,,なでる,撫でる,"15 | なでる【撫でる】 / (他下ー) 摸,撫摸;梳理(頭髮);撫屆 / いぬ あたま   な"
N2,なれる,馴れる,351,left,16,,,なれる,馴れる,16 | なれる【馴れる】 / 「自下ー) 馴熟 / うま 。 ひと    な
N2,にわとり,鶏,351,right,17,,,にわとり,鶏,| 17 |にわとり【鶏】 / W !@難 / :   kbk) 。 か
N2,ねずみ,,351,right,18,1,blank_writing,ねずみ,,| 18 |ねずみ / (i | 會老鼠 / | 圏ねずみが出る。
N2,かけまわる,駆け回る,351,right,01,,,かけまわる,駆け回る,| 01 | かけまわる【駆け回る】 / | (到處亂跑 / :     二 人怒    か    家和ね
N2,埋議,牙,351,right,0z,1,unexpected_reading_chars;suspicious_reading,埋議,牙,"| oz |埋議[牙】 / | 會厂此 ,狡牙 。    了 / |圏ライオンの中が獲物を噛み任..."
N2,U25革,女尾,351,right,08,1,unexpected_reading_chars;suspicious_reading,U25革,女尾,"| os |U25革[女尾】 / | @ 尾巴 ; 末端,末尾 ;尾獎物 / | 圏しっぽを出す。"
N2,はね,羽,352,left,05,,,はね,羽,"05 |はね【羽】                  1 / 作羽毛;(烏與昆蟲等的)怒膀;(機器等) | 9 / 買,葉片;箭令                    1 (E"
N2,はねる,跳ねる,352,right,,,,はねる,跳ねる,"| はねる 【跳ねる】 / 5 '蹦想;飛濺;散開 散場;爆, N2 / 馬がはねる。                      區"
N2,孖又名,吠允名,352,right,,1,unexpected_reading_chars;suspicious_reading,孖又名,吠允名,"| 孖又名 【吠允名】 / Fつ) (狗、犬獸等)吠,吼; (人)大聲 / 成・中上"
N2,いちご,苺,353,left,01,,,いちご,苺,o1 | いちご【苺】 / @ 草莓 / いちご さいばい
N2,うめ,梅,353,left,02,,,うめ,梅,02 | うめ【梅】 / @ 梅花・ 梅樹 梅子 / うめ   み
N2,かじつ,果実,353,left,03,,,かじつ,果実,"03 | かじつ【果実】 / 多) 果實,水果 / かじつ みの"
N2,じゃがいも,じゃが芋,353,left,04,,,じゃがいも,じゃが芋,"04 | じゃがいも【じゃが芋】 / 多 馬鈴薯 / 回已太芋在茹蕊如,"
N2,すいか,西瓜,353,left,05,,,すいか,西瓜,05 | すいか【西瓜】 / 名 西瓜 / すい か   ひ
N2,まめ,豆,353,right,0z,,,まめ,豆,oz |まめ【豆】 / (名-拓画(線稽)豆 : 大豆 : 小的小型:
N2,みのる,実る,353,right,00,,,みのる,実る,"""1 0 |みのる【実る】         ' / i (EE) (植物) 成熟,結果;取得成人 / : 獲得成果,結果實"
N2,直下,桃,353,right,00,1,unexpected_reading_chars;suspicious_reading,直下,桃,| 0 |直下【桃】 / i @ 桃子           。 / 団桃のおいしい季節がやってぞ“
N2,いね,稲,354,left,01,,,いね,稲,"01 |いね【稲】                         | / 注水稻,稻子                      1 | / 国稲を刈る。          和"
N2,がいろじゅ,街路村,354,left,03,,,がいろじゅ,街路村,3 |がいろじゅ【街路村】    【 / 人 行道樹              1 / がい ろ じゅ                  os
N2,こくもつ,粗物,354,left,05,,,こくもつ,粗物,05 | こくもつ【粗物】 / る 五穀糧食 / こくもつ    ゆ に》う  PO
N2,こむぎ,小麦,354,left,,,,こむぎ,小麦,"% | こむぎ【小麦】              E / る 小次             1 / 加小麥粉在二柜名,"
N2,しなやか,,354,right,07,1,blank_writing,しなやか,,7 | しなやか / 妥) 柔軟 ・和軟 ; 多多記      : 。N2 / 美・柔和・温楽 mi
N2,しばふ,芝生,354,right,03,,,しばふ,芝生,"3 | しばふ【芝生】 / ) 草皮,草地 / しば ふ     ね ころ"
N2,しょくぶつ,植物,354,right,,,,しょくぶつ,植物,| しょくぶつ【植物】 / 植物 / しょくぶつ   ~
N2,すぎ,杉,354,right,,,,すぎ,杉,|すぎ【杉】 / 杉樹 杉林 / すぎ 。 かふん と はじ
N2,たいぼく,大木,354,right,,,,たいぼく,大木,| たいぼく【大木】 / 大樹 巨樹 / ひe<ねん 二    たいぼぽく
N2,たけ,竹,354,right,,,,たけ,竹,| たけ【竹】 / 竹子 / たけ しげ
N2,なみき,並木,355,left,13,,,なみき,並木,13 | なみき【並木】 / る 街樹・路樹 並排的樹木 / なみ き みち
N2,まつ,松,355,left,14,,,まつ,松,14 | まつ【松】 / @) 松樹松木 新年装飾正門的松枝 / 裝飾松枝的期間
N2,もみじ,紅葉,355,left,15,,,もみじ,紅葉,15 | もみじ【紅葉】 / 包 紅葉 : 楓樹 / もみじ   たの
N2,うわる,植わる,355,left,01,,,うわる,植わる,"01 | うわる【植わる】 / (和 栽上,栽植 / もも"
N2,えんげい,園芸,355,left,02,,,えんげい,園芸,o2 | えんげい【園芸】 / 名 園藝 / えんげい   たの
N2,おんしつ,温室,355,left,03,,,おんしつ,温室,"03 | おんしつ【温室】 / 色 溫室,暖房 / おんしつ 。 いちご つく"
N2,から,殻,355,right,04,1,duplicate_reading,から,殻』,| 04 | から【殻』 / i @ 外皮'外殼 / :   から 。 ぬ  、
N2,かる,刈る,355,right,05,,,かる,刈る,"i 05 |かる【刈る】 / , ji 割,剪,詣 / :   く<くさ 。 か"
N2,かんさつ,観察,355,right,07,,,かんさつ,観察,i 07 |かんさつ【観察】 / | (名・介め 觀察 / :   しょくぶつ かんさつ
N2,さくもつ,作物,355,right,0m,,,さくもつ,作物,om |さくもつ【作物】 / : @ 農作物 : 太稼 / wsss 5   えんげいさくもつ さいばい
N2,しげる,茂る,355,right,00,,,しげる,茂る,i 0 |しげる【茂る】 / | (五) 草木)繁茂・茂密 / ee 5   ざっそう  しげ
N2,しぼむ,鞭む・洞む,355,right,10,,,しぼむ,鞭む・洞む,"| 10 |しぼむ【鞭む・洞む】 / ji (和枯萎,凋謝;扁掉 / 讓人"
N2,ちらばる,散らばる,356,left,01,,,ちらばる,散らばる,1 | ちらばる【散らばる】       :4 / (全) 分散; 散亂                   : (1 / 較花びらが散らばる。     1
N2,なる,生る,356,left,12,1,duplicate_reading,なる,生る,"12 |なる【生る】              1 / (主) (植物)結果; 生,產出         1 6 / かき  な                    :"
N2,におう,匂う,356,left,03,,,におう,匂う,"3 | におう【匂う】             |ィ / (旺) 散琶香味 ・ 有香味 : (顔色)鮮中 ;@ / 美麗;隱約發出,使人威到似乎.   1"
N2,はち,鉢,356,left,,,,はち,鉢,' |はち【鉢】                四 / 9 鉢盆 : 大碗 花盆 頭蓋骨     | 圖 / はち うぅ                : 譯
N2,はちうえ,鉢植え,356,left,08,,,はちうえ,鉢植え,8 | はちうえ【鉢植え】               | / @ 公栽
N2,求<,蔚<,356,right,,1,unexpected_reading_chars;suspicious_reading;suspicious_writing,求<,蔚<,|求<【蔚<】 / や 播種; (在漆器上)畫泥金畫          本 / 才     ま
N2,みつ,蜜,356,right,,,,みつ,蜜,| みつ【蜜】 / 密 : 花蜜;蜂密
N2,ようぶん,養分,356,right,,,,ようぶん,養分,| ようぶん【養分】 / 養分 / ようぶん   きゅうしゅう
N2,わかば,若葉,356,right,,,,わかば,若葉,| わかば【若葉】 / 表葉新葉 / っか ば     も
N2,えきたい,液体,357,left,01,,,えきたい,液体,o1 | えきたい【液体】 / @ 液體 / えきたい  ひた
N2,かたまり,塊,357,left,02,,,かたまり,塊,02 | かたまり【塊】 / (名-接尾) 塊状 ・ 疹座 : 集園 : 極端...的 / よく かたまり おど
N2,かたまる,固まる,357,left,03,,,かたまる,固まる,"03 | かたまる【固まる】 / (寺下) (粉末、顆粒、黏液等)變硬 ,凝歡 / 固定,成形;集在一起,成群;熱中"
N2,きたい,気体,357,left,04,1,duplicate_reading,きたい,気体,04 | きたい【気体】 / @(理)氣體 / きたい  とお    みず  とお
N2,きんぞく,金属,357,left,05,,,きんぞく,金属,05 | きんぞく【金属】 / 劉) 金属 ・ 五金 / きんぞく  ねつ   と
N2,げすい,下水,357,right,07,,,げすい,下水,"| o7 | げすい【下水】 / 生全污水,'髒水,下水;下水道的簡稱 / :     げ すいしょりじょう とど"
N2,こうぶつ,鉱物,357,right,0m,,,こうぶつ,鉱物,| om |こうぶつ【鉱物】 / ... @ 礦物 / 日     ゆた      こうぶつ し げん   めぐ
N2,こたい,固体,357,right,08,,,こたい,固体,os | こたい【固体】 / i る) 固體 / 1)     こたい か
N2,こな,粉,357,right,10,,,こな,粉,"| 10 |こな【粉 / | 會粉,粉末,麵粉 / 、圏粉になる。"
N2,こんごう,混合,358,left,11,,,こんごう,混合,11 | こんごう 【混合】 【 / (を?) 混合 / すな    こいし   多
N2,さぴ,錆,358,left,12,,,さぴ,錆,12 | さぴ【錆】 6 / @ (金屬表面因氧化而生的)鏽; (轉)  | E / さび つ             點
N2,さんせい,酸性,358,left,13,,,さんせい,酸性,13 | さんせい【酸性】          hp / @ (化)酸性            可 / にょう さんせい              :
N2,さんそ,酸素,358,left,14,,,さんそ,酸素,14 | さんそ【酸素】            1 / さん そ                      H / 圏酸素マスクをつける。
N2,すいそ,水素,358,left,15,,,すいそ,水素,15 | すいそ【水素】             1 / すい   說                    : / 国水素を含む。          四
N2,せいぶん,成分,358,left,16,,,せいぶん,成分,"16 | せいぶん【成分】          | 2 / @ (物質)成分 , 元素; (句子)成分;(數) | / 時半する、       | *"
N2,たから,宝,358,right,,,,たから,宝,"|たから【宝】                   9 / 財寶,珍寶;寶貝 ,金錢"
N2,ちしつ,地質,358,right,,,,ちしつ,地質,| ちしつ【地質】 / (地)地質
N2,つち,土,358,right,,,,つち,土,| つち【土】 / 土地 大地:土壌 土質:地面 地表:
N2,つぶ,粒,358,right,,,,つぶ,粒,"| つぶ【粒】 / 接尾) (穀物的)穀粒;粒,丸,珠;(數 / 而圓的東西)粒,滴,丸"
N2,てつ,鉄,358,right,,,,てつ,鉄,| てつ【鉄】 / 鐵
N2,どう,銅,358,right,,,,どう,銅,| どう【銅】 / く
N2,とうめい,透明,359,left,24,,,とうめい,透明,24 | とうめい【透明】 / (名・形動) 透明; 純潔・晶純 / とうめい              し き  生
N2,どく,毒,359,left,25,1,duplicate_reading,どく,毒,"25 | どく【毒 / (名・自す・江造) 毒,毒藥;毒害,有害 / 惡毒,毒辣"
N2,はなび,花火,359,left,26,,,はなび,花火,26 | はなび【花火】 / はなび 。 う あ  、 / 花火を打ち上げる。
N2,はへん,破片,359,left,27,,,はへん,破片,27 | はへん【破片】 / 負) 破片 砕片 / は へん    時 、治
N2,はめる,餅める,359,left,28,,,はめる,餅める,"28 | はめる【餅める】 / (他下ー) 峙上,鑲上;使陷入,欺騙; / 入,使沈入"
N2,がっしつ,物質,359,left,29,,,がっしつ,物質,"29 | がっしつ【物質】 / 名 物質;(哲)物體,實體 / ぶっしつぶんめい   はったつ"
N2,ふる,古,359,left,30,,,ふる,古,30 | ふる【古】 / 358 | 能源、燃料
N2,ほうせき,宝石,359,right,01,,,ほうせき,宝石,| 1 |ほうせき【宝石】       ' / ... ! @ 寶石 / :   ほうせき  かざ
N2,ほこり,境,359,right,32,1,duplicate_reading,ほこり,境,"i 32 |ほこり【境】 / | る 灰塵,塵埃 / :  。 ほこり はら"
N2,やくひん,薬品,359,right,34,,,やくひん,薬品,| 34 | やくひん【薬品】 / 1 @ 薬品 : 化學試剤 / :   か がくやくひん と あつか
N2,あげる,上げる,359,right,09,,,あげる,上げる,"| 9 | あげる【上げる】      「 / | (二自F二) 舉起,抬起,揚起 ,懸持, / | (從船上)人卸貨;增加;升遷;送入!"
N2,オイル,oil,360,left,02,,,オイル,oil,02 | オイル 【oil】               1 【 / @ 油・油類 油唱・油書顔料 : 石油 Il / も                   H
N2,すいじょうき,水蒸気,360,left,03,,,すいじょうき,水蒸気,"03 | すいじょうき【水蒸気】  【 / @ 水蒸氣;霧氣,水霧       本 / すいじょう き          だ                        :"
N2,すいぶん,水分,360,left,04,,,すいぶん,水分,"04 | すいぶん【水分】              和 / @ 物體中的含水量; (蔬菜水果中的) jE【 / 液體,含水量,汁          點"
N2,すいめん,水面,360,left,05,,,すいめん,水面,05 | すいめん【水面】          1 / 人る) 水面                  : 上 / すいめん うぅう                   5
N2,せきたん,石炭,360,left,06,,,せきたん,石炭,06 | せきたん【石炭】           | 區 / る 爆炭             i 加 / せきたん  も                   as
N2,せきゆ,石油,360,left,07,,,せきゆ,石油,07 | せきゆ【石油】             : g / 負 石油             i 齊 / せきゆ さい<つっ                 |
N2,だんすい,断水,360,left,08,,,だんすい,断水,"08 | だんすい【断水】             | 圖 / (名・他サ・自) 斷水,停水               | 開 / 時"
N2,ちょくりゅう,直流,360,right,,,,ちょくりゅう,直流,") | ちょくりゅう【直流】 / ・自す) 直流電; (河水)直流,沒有彎 / 的河流 ;嫡系"
N2,でんりゅう,電流,360,right,,,,でんりゅう,電流,| でんりゅう【電流】 / (理) 電流 / でんりゅう   つう
N2,でんりょよく,電力,360,right,,,,でんりょよく,電力,| でんりょよく【電力】 / 電力 / でんりょく   きょうきゅう
N2,とうゆ,灯油,360,right,,,,とうゆ,灯油,| とうゆ【灯油】 / 燈油 : 爆油 / とう ゆ   うご
N2,ばくはつ,爆発,360,right,,,,ばくはつ,爆発,"| ばくはつ【爆発】 / 自サ) 爆炸,爆發 / か やく   ばくはつ"
N2,はつでん,発電,361,left,15,,,はつでん,発電,15 | はつでん【発電】 / (名・他すず) 發電 / う> 。 はつっ      り よう
N2,ほのお,炎,361,left,17,,,ほのお,炎,17 | ほのお【炎】 / る 火始・火苗 / ほのお つつ
N2,ようがん,溶岩,361,left,18,,,ようがん,溶岩,18 | ようがん【溶岩】 / る (地)深央 / ようがん なが
N2,げんりょう,原料,361,left,01,,,げんりょう,原料,01 | げんりょう【原料】 / 名 原料 / せき 妙   げんりょう
N2,コンクリート,concrete,361,left,02,,,コンクリート,concrete,02 | コンクリート【concrete】 / 団コンクリートが固まる。 / 詞 水泥上凝固。
N2,ざいもく,材木,361,right,03,,,ざいもく,材木,"| 03 | ざいもく【材木】 / 3 @) 木材,木料 / 1 。。 ぎぃいも< えら ."
N2,ざいりょう,材料,361,right,04,,,ざいりょう,材料,04 |ざいりょう【材料】 / | @ 材料原料 ;研究資料數據 / H    ざいりょう
N2,セメント,cement,361,right,05,,,セメント,cement,05 | セメント【cement】 / | の 水泥 / :              ぬ
N2,どろ,泥,361,right,0e,,,どろ,泥,oe |どろ【泥】 / | (名: 混士 : 小偷 / :    どろ
N2,ビタミン,vitamin,361,right,07,,,ビタミン,vitamin,"i 07 |ビタミン【vitamin】 / | 會 (醫)維他命,維生素 / | 遼ビタミンCに富む。"
N2,もくざい,木材,361,right,0e,,,もくざい,木材,"oe |もくざい【木材 / | @ 木材,木料 / けんちくよう     8"
N2,うちゅう,宇宙,362,left,01,,,うちゅう,宇宙,01 |うちゅう【宇宙】         | / @ 宇宙 (哲)天地空間 : 天地古今 ji / Wうりょこう  もう  こ            H
N2,おせん,汚染,362,left,02,,,おせん,汚染,02 | おせん【汚染】            i 六 / (和 污染                  二 / たいき おせん もんだい            3
N2,かがやく,輝く,362,left,03,,,かがやく,輝く,"3 |かがやく【輝く】      1 / (主)閃光 ,閃耀 ;洋溢;光榮 ,顯林  !.... / たいよう そら かがや"
N2,かんそく,観測,362,left,00,,,かんそく,観測,"0 | かんそく【観測】         | 世 / 觀察(事物) , (天體,天氣等) ;.. / 回天体丰觀測才名,             ie"
N2,きあつ,気圧,362,left,,,,きあつ,気圧,|きあつ【気圧】 / “氣壓; (壓力單位)大氣壓 / 図 さぁっ 。 は だ              :
N2,こうきあつ,高気圧,362,right,,,,こうきあつ,高気圧,| こうきあつ【高気圧】 / 高氣壓
N2,こうせん,光線,362,right,,,,こうせん,光線,| こうせん【光線】 / 光線
N2,たいき,大気,362,right,,,,たいき,大気,| たいき【大気】 / 大気 : 空気
N2,みかづき,三日月,363,left,01,,,みかづき,三日月,1 | みかづき【三日月】 / る) 新月・ 月牙 新月形 / み かづき         かわい
N2,みちる,満ちる,363,left,12,,,みちる,満ちる,12 | みちる【満ちる】 / (自よー) 充満 月急 ・ 月園 : (期限)満 / つき   み
N2,あけがた,明け方,363,left,01,,,あけがた,明け方,"01 | あけがた【明け方】 / @ 黎明,拂曉 / あ   がた     べんきょう"
N2,あたたかい,暖かい,363,left,02,,,あたたかい,暖かい,02 | あたたかい【暖かい】 / 手頭寬裕 / ふところ 。 あたた
N2,あらし,嵐,363,left,03,,,あらし,嵐,"03 | あらし【嵐】 / 名) 風暴,暴風雨 / あらし まえ しず      ただよ"
N2,いきおい,勢い,363,left,04,,,いきおい,勢い,04 | いきおい【勢い】 / いきお     ま / 較 勢いを増す。
N2,いっそう,一層,363,right,05,,,いっそう,一層,"1 05 | いっそう【一層】 / | 側 更,越發 / :     いっそうさむ"
N2,おだやか,穏やか,363,right,06,,,おだやか,穏やか,| 06 | おだやか【穏やか】 / i (あ和平和 : 温和・安詳 : 種妥・種 / H     おだ        てん き    めぐ
N2,おとる,劣る,363,right,07,,,おとる,劣る,07 |おとる【劣る】 / i (五) 劣・不加・不及・比不上 / 8     きのう おと あつ
N2,おんだん,温暖,363,right,08,,,おんだん,温暖,| 08 | おんだん 【温暖】 / ; (名・形動) 溫暖 / :     ちきゅうおんだんか ふせ
N2,かいせい,快晴,363,right,09,1,duplicate_reading,かいせい,快晴,"| 09 | かいせい【快晴】 / | @ 晴朗,晴朗無雲 / :     てん き かいせい"
N2,かくべつ,格別,363,right,10,,,かくべつ,格別,"| 10 | かくべつ【格別】 / i 轉 特別 顯著,格外;姑且不論 / :     きようう   さむ      かくべつ"
N2,かみなり,雷,363,right,11,,,かみなり,雷,| 11 | かみなり【雷】 / | @ 雷;雷神;大發雷霆的人 / _
N2,きこう,気候,364,left,03,,,きこう,気候,3 |きこう【気候】             1 各 / @ 気候              | / きこう あたた              :
N2,きょうふう,強風,364,left,04,,,きょうふう,強風,4 |きょうふう【強風】          |” / 入強風              | 回 / きょうふう 。 ふ                   : 譯
N2,ぐずつく,軒図つく,364,left,05,,,ぐずつく,軒図つく,5 |ぐずつく【軒図つく】   | / 吧 陰天 ; 動作遲緩拖延       1 / て     < 才                     :
N2,くずれる,有崩れる,364,left,,,,くずれる,有崩れる,"% |くずれる【有崩れる】        | 圖 / 畫3 月站 散去 ; 當敗 ,抽碎    |ー / 上天気が月れる。         | 2"
N2,こごえる,凍える,364,left,07,,,こごえる,凍える,"7 |こごえる【凍える】           | / し ここ                   : / 了 手足放凍叉名,         |"
N2,さす,差す,364,right,,,,さす,差す,"|さす【差す】 / 5:前年)指・指示:使・叫,信, N2 / 做.:                                  四"
N2,さむさ,寒さ,364,right,,,,さむさ,寒さ,|さむさ【寒さ】                       象 / 寒冷 / さむ     ふる
N2,さわやか,爽やか,364,right,,,,さわやか,爽やか,"| さわやか【爽やか】 / ) (心情、天氣)爽朗的 ,清爽的;(聲 / 、口齒)鮮明的,清楚的,巧妙的"
N2,じき,直,364,right,,1,duplicate_reading,じき,直,"| じき【直】 / 到) 直接;(距離)很近,就在眼前; / 間)立即,馬上"
N2,しずまる,静まる,364,right,,,,しずまる,静まる,"| しずまる【静まる】 / ) 變平靜 平靜,平息;減弱;平靜 / 存在)"
N2,しずむ,沈む,365,left,23,,,しずむ,沈む,"23 | しずむ【沈む】 / (計る) 況梁・沈入 : 西沈・ 下山 : 消沈 / 落魄,氣餒;沈淪"
N2,てる,照る,365,left,24,,,てる,照る,"24 | てる【照る】 / (于) 照耀,曬,晴天 / 點日該照名。"
N2,てんこう,天候,365,left,25,,,てんこう,天候,25 | てんこう【天候】 / @ 天気・天候 / てんこう   か
N2,にわか,,365,left,27,1,blank_writing,にわか,,"27 | にわか / (-形突然 騒然: 立刻・馬上 / 陣子,臨時,暫時"
N2,ばいう,梅雨,365,left,28,,,ばいう,梅雨,28 | ばいう【梅雨】 / 人@ 梅雨 / ばい う ぜんせん   ていたい
N2,はれ,晴れ,365,right,29,,,はれ,晴れ,| 29 | はれ【晴れ】 / | @ 晴天 : 隆重 : 消除嫌疑 / i           は    ひ
N2,ひざし,日差し,365,right,02,,,ひざし,日差し,| s2 | ひざし【日差し】 / る 陽光照射・光線 / :   ひ ざ    あ
N2,ひのいり,日の入り,365,right,33,,,ひのいり,日の入り,| 33 | ひのいり【日の入り】 / - の 日暮時分 日落・黄皆   _ / H   なつ ひ い    ここご 諸多
N2,ひので,日の出,365,right,34,,,ひので,日の出,“134 | ひので【日の出】 / | @ 日出(時分) / H   はつ ひ  で  み
N2,ふわっと,,366,left,37,1,blank_writing,ふわっと,,37 | ふわっと                   | 圖 / 中全) 輕軟蓬鬆貌;輕飄貌     1 。
N2,まう,舞う,366,left,38,,,まう,舞う,38 |まう【舞う】                   1 / 飛舞;舞蹈                                      : / ゆき  ま                      :
N2,めっきり,,366,left,39,1,blank_writing,めっきり,,"39 | めっきり                         | / 急變化明顯 , 顯著的,突然,劇烈   ま / さむ                         : 御"
N2,ものすごい,物凄い,366,left,,,,ものすごい,物凄い,"* |ものすごい【物凄い】         全 / 工人 怖的,令人恐懼的;猛 | G / 四ものすご<寒い。"
N2,ゆうだち,立,366,left,,,,ゆうだち,立,。 |ゆうだち【立】 / 3雷陣雨                | @ / ゆうだ                                1
N2,ゆうひ,タ日,366,right,,,,ゆうひ,タ日,| ゆうひ【タ日】 / 夕陽                                        ょ / ゆう ひ    しず
N2,よほう,予報,366,right,,,,よほう,予報,| よほう【予報】                         氣 / -他) 預報                                   旬 / よ ほう    あ
N2,らくらい,落震,366,right,,,,らくらい,落震,"| らくらい【落震】 / 9打雷,雷擊 / らくらい   か じ"
N2,あかるい,明るい,366,right,,,,あかるい,明るい,"| あかるい【明るい】 / 明亮的 : 光明的 : 開朗的 : 快活的 : / 表,熟悉"
N2,およぼす,及ぼす,366,right,,,,およぼす,及ぼす,"| およぼす 【及ぼす】 / 5) 波及到 , 影響到,使遭到,帶來 / ひ がい   およ"
N2,かさい,火災,366,right,,,,かさい,火災,| かさい【火災】 / か さい    あ / 火災に遭う。
N2,かんそう,乾燥,367,left,04,,,かんそう,乾燥,04 | かんそう【乾燥】 / (各.自人分) 乾燥;枯燥無味 / くう き   かんそう
N2,きよい,清い,367,left,05,,,きよい,清い,"05 | きよい【清い】 / 清激的・清潔的 : (内心) 峠快的. / 問心無愧的;正派的,光明磊落;乾有"
N2,きり,肥,367,left,0e,,,きり,肥,"oe | きり【肥】 / @ 霧,霧氣;,噴霧 / きり    は"
N2,くだける,砕ける,367,left,07,,,くだける,砕ける,07 | くだける【砕ける】 / こなごな   くだ / コップが粉々に砕ける。
N2,くもる,曇る,367,left,08,,,くもる,曇る,o8 |くもる【曇る】 / (自五) 天気陰 肛・騰 / かがみ くも
N2,げんしょう,現象,367,left,09,,,げんしょう,現象,09 | げんしょう【現象】 / 多) 現象 / し ぜんげんしょう   はっせい
N2,さびる,錆びる,367,left,10,1,reading_auto_cleaned,さびる人,錆びる,"10 | さびる人【錆びる】 / (自上一) 生鏽,長鏽; (聲音)蒼老 / 366 | 各種自然現象"
N2,しめる,湿る,367,right,11,1,duplicate_reading,しめる,湿る,"11 | しめる【湿る】 / . () 受潮,濡濕;(火)熄滅, (勢頭)漸消 / :         しめ"
N2,選有有,霜,367,right,12,1,unexpected_reading_chars;suspicious_reading,選有有,霜,"12 | 選有有【霜】 / ; @ 霜;白髮 / | 國町碎隆山色,"
